
############################
training zipper
############################

Type : zipper Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.31414, avg_reader_cost: 3.22686 sec, avg_batch_cost: 3.35371 sec, avg_samples: 96.0, avg_ips: 28.62505 images/sec.
Type : zipper Train [ Epoch 83/256 iter 3 ] lr: 0.00859, loss: 0.10405, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.07338 sec, avg_samples: 48.0, avg_ips: 654.16113 images/sec.
Type : zipper Train [ Epoch 84/256 iter 1 ] lr: 0.00826, loss: 0.12856, avg_reader_cost: 2.70069 sec, avg_batch_cost: 2.81780 sec, avg_samples: 96.0, avg_ips: 34.06918 images/sec.
Type : zipper Train [ Epoch 84/256 iter 2 ] lr: 0.00826, loss: 0.09870, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.11564 sec, avg_samples: 96.0, avg_ips: 830.19563 images/sec.
Type : zipper Train [ Epoch 84/256 iter 3 ] lr: 0.00826, loss: 0.14747, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.07125 sec, avg_samples: 48.0, avg_ips: 673.66428 images/sec.
Type : zipper Train [ Epoch 85/256 iter 1 ] lr: 0.00793, loss: 0.09582, avg_reader_cost: 2.47819 sec, avg_batch_cost: 2.59441 sec, avg_samples: 96.0, avg_ips: 37.00266 images/sec.
Type : zipper Train [ Epoch 85/256 iter 2 ] lr: 0.00793, loss: 0.12284, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.11491 sec, avg_samples: 96.0, avg_ips: 835.43031 images/sec.
Type : zipper Train [ Epoch 85/256 iter 3 ] lr: 0.00793, loss: 0.14077, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.07284 sec, avg_samples: 48.0, avg_ips: 658.98528 images/sec.
Type : zipper Train [ Epoch 86/256 iter 1 ] lr: 0.00761, loss: 0.07496, avg_reader_cost: 2.15737 sec, avg_batch_cost: 2.27272 sec, avg_samples: 96.0, avg_ips: 42.24010 images/sec.
Type : zipper Train [ Epoch 86/256 iter 2 ] lr: 0.00761, loss: 0.16904, avg_reader_cost: 0.08221 sec, avg_batch_cost: 0.19747 sec, avg_samples: 96.0, avg_ips: 486.13994 images/sec.
Type : zipper Train [ Epoch 86/256 iter 3 ] lr: 0.00761, loss: 0.14080, avg_reader_cost: 0.00033 sec, avg_batch_cost: 0.07293 sec, avg_samples: 48.0, avg_ips: 658.15157 images/sec.
Type : zipper Train [ Epoch 87/256 iter 1 ] lr: 0.00729, loss: 0.12243, avg_reader_cost: 2.39788 sec, avg_batch_cost: 2.51412 sec, avg_samples: 96.0, avg_ips: 38.18438 images/sec.
Type : zipper Train [ Epoch 87/256 iter 2 ] lr: 0.00729, loss: 0.10705, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11453 sec, avg_samples: 96.0, avg_ips: 838.21468 images/sec.
Type : zipper Train [ Epoch 87/256 iter 3 ] lr: 0.00729, loss: 0.10526, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.07456 sec, avg_samples: 48.0, avg_ips: 643.78157 images/sec.
Type : zipper Train [ Epoch 88/256 iter 1 ] lr: 0.00698, loss: 0.13681, avg_reader_cost: 2.27115 sec, avg_batch_cost: 2.39296 sec, avg_samples: 96.0, avg_ips: 40.11771 images/sec.
Type : zipper Train [ Epoch 88/256 iter 2 ] lr: 0.00698, loss: 0.11231, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11393 sec, avg_samples: 96.0, avg_ips: 842.61747 images/sec.
Type : zipper Train [ Epoch 88/256 iter 3 ] lr: 0.00698, loss: 0.07506, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07152 sec, avg_samples: 48.0, avg_ips: 671.12443 images/sec.
Type : zipper Test [ Epoch 88/256 ] test_cost: 5.834433 sec max_auc: 1.00000 roc_auc : 0.996061.
Type : zipper Train [ Epoch 89/256 iter 1 ] lr: 0.00667, loss: 0.13014, avg_reader_cost: 2.68985 sec, avg_batch_cost: 2.80621 sec, avg_samples: 96.0, avg_ips: 34.20990 images/sec.
Type : zipper Train [ Epoch 89/256 iter 2 ] lr: 0.00667, loss: 0.08548, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.11402 sec, avg_samples: 96.0, avg_ips: 841.96731 images/sec.
Type : zipper Train [ Epoch 89/256 iter 3 ] lr: 0.00667, loss: 0.14006, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.07418 sec, avg_samples: 48.0, avg_ips: 647.10062 images/sec.
Type : zipper Train [ Epoch 90/256 iter 1 ] lr: 0.00636, loss: 0.09992, avg_reader_cost: 2.49202 sec, avg_batch_cost: 2.60728 sec, avg_samples: 96.0, avg_ips: 36.81992 images/sec.
Type : zipper Train [ Epoch 90/256 iter 2 ] lr: 0.00636, loss: 0.12714, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.12186 sec, avg_samples: 96.0, avg_ips: 787.80759 images/sec.
Type : zipper Train [ Epoch 90/256 iter 3 ] lr: 0.00636, loss: 0.16895, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.07591 sec, avg_samples: 48.0, avg_ips: 632.34686 images/sec.
Type : zipper Train [ Epoch 91/256 iter 1 ] lr: 0.00606, loss: 0.11255, avg_reader_cost: 2.51018 sec, avg_batch_cost: 2.62416 sec, avg_samples: 96.0, avg_ips: 36.58320 images/sec.
Type : zipper Train [ Epoch 91/256 iter 2 ] lr: 0.00606, loss: 0.14394, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.11003 sec, avg_samples: 96.0, avg_ips: 872.52197 images/sec.
Type : zipper Train [ Epoch 91/256 iter 3 ] lr: 0.00606, loss: 0.10032, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.07194 sec, avg_samples: 48.0, avg_ips: 667.24531 images/sec.
Type : zipper Train [ Epoch 92/256 iter 1 ] lr: 0.00577, loss: 0.08551, avg_reader_cost: 2.63065 sec, avg_batch_cost: 2.74610 sec, avg_samples: 96.0, avg_ips: 34.95863 images/sec.
Type : zipper Train [ Epoch 92/256 iter 2 ] lr: 0.00577, loss: 0.12478, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.11396 sec, avg_samples: 96.0, avg_ips: 842.39711 images/sec.
Type : zipper Train [ Epoch 92/256 iter 3 ] lr: 0.00577, loss: 0.05362, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.07232 sec, avg_samples: 48.0, avg_ips: 663.67101 images/sec.
Type : zipper Train [ Epoch 93/256 iter 1 ] lr: 0.00548, loss: 0.08869, avg_reader_cost: 2.40512 sec, avg_batch_cost: 2.51956 sec, avg_samples: 96.0, avg_ips: 38.10183 images/sec.
Type : zipper Train [ Epoch 93/256 iter 2 ] lr: 0.00548, loss: 0.13468, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11597 sec, avg_samples: 96.0, avg_ips: 827.78572 images/sec.
Type : zipper Train [ Epoch 93/256 iter 3 ] lr: 0.00548, loss: 0.12112, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.07246 sec, avg_samples: 48.0, avg_ips: 662.45029 images/sec.
Type : zipper Train [ Epoch 94/256 iter 1 ] lr: 0.00520, loss: 0.11802, avg_reader_cost: 2.18506 sec, avg_batch_cost: 2.30145 sec, avg_samples: 96.0, avg_ips: 41.71276 images/sec.
Type : zipper Train [ Epoch 94/256 iter 2 ] lr: 0.00520, loss: 0.07524, avg_reader_cost: 0.00055 sec, avg_batch_cost: 0.11586 sec, avg_samples: 96.0, avg_ips: 828.57780 images/sec.
Type : zipper Train [ Epoch 94/256 iter 3 ] lr: 0.00520, loss: 0.09893, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.07226 sec, avg_samples: 48.0, avg_ips: 664.24032 images/sec.
Type : zipper Train [ Epoch 95/256 iter 1 ] lr: 0.00493, loss: 0.08619, avg_reader_cost: 2.34541 sec, avg_batch_cost: 2.45995 sec, avg_samples: 96.0, avg_ips: 39.02511 images/sec.
Type : zipper Train [ Epoch 95/256 iter 2 ] lr: 0.00493, loss: 0.09933, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11244 sec, avg_samples: 96.0, avg_ips: 853.79329 images/sec.
Type : zipper Train [ Epoch 95/256 iter 3 ] lr: 0.00493, loss: 0.06536, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.07457 sec, avg_samples: 48.0, avg_ips: 643.68277 images/sec.
Type : zipper Train [ Epoch 96/256 iter 1 ] lr: 0.00466, loss: 0.10949, avg_reader_cost: 2.13739 sec, avg_batch_cost: 2.25328 sec, avg_samples: 96.0, avg_ips: 42.60454 images/sec.
Type : zipper Train [ Epoch 96/256 iter 2 ] lr: 0.00466, loss: 0.09370, avg_reader_cost: 0.07914 sec, avg_batch_cost: 0.19400 sec, avg_samples: 96.0, avg_ips: 494.84656 images/sec.
Type : zipper Train [ Epoch 96/256 iter 3 ] lr: 0.00466, loss: 0.07044, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.07890 sec, avg_samples: 48.0, avg_ips: 608.35874 images/sec.
Type : zipper Test [ Epoch 96/256 ] test_cost: 5.803975 sec max_auc: 1.00000 roc_auc : 0.998162.
Type : zipper Train [ Epoch 97/256 iter 1 ] lr: 0.00439, loss: 0.10616, avg_reader_cost: 2.25230 sec, avg_batch_cost: 2.36866 sec, avg_samples: 96.0, avg_ips: 40.52926 images/sec.
Type : zipper Train [ Epoch 97/256 iter 2 ] lr: 0.00439, loss: 0.06370, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.11627 sec, avg_samples: 96.0, avg_ips: 825.67748 images/sec.
Type : zipper Train [ Epoch 97/256 iter 3 ] lr: 0.00439, loss: 0.14848, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.07239 sec, avg_samples: 48.0, avg_ips: 663.04371 images/sec.
Type : zipper Train [ Epoch 98/256 iter 1 ] lr: 0.00414, loss: 0.10717, avg_reader_cost: 2.30584 sec, avg_batch_cost: 2.42001 sec, avg_samples: 96.0, avg_ips: 39.66929 images/sec.
Type : zipper Train [ Epoch 98/256 iter 2 ] lr: 0.00414, loss: 0.09247, avg_reader_cost: 0.05247 sec, avg_batch_cost: 0.16853 sec, avg_samples: 96.0, avg_ips: 569.61706 images/sec.
Type : zipper Train [ Epoch 98/256 iter 3 ] lr: 0.00414, loss: 0.10773, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07129 sec, avg_samples: 48.0, avg_ips: 673.30156 images/sec.
Type : zipper Train [ Epoch 99/256 iter 1 ] lr: 0.00389, loss: 0.04870, avg_reader_cost: 2.71250 sec, avg_batch_cost: 2.83208 sec, avg_samples: 96.0, avg_ips: 33.89735 images/sec.
Type : zipper Train [ Epoch 99/256 iter 2 ] lr: 0.00389, loss: 0.08752, avg_reader_cost: 0.00037 sec, avg_batch_cost: 0.13215 sec, avg_samples: 96.0, avg_ips: 726.45151 images/sec.
Type : zipper Train [ Epoch 99/256 iter 3 ] lr: 0.00389, loss: 0.11813, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.07274 sec, avg_samples: 48.0, avg_ips: 659.84705 images/sec.
Type : zipper Train [ Epoch 100/256 iter 1 ] lr: 0.00364, loss: 0.07924, avg_reader_cost: 2.83135 sec, avg_batch_cost: 2.94805 sec, avg_samples: 96.0, avg_ips: 32.56385 images/sec.
Type : zipper Train [ Epoch 100/256 iter 2 ] lr: 0.00364, loss: 0.07751, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11320 sec, avg_samples: 96.0, avg_ips: 848.05513 images/sec.
Type : zipper Train [ Epoch 100/256 iter 3 ] lr: 0.00364, loss: 0.09760, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.07279 sec, avg_samples: 48.0, avg_ips: 659.42560 images/sec.
Type : zipper Train [ Epoch 101/256 iter 1 ] lr: 0.00340, loss: 0.10446, avg_reader_cost: 2.44328 sec, avg_batch_cost: 2.56133 sec, avg_samples: 96.0, avg_ips: 37.48058 images/sec.
Type : zipper Train [ Epoch 101/256 iter 2 ] lr: 0.00340, loss: 0.11576, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11254 sec, avg_samples: 96.0, avg_ips: 853.01914 images/sec.
Type : zipper Train [ Epoch 101/256 iter 3 ] lr: 0.00340, loss: 0.05899, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.07089 sec, avg_samples: 48.0, avg_ips: 677.10813 images/sec.
Type : zipper Train [ Epoch 102/256 iter 1 ] lr: 0.00317, loss: 0.05114, avg_reader_cost: 2.23555 sec, avg_batch_cost: 2.34988 sec, avg_samples: 96.0, avg_ips: 40.85317 images/sec.
Type : zipper Train [ Epoch 102/256 iter 2 ] lr: 0.00317, loss: 0.09853, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11383 sec, avg_samples: 96.0, avg_ips: 843.36755 images/sec.
Type : zipper Train [ Epoch 102/256 iter 3 ] lr: 0.00317, loss: 0.10403, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.07141 sec, avg_samples: 48.0, avg_ips: 672.17757 images/sec.
Type : zipper Train [ Epoch 103/256 iter 1 ] lr: 0.00295, loss: 0.08043, avg_reader_cost: 2.03834 sec, avg_batch_cost: 2.15291 sec, avg_samples: 96.0, avg_ips: 44.59079 images/sec.
Type : zipper Train [ Epoch 103/256 iter 2 ] lr: 0.00295, loss: 0.06920, avg_reader_cost: 0.05828 sec, avg_batch_cost: 0.16973 sec, avg_samples: 96.0, avg_ips: 565.61390 images/sec.
Type : zipper Train [ Epoch 103/256 iter 3 ] lr: 0.00295, loss: 0.18720, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.07108 sec, avg_samples: 48.0, avg_ips: 675.29800 images/sec.
Type : zipper Train [ Epoch 104/256 iter 1 ] lr: 0.00274, loss: 0.07967, avg_reader_cost: 2.06666 sec, avg_batch_cost: 2.18214 sec, avg_samples: 96.0, avg_ips: 43.99349 images/sec.
Type : zipper Train [ Epoch 104/256 iter 2 ] lr: 0.00274, loss: 0.08657, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11289 sec, avg_samples: 96.0, avg_ips: 850.39248 images/sec.
Type : zipper Train [ Epoch 104/256 iter 3 ] lr: 0.00274, loss: 0.06689, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.07089 sec, avg_samples: 48.0, avg_ips: 677.13546 images/sec.
Type : zipper Test [ Epoch 104/256 ] test_cost: 6.662390 sec max_auc: 1.00000 roc_auc : 0.996324.
Type : zipper Train [ Epoch 105/256 iter 1 ] lr: 0.00253, loss: 0.08609, avg_reader_cost: 2.43892 sec, avg_batch_cost: 2.55381 sec, avg_samples: 96.0, avg_ips: 37.59091 images/sec.
Type : zipper Train [ Epoch 105/256 iter 2 ] lr: 0.00253, loss: 0.13638, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11367 sec, avg_samples: 96.0, avg_ips: 844.54565 images/sec.
Type : zipper Train [ Epoch 105/256 iter 3 ] lr: 0.00253, loss: 0.13090, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.07359 sec, avg_samples: 48.0, avg_ips: 652.22203 images/sec.
Type : zipper Train [ Epoch 106/256 iter 1 ] lr: 0.00233, loss: 0.08448, avg_reader_cost: 2.25172 sec, avg_batch_cost: 2.36618 sec, avg_samples: 96.0, avg_ips: 40.57180 images/sec.
Type : zipper Train [ Epoch 106/256 iter 2 ] lr: 0.00233, loss: 0.09804, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11196 sec, avg_samples: 96.0, avg_ips: 857.46603 images/sec.
Type : zipper Train [ Epoch 106/256 iter 3 ] lr: 0.00233, loss: 0.11385, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.07171 sec, avg_samples: 48.0, avg_ips: 669.33943 images/sec.
Type : zipper Train [ Epoch 107/256 iter 1 ] lr: 0.00213, loss: 0.08580, avg_reader_cost: 2.15499 sec, avg_batch_cost: 2.27065 sec, avg_samples: 96.0, avg_ips: 42.27872 images/sec.
Type : zipper Train [ Epoch 107/256 iter 2 ] lr: 0.00213, loss: 0.07293, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11292 sec, avg_samples: 96.0, avg_ips: 850.13752 images/sec.
Type : zipper Train [ Epoch 107/256 iter 3 ] lr: 0.00213, loss: 0.08346, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.07118 sec, avg_samples: 48.0, avg_ips: 674.35928 images/sec.
Type : zipper Train [ Epoch 108/256 iter 1 ] lr: 0.00195, loss: 0.10568, avg_reader_cost: 2.42671 sec, avg_batch_cost: 2.54753 sec, avg_samples: 96.0, avg_ips: 37.68357 images/sec.
Type : zipper Train [ Epoch 108/256 iter 2 ] lr: 0.00195, loss: 0.08544, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11298 sec, avg_samples: 96.0, avg_ips: 849.70696 images/sec.
Type : zipper Train [ Epoch 108/256 iter 3 ] lr: 0.00195, loss: 0.09491, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.07129 sec, avg_samples: 48.0, avg_ips: 673.30831 images/sec.
Type : zipper Train [ Epoch 109/256 iter 1 ] lr: 0.00177, loss: 0.04438, avg_reader_cost: 2.18411 sec, avg_batch_cost: 2.29796 sec, avg_samples: 96.0, avg_ips: 41.77617 images/sec.
Type : zipper Train [ Epoch 109/256 iter 2 ] lr: 0.00177, loss: 0.07506, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11223 sec, avg_samples: 96.0, avg_ips: 855.35853 images/sec.
Type : zipper Train [ Epoch 109/256 iter 3 ] lr: 0.00177, loss: 0.12459, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07147 sec, avg_samples: 48.0, avg_ips: 671.56993 images/sec.
Type : zipper Train [ Epoch 110/256 iter 1 ] lr: 0.00160, loss: 0.11482, avg_reader_cost: 1.79709 sec, avg_batch_cost: 1.90975 sec, avg_samples: 96.0, avg_ips: 50.26828 images/sec.
Type : zipper Train [ Epoch 110/256 iter 2 ] lr: 0.00160, loss: 0.13373, avg_reader_cost: 0.04923 sec, avg_batch_cost: 0.16098 sec, avg_samples: 96.0, avg_ips: 596.34212 images/sec.
Type : zipper Train [ Epoch 110/256 iter 3 ] lr: 0.00160, loss: 0.14115, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.07145 sec, avg_samples: 48.0, avg_ips: 671.82765 images/sec.
Type : zipper Train [ Epoch 111/256 iter 1 ] lr: 0.00144, loss: 0.08208, avg_reader_cost: 1.93471 sec, avg_batch_cost: 2.05082 sec, avg_samples: 96.0, avg_ips: 46.81044 images/sec.
Type : zipper Train [ Epoch 111/256 iter 2 ] lr: 0.00144, loss: 0.10063, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11343 sec, avg_samples: 96.0, avg_ips: 846.35279 images/sec.
Type : zipper Train [ Epoch 111/256 iter 3 ] lr: 0.00144, loss: 0.13626, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07041 sec, avg_samples: 48.0, avg_ips: 681.70275 images/sec.
Type : zipper Train [ Epoch 112/256 iter 1 ] lr: 0.00129, loss: 0.10728, avg_reader_cost: 2.23842 sec, avg_batch_cost: 2.35453 sec, avg_samples: 96.0, avg_ips: 40.77244 images/sec.
Type : zipper Train [ Epoch 112/256 iter 2 ] lr: 0.00129, loss: 0.09441, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11308 sec, avg_samples: 96.0, avg_ips: 848.99032 images/sec.
Type : zipper Train [ Epoch 112/256 iter 3 ] lr: 0.00129, loss: 0.14024, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.07143 sec, avg_samples: 48.0, avg_ips: 671.98686 images/sec.
Type : zipper Test [ Epoch 112/256 ] test_cost: 6.185748 sec max_auc: 1.00000 roc_auc : 0.996849.
Type : zipper Train [ Epoch 113/256 iter 1 ] lr: 0.00114, loss: 0.05758, avg_reader_cost: 2.30436 sec, avg_batch_cost: 2.42573 sec, avg_samples: 96.0, avg_ips: 39.57564 images/sec.
Type : zipper Train [ Epoch 113/256 iter 2 ] lr: 0.00114, loss: 0.03887, avg_reader_cost: 0.00048 sec, avg_batch_cost: 0.11236 sec, avg_samples: 96.0, avg_ips: 854.41471 images/sec.
Type : zipper Train [ Epoch 113/256 iter 3 ] lr: 0.00114, loss: 0.08679, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.06942 sec, avg_samples: 48.0, avg_ips: 691.40678 images/sec.
Type : zipper Train [ Epoch 114/256 iter 1 ] lr: 0.00101, loss: 0.10531, avg_reader_cost: 2.30440 sec, avg_batch_cost: 2.42267 sec, avg_samples: 96.0, avg_ips: 39.62570 images/sec.
Type : zipper Train [ Epoch 114/256 iter 2 ] lr: 0.00101, loss: 0.08117, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11198 sec, avg_samples: 96.0, avg_ips: 857.28164 images/sec.
Type : zipper Train [ Epoch 114/256 iter 3 ] lr: 0.00101, loss: 0.03382, avg_reader_cost: 0.00043 sec, avg_batch_cost: 0.07147 sec, avg_samples: 48.0, avg_ips: 671.59681 images/sec.
Type : zipper Train [ Epoch 115/256 iter 1 ] lr: 0.00088, loss: 0.08806, avg_reader_cost: 2.41997 sec, avg_batch_cost: 2.53417 sec, avg_samples: 96.0, avg_ips: 37.88220 images/sec.
Type : zipper Train [ Epoch 115/256 iter 2 ] lr: 0.00088, loss: 0.08860, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11555 sec, avg_samples: 96.0, avg_ips: 830.78659 images/sec.
Type : zipper Train [ Epoch 115/256 iter 3 ] lr: 0.00088, loss: 0.08390, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.07487 sec, avg_samples: 48.0, avg_ips: 641.07766 images/sec.
Type : zipper Train [ Epoch 116/256 iter 1 ] lr: 0.00076, loss: 0.06543, avg_reader_cost: 2.45968 sec, avg_batch_cost: 2.57323 sec, avg_samples: 96.0, avg_ips: 37.30727 images/sec.
Type : zipper Train [ Epoch 116/256 iter 2 ] lr: 0.00076, loss: 0.09763, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11351 sec, avg_samples: 96.0, avg_ips: 845.71816 images/sec.
Type : zipper Train [ Epoch 116/256 iter 3 ] lr: 0.00076, loss: 0.09846, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.07242 sec, avg_samples: 48.0, avg_ips: 662.82323 images/sec.
Type : zipper Train [ Epoch 117/256 iter 1 ] lr: 0.00065, loss: 0.07721, avg_reader_cost: 2.27590 sec, avg_batch_cost: 2.38939 sec, avg_samples: 96.0, avg_ips: 40.17770 images/sec.
Type : zipper Train [ Epoch 117/256 iter 2 ] lr: 0.00065, loss: 0.06906, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.10607 sec, avg_samples: 96.0, avg_ips: 905.06844 images/sec.
Type : zipper Train [ Epoch 117/256 iter 3 ] lr: 0.00065, loss: 0.07000, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.06483 sec, avg_samples: 48.0, avg_ips: 740.40539 images/sec.
Type : zipper Train [ Epoch 118/256 iter 1 ] lr: 0.00054, loss: 0.10308, avg_reader_cost: 1.94326 sec, avg_batch_cost: 2.05652 sec, avg_samples: 96.0, avg_ips: 46.68084 images/sec.
Type : zipper Train [ Epoch 118/256 iter 2 ] lr: 0.00054, loss: 0.08842, avg_reader_cost: 0.04924 sec, avg_batch_cost: 0.16087 sec, avg_samples: 96.0, avg_ips: 596.74514 images/sec.
Type : zipper Train [ Epoch 118/256 iter 3 ] lr: 0.00054, loss: 0.12851, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.08301 sec, avg_samples: 48.0, avg_ips: 578.22395 images/sec.
Type : zipper Train [ Epoch 119/256 iter 1 ] lr: 0.00045, loss: 0.10056, avg_reader_cost: 2.24631 sec, avg_batch_cost: 2.35972 sec, avg_samples: 96.0, avg_ips: 40.68283 images/sec.
Type : zipper Train [ Epoch 119/256 iter 2 ] lr: 0.00045, loss: 0.13600, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.11343 sec, avg_samples: 96.0, avg_ips: 846.33500 images/sec.
Type : zipper Train [ Epoch 119/256 iter 3 ] lr: 0.00045, loss: 0.15409, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07105 sec, avg_samples: 48.0, avg_ips: 675.53818 images/sec.
Type : zipper Train [ Epoch 120/256 iter 1 ] lr: 0.00036, loss: 0.12778, avg_reader_cost: 2.31699 sec, avg_batch_cost: 2.43130 sec, avg_samples: 96.0, avg_ips: 39.48511 images/sec.
Type : zipper Train [ Epoch 120/256 iter 2 ] lr: 0.00036, loss: 0.08865, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11315 sec, avg_samples: 96.0, avg_ips: 848.41609 images/sec.
Type : zipper Train [ Epoch 120/256 iter 3 ] lr: 0.00036, loss: 0.18778, avg_reader_cost: 0.00034 sec, avg_batch_cost: 0.07213 sec, avg_samples: 48.0, avg_ips: 665.46766 images/sec.
Type : zipper Test [ Epoch 120/256 ] test_cost: 6.370023 sec max_auc: 1.00000 roc_auc : 0.996586.
Type : zipper Train [ Epoch 121/256 iter 1 ] lr: 0.00029, loss: 0.15233, avg_reader_cost: 2.29034 sec, avg_batch_cost: 2.40311 sec, avg_samples: 96.0, avg_ips: 39.94824 images/sec.
Type : zipper Train [ Epoch 121/256 iter 2 ] lr: 0.00029, loss: 0.05885, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11400 sec, avg_samples: 96.0, avg_ips: 842.07472 images/sec.
Type : zipper Train [ Epoch 121/256 iter 3 ] lr: 0.00029, loss: 0.06996, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.07402 sec, avg_samples: 48.0, avg_ips: 648.44494 images/sec.
Type : zipper Train [ Epoch 122/256 iter 1 ] lr: 0.00022, loss: 0.09706, avg_reader_cost: 2.28294 sec, avg_batch_cost: 2.40549 sec, avg_samples: 96.0, avg_ips: 39.90877 images/sec.
Type : zipper Train [ Epoch 122/256 iter 2 ] lr: 0.00022, loss: 0.06519, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11537 sec, avg_samples: 96.0, avg_ips: 832.11718 images/sec.
Type : zipper Train [ Epoch 122/256 iter 3 ] lr: 0.00022, loss: 0.09981, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.07501 sec, avg_samples: 48.0, avg_ips: 639.87551 images/sec.
Type : zipper Train [ Epoch 123/256 iter 1 ] lr: 0.00016, loss: 0.07052, avg_reader_cost: 2.63725 sec, avg_batch_cost: 2.75128 sec, avg_samples: 96.0, avg_ips: 34.89291 images/sec.
Type : zipper Train [ Epoch 123/256 iter 2 ] lr: 0.00016, loss: 0.07696, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.12799 sec, avg_samples: 96.0, avg_ips: 750.03899 images/sec.
Type : zipper Train [ Epoch 123/256 iter 3 ] lr: 0.00016, loss: 0.08374, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.07314 sec, avg_samples: 48.0, avg_ips: 656.30215 images/sec.
Type : zipper Train [ Epoch 124/256 iter 1 ] lr: 0.00011, loss: 0.05496, avg_reader_cost: 2.36247 sec, avg_batch_cost: 2.49063 sec, avg_samples: 96.0, avg_ips: 38.54452 images/sec.
Type : zipper Train [ Epoch 124/256 iter 2 ] lr: 0.00011, loss: 0.06333, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.11604 sec, avg_samples: 96.0, avg_ips: 827.32139 images/sec.
Type : zipper Train [ Epoch 124/256 iter 3 ] lr: 0.00011, loss: 0.12125, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.07286 sec, avg_samples: 48.0, avg_ips: 658.78043 images/sec.
