
############################
training capsule
############################

Type : capsule Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.28881, avg_reader_cost: 2.46646 sec, avg_batch_cost: 4.94863 sec, avg_samples: 96.0, avg_ips: 19.39931 images/sec.
Type : capsule Train [ Epoch 83/256 iter 3 ] lr: 0.00859, loss: 0.11691, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.05195 sec, avg_samples: 27.0, avg_ips: 519.69257 images/sec.
Type : capsule Train [ Epoch 84/256 iter 1 ] lr: 0.00826, loss: 0.01371, avg_reader_cost: 3.27467 sec, avg_batch_cost: 3.39159 sec, avg_samples: 96.0, avg_ips: 28.30529 images/sec.
Type : capsule Train [ Epoch 84/256 iter 2 ] lr: 0.00826, loss: 0.04627, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11236 sec, avg_samples: 96.0, avg_ips: 854.38751 images/sec.
Type : capsule Train [ Epoch 84/256 iter 3 ] lr: 0.00826, loss: 0.11118, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.05154 sec, avg_samples: 27.0, avg_ips: 523.89750 images/sec.
Type : capsule Train [ Epoch 85/256 iter 1 ] lr: 0.00793, loss: 0.07639, avg_reader_cost: 2.99449 sec, avg_batch_cost: 3.11207 sec, avg_samples: 96.0, avg_ips: 30.84763 images/sec.
Type : capsule Train [ Epoch 85/256 iter 2 ] lr: 0.00793, loss: 0.05863, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11298 sec, avg_samples: 96.0, avg_ips: 849.68185 images/sec.
Type : capsule Train [ Epoch 85/256 iter 3 ] lr: 0.00793, loss: 0.05924, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.05330 sec, avg_samples: 27.0, avg_ips: 506.58338 images/sec.
Type : capsule Train [ Epoch 86/256 iter 1 ] lr: 0.00761, loss: 0.03503, avg_reader_cost: 3.14031 sec, avg_batch_cost: 3.25935 sec, avg_samples: 96.0, avg_ips: 29.45372 images/sec.
Type : capsule Train [ Epoch 86/256 iter 2 ] lr: 0.00761, loss: 0.09344, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11184 sec, avg_samples: 96.0, avg_ips: 858.33609 images/sec.
Type : capsule Train [ Epoch 86/256 iter 3 ] lr: 0.00761, loss: 0.08163, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04935 sec, avg_samples: 27.0, avg_ips: 547.08049 images/sec.
Type : capsule Train [ Epoch 87/256 iter 1 ] lr: 0.00729, loss: 0.03743, avg_reader_cost: 3.21194 sec, avg_batch_cost: 3.33305 sec, avg_samples: 96.0, avg_ips: 28.80248 images/sec.
Type : capsule Train [ Epoch 87/256 iter 2 ] lr: 0.00729, loss: 0.04573, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11176 sec, avg_samples: 96.0, avg_ips: 858.96414 images/sec.
Type : capsule Train [ Epoch 87/256 iter 3 ] lr: 0.00729, loss: 0.06063, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05167 sec, avg_samples: 27.0, avg_ips: 522.56788 images/sec.
Type : capsule Train [ Epoch 88/256 iter 1 ] lr: 0.00698, loss: 0.05978, avg_reader_cost: 2.82256 sec, avg_batch_cost: 2.93890 sec, avg_samples: 96.0, avg_ips: 32.66526 images/sec.
Type : capsule Train [ Epoch 88/256 iter 2 ] lr: 0.00698, loss: 0.06547, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11425 sec, avg_samples: 96.0, avg_ips: 840.25422 images/sec.
Type : capsule Train [ Epoch 88/256 iter 3 ] lr: 0.00698, loss: 0.03941, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05062 sec, avg_samples: 27.0, avg_ips: 533.35252 images/sec.
Type : capsule Test [ Epoch 88/256 ] test_cost: 11.874481 sec max_auc: 0.89589 roc_auc : 0.865178.
Type : capsule Train [ Epoch 89/256 iter 1 ] lr: 0.00667, loss: 0.02118, avg_reader_cost: 2.71161 sec, avg_batch_cost: 2.82540 sec, avg_samples: 96.0, avg_ips: 33.97748 images/sec.
Type : capsule Train [ Epoch 89/256 iter 2 ] lr: 0.00667, loss: 0.04223, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11168 sec, avg_samples: 96.0, avg_ips: 859.61880 images/sec.
Type : capsule Train [ Epoch 89/256 iter 3 ] lr: 0.00667, loss: 0.00985, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05021 sec, avg_samples: 27.0, avg_ips: 537.75937 images/sec.
Type : capsule Train [ Epoch 90/256 iter 1 ] lr: 0.00636, loss: 0.05226, avg_reader_cost: 2.67967 sec, avg_batch_cost: 2.79318 sec, avg_samples: 96.0, avg_ips: 34.36943 images/sec.
Type : capsule Train [ Epoch 90/256 iter 2 ] lr: 0.00636, loss: 0.06101, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11662 sec, avg_samples: 96.0, avg_ips: 823.15568 images/sec.
Type : capsule Train [ Epoch 90/256 iter 3 ] lr: 0.00636, loss: 0.04943, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05160 sec, avg_samples: 27.0, avg_ips: 523.23668 images/sec.
Type : capsule Train [ Epoch 91/256 iter 1 ] lr: 0.00606, loss: 0.03779, avg_reader_cost: 2.58816 sec, avg_batch_cost: 2.70065 sec, avg_samples: 96.0, avg_ips: 35.54699 images/sec.
Type : capsule Train [ Epoch 91/256 iter 2 ] lr: 0.00606, loss: 0.04281, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11215 sec, avg_samples: 96.0, avg_ips: 855.97859 images/sec.
Type : capsule Train [ Epoch 91/256 iter 3 ] lr: 0.00606, loss: 0.00961, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.04862 sec, avg_samples: 27.0, avg_ips: 555.30268 images/sec.
Type : capsule Train [ Epoch 92/256 iter 1 ] lr: 0.00577, loss: 0.07625, avg_reader_cost: 2.99260 sec, avg_batch_cost: 3.10570 sec, avg_samples: 96.0, avg_ips: 30.91095 images/sec.
Type : capsule Train [ Epoch 92/256 iter 2 ] lr: 0.00577, loss: 0.06601, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11407 sec, avg_samples: 96.0, avg_ips: 841.58543 images/sec.
Type : capsule Train [ Epoch 92/256 iter 3 ] lr: 0.00577, loss: 0.06607, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.05031 sec, avg_samples: 27.0, avg_ips: 536.71697 images/sec.
Type : capsule Train [ Epoch 93/256 iter 1 ] lr: 0.00548, loss: 0.04989, avg_reader_cost: 3.18440 sec, avg_batch_cost: 3.29864 sec, avg_samples: 96.0, avg_ips: 29.10286 images/sec.
Type : capsule Train [ Epoch 93/256 iter 2 ] lr: 0.00548, loss: 0.05117, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11316 sec, avg_samples: 96.0, avg_ips: 848.32671 images/sec.
Type : capsule Train [ Epoch 93/256 iter 3 ] lr: 0.00548, loss: 0.01013, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.04875 sec, avg_samples: 27.0, avg_ips: 553.87140 images/sec.
Type : capsule Train [ Epoch 94/256 iter 1 ] lr: 0.00520, loss: 0.05553, avg_reader_cost: 2.58551 sec, avg_batch_cost: 2.69965 sec, avg_samples: 96.0, avg_ips: 35.56020 images/sec.
Type : capsule Train [ Epoch 94/256 iter 2 ] lr: 0.00520, loss: 0.06349, avg_reader_cost: 0.06468 sec, avg_batch_cost: 0.17704 sec, avg_samples: 96.0, avg_ips: 542.25587 images/sec.
Type : capsule Train [ Epoch 94/256 iter 3 ] lr: 0.00520, loss: 0.13595, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05153 sec, avg_samples: 27.0, avg_ips: 523.94356 images/sec.
Type : capsule Train [ Epoch 95/256 iter 1 ] lr: 0.00493, loss: 0.06893, avg_reader_cost: 2.64252 sec, avg_batch_cost: 2.75707 sec, avg_samples: 96.0, avg_ips: 34.81962 images/sec.
Type : capsule Train [ Epoch 95/256 iter 2 ] lr: 0.00493, loss: 0.03787, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.11534 sec, avg_samples: 96.0, avg_ips: 832.32703 images/sec.
Type : capsule Train [ Epoch 95/256 iter 3 ] lr: 0.00493, loss: 0.00877, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.04888 sec, avg_samples: 27.0, avg_ips: 552.42861 images/sec.
Type : capsule Train [ Epoch 96/256 iter 1 ] lr: 0.00466, loss: 0.03412, avg_reader_cost: 2.51585 sec, avg_batch_cost: 2.63271 sec, avg_samples: 96.0, avg_ips: 36.46430 images/sec.
Type : capsule Train [ Epoch 96/256 iter 2 ] lr: 0.00466, loss: 0.04765, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.10785 sec, avg_samples: 96.0, avg_ips: 890.10488 images/sec.
Type : capsule Train [ Epoch 96/256 iter 3 ] lr: 0.00466, loss: 0.02277, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04277 sec, avg_samples: 27.0, avg_ips: 631.31663 images/sec.
Type : capsule Test [ Epoch 96/256 ] test_cost: 11.729500 sec max_auc: 0.89589 roc_auc : 0.875150.
Type : capsule Train [ Epoch 97/256 iter 1 ] lr: 0.00439, loss: 0.07873, avg_reader_cost: 2.59511 sec, avg_batch_cost: 2.70850 sec, avg_samples: 96.0, avg_ips: 35.44398 images/sec.
Type : capsule Train [ Epoch 97/256 iter 2 ] lr: 0.00439, loss: 0.03597, avg_reader_cost: 0.05992 sec, avg_batch_cost: 0.17241 sec, avg_samples: 96.0, avg_ips: 556.80836 images/sec.
Type : capsule Train [ Epoch 97/256 iter 3 ] lr: 0.00439, loss: 0.05686, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.04367 sec, avg_samples: 27.0, avg_ips: 618.30466 images/sec.
Type : capsule Train [ Epoch 98/256 iter 1 ] lr: 0.00414, loss: 0.01944, avg_reader_cost: 2.73970 sec, avg_batch_cost: 2.84697 sec, avg_samples: 96.0, avg_ips: 33.72009 images/sec.
Type : capsule Train [ Epoch 98/256 iter 2 ] lr: 0.00414, loss: 0.05938, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.10535 sec, avg_samples: 96.0, avg_ips: 911.24807 images/sec.
Type : capsule Train [ Epoch 98/256 iter 3 ] lr: 0.00414, loss: 0.00993, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.04425 sec, avg_samples: 27.0, avg_ips: 610.16933 images/sec.
Type : capsule Train [ Epoch 99/256 iter 1 ] lr: 0.00389, loss: 0.03697, avg_reader_cost: 2.60882 sec, avg_batch_cost: 2.71697 sec, avg_samples: 96.0, avg_ips: 35.33344 images/sec.
Type : capsule Train [ Epoch 99/256 iter 2 ] lr: 0.00389, loss: 0.06185, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10623 sec, avg_samples: 96.0, avg_ips: 903.70543 images/sec.
Type : capsule Train [ Epoch 99/256 iter 3 ] lr: 0.00389, loss: 0.07198, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.04382 sec, avg_samples: 27.0, avg_ips: 616.16841 images/sec.
Type : capsule Train [ Epoch 100/256 iter 1 ] lr: 0.00364, loss: 0.05140, avg_reader_cost: 2.05504 sec, avg_batch_cost: 2.16501 sec, avg_samples: 96.0, avg_ips: 44.34160 images/sec.
Type : capsule Train [ Epoch 100/256 iter 2 ] lr: 0.00364, loss: 0.03039, avg_reader_cost: 0.23567 sec, avg_batch_cost: 0.34115 sec, avg_samples: 96.0, avg_ips: 281.39855 images/sec.
Type : capsule Train [ Epoch 100/256 iter 3 ] lr: 0.00364, loss: 0.04824, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04391 sec, avg_samples: 27.0, avg_ips: 614.82696 images/sec.
Type : capsule Train [ Epoch 101/256 iter 1 ] lr: 0.00340, loss: 0.07842, avg_reader_cost: 2.56648 sec, avg_batch_cost: 2.68051 sec, avg_samples: 96.0, avg_ips: 35.81408 images/sec.
Type : capsule Train [ Epoch 101/256 iter 2 ] lr: 0.00340, loss: 0.02182, avg_reader_cost: 0.00041 sec, avg_batch_cost: 0.11782 sec, avg_samples: 96.0, avg_ips: 814.81361 images/sec.
Type : capsule Train [ Epoch 101/256 iter 3 ] lr: 0.00340, loss: 0.01110, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.05000 sec, avg_samples: 27.0, avg_ips: 539.99794 images/sec.
Type : capsule Train [ Epoch 102/256 iter 1 ] lr: 0.00317, loss: 0.03359, avg_reader_cost: 2.66982 sec, avg_batch_cost: 2.78693 sec, avg_samples: 96.0, avg_ips: 34.44648 images/sec.
Type : capsule Train [ Epoch 102/256 iter 2 ] lr: 0.00317, loss: 0.04368, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11247 sec, avg_samples: 96.0, avg_ips: 853.58695 images/sec.
Type : capsule Train [ Epoch 102/256 iter 3 ] lr: 0.00317, loss: 0.06648, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.04398 sec, avg_samples: 27.0, avg_ips: 613.97030 images/sec.
Type : capsule Train [ Epoch 103/256 iter 1 ] lr: 0.00295, loss: 0.02005, avg_reader_cost: 2.94262 sec, avg_batch_cost: 3.05501 sec, avg_samples: 96.0, avg_ips: 31.42374 images/sec.
Type : capsule Train [ Epoch 103/256 iter 2 ] lr: 0.00295, loss: 0.02374, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11859 sec, avg_samples: 96.0, avg_ips: 809.48818 images/sec.
Type : capsule Train [ Epoch 103/256 iter 3 ] lr: 0.00295, loss: 0.05553, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04936 sec, avg_samples: 27.0, avg_ips: 547.03028 images/sec.
Type : capsule Train [ Epoch 104/256 iter 1 ] lr: 0.00274, loss: 0.02291, avg_reader_cost: 2.80249 sec, avg_batch_cost: 2.91985 sec, avg_samples: 96.0, avg_ips: 32.87844 images/sec.
Type : capsule Train [ Epoch 104/256 iter 2 ] lr: 0.00274, loss: 0.02940, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11127 sec, avg_samples: 96.0, avg_ips: 862.80360 images/sec.
Type : capsule Train [ Epoch 104/256 iter 3 ] lr: 0.00274, loss: 0.00690, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04949 sec, avg_samples: 27.0, avg_ips: 545.58869 images/sec.
Type : capsule Test [ Epoch 104/256 ] test_cost: 11.872812 sec max_auc: 0.89589 roc_auc : 0.893498.
Type : capsule Train [ Epoch 105/256 iter 1 ] lr: 0.00253, loss: 0.09854, avg_reader_cost: 3.06911 sec, avg_batch_cost: 3.18618 sec, avg_samples: 96.0, avg_ips: 30.13008 images/sec.
Type : capsule Train [ Epoch 105/256 iter 2 ] lr: 0.00253, loss: 0.03034, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11596 sec, avg_samples: 96.0, avg_ips: 827.90486 images/sec.
Type : capsule Train [ Epoch 105/256 iter 3 ] lr: 0.00253, loss: 0.09849, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.05230 sec, avg_samples: 27.0, avg_ips: 516.25733 images/sec.
Type : capsule Train [ Epoch 106/256 iter 1 ] lr: 0.00233, loss: 0.02349, avg_reader_cost: 3.18117 sec, avg_batch_cost: 3.29557 sec, avg_samples: 96.0, avg_ips: 29.12997 images/sec.
Type : capsule Train [ Epoch 106/256 iter 2 ] lr: 0.00233, loss: 0.04930, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11505 sec, avg_samples: 96.0, avg_ips: 834.40542 images/sec.
Type : capsule Train [ Epoch 106/256 iter 3 ] lr: 0.00233, loss: 0.05049, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.05158 sec, avg_samples: 27.0, avg_ips: 523.46887 images/sec.
Type : capsule Train [ Epoch 107/256 iter 1 ] lr: 0.00213, loss: 0.04960, avg_reader_cost: 2.57822 sec, avg_batch_cost: 2.69068 sec, avg_samples: 96.0, avg_ips: 35.67867 images/sec.
Type : capsule Train [ Epoch 107/256 iter 2 ] lr: 0.00213, loss: 0.04001, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.12154 sec, avg_samples: 96.0, avg_ips: 789.87381 images/sec.
Type : capsule Train [ Epoch 107/256 iter 3 ] lr: 0.00213, loss: 0.03521, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04914 sec, avg_samples: 27.0, avg_ips: 549.42682 images/sec.
Type : capsule Train [ Epoch 108/256 iter 1 ] lr: 0.00195, loss: 0.03006, avg_reader_cost: 2.59329 sec, avg_batch_cost: 2.70700 sec, avg_samples: 96.0, avg_ips: 35.46360 images/sec.
Type : capsule Train [ Epoch 108/256 iter 2 ] lr: 0.00195, loss: 0.04328, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11153 sec, avg_samples: 96.0, avg_ips: 860.76549 images/sec.
Type : capsule Train [ Epoch 108/256 iter 3 ] lr: 0.00195, loss: 0.04837, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.04927 sec, avg_samples: 27.0, avg_ips: 547.94873 images/sec.
Type : capsule Train [ Epoch 109/256 iter 1 ] lr: 0.00177, loss: 0.05103, avg_reader_cost: 2.79185 sec, avg_batch_cost: 2.91395 sec, avg_samples: 96.0, avg_ips: 32.94501 images/sec.
Type : capsule Train [ Epoch 109/256 iter 2 ] lr: 0.00177, loss: 0.08846, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11117 sec, avg_samples: 96.0, avg_ips: 863.53265 images/sec.
Type : capsule Train [ Epoch 109/256 iter 3 ] lr: 0.00177, loss: 0.05771, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04934 sec, avg_samples: 27.0, avg_ips: 547.17565 images/sec.
Type : capsule Train [ Epoch 110/256 iter 1 ] lr: 0.00160, loss: 0.05406, avg_reader_cost: 2.56892 sec, avg_batch_cost: 2.68169 sec, avg_samples: 96.0, avg_ips: 35.79838 images/sec.
Type : capsule Train [ Epoch 110/256 iter 2 ] lr: 0.00160, loss: 0.03655, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11098 sec, avg_samples: 96.0, avg_ips: 865.04276 images/sec.
Type : capsule Train [ Epoch 110/256 iter 3 ] lr: 0.00160, loss: 0.12432, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04921 sec, avg_samples: 27.0, avg_ips: 548.62033 images/sec.
Type : capsule Train [ Epoch 111/256 iter 1 ] lr: 0.00144, loss: 0.02256, avg_reader_cost: 2.73464 sec, avg_batch_cost: 2.84894 sec, avg_samples: 96.0, avg_ips: 33.69670 images/sec.
Type : capsule Train [ Epoch 111/256 iter 2 ] lr: 0.00144, loss: 0.04894, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.11381 sec, avg_samples: 96.0, avg_ips: 843.52302 images/sec.
Type : capsule Train [ Epoch 111/256 iter 3 ] lr: 0.00144, loss: 0.05439, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05078 sec, avg_samples: 27.0, avg_ips: 531.69980 images/sec.
Type : capsule Train [ Epoch 112/256 iter 1 ] lr: 0.00129, loss: 0.06500, avg_reader_cost: 2.66921 sec, avg_batch_cost: 2.78315 sec, avg_samples: 96.0, avg_ips: 34.49323 images/sec.
Type : capsule Train [ Epoch 112/256 iter 2 ] lr: 0.00129, loss: 0.06677, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11304 sec, avg_samples: 96.0, avg_ips: 849.24817 images/sec.
Type : capsule Train [ Epoch 112/256 iter 3 ] lr: 0.00129, loss: 0.01150, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05099 sec, avg_samples: 27.0, avg_ips: 529.53679 images/sec.
Type : capsule Test [ Epoch 112/256 ] test_cost: 12.613808 sec max_auc: 0.90826 roc_auc : 0.908257.
Type : capsule Train [ Epoch 113/256 iter 1 ] lr: 0.00114, loss: 0.03441, avg_reader_cost: 2.62459 sec, avg_batch_cost: 2.73682 sec, avg_samples: 96.0, avg_ips: 35.07721 images/sec.
Type : capsule Train [ Epoch 113/256 iter 2 ] lr: 0.00114, loss: 0.06780, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11235 sec, avg_samples: 96.0, avg_ips: 854.48905 images/sec.
Type : capsule Train [ Epoch 113/256 iter 3 ] lr: 0.00114, loss: 0.16923, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05098 sec, avg_samples: 27.0, avg_ips: 529.57889 images/sec.
Type : capsule Train [ Epoch 114/256 iter 1 ] lr: 0.00101, loss: 0.02310, avg_reader_cost: 2.68060 sec, avg_batch_cost: 2.79371 sec, avg_samples: 96.0, avg_ips: 34.36293 images/sec.
Type : capsule Train [ Epoch 114/256 iter 2 ] lr: 0.00101, loss: 0.05217, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11388 sec, avg_samples: 96.0, avg_ips: 842.96675 images/sec.
Type : capsule Train [ Epoch 114/256 iter 3 ] lr: 0.00101, loss: 0.05149, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.05151 sec, avg_samples: 27.0, avg_ips: 524.16909 images/sec.
Type : capsule Train [ Epoch 115/256 iter 1 ] lr: 0.00088, loss: 0.06792, avg_reader_cost: 2.62899 sec, avg_batch_cost: 2.74393 sec, avg_samples: 96.0, avg_ips: 34.98631 images/sec.
Type : capsule Train [ Epoch 115/256 iter 2 ] lr: 0.00088, loss: 0.01850, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11280 sec, avg_samples: 96.0, avg_ips: 851.06112 images/sec.
Type : capsule Train [ Epoch 115/256 iter 3 ] lr: 0.00088, loss: 0.00997, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.05057 sec, avg_samples: 27.0, avg_ips: 533.94096 images/sec.
Type : capsule Train [ Epoch 116/256 iter 1 ] lr: 0.00076, loss: 0.03180, avg_reader_cost: 2.64724 sec, avg_batch_cost: 2.76177 sec, avg_samples: 96.0, avg_ips: 34.76027 images/sec.
Type : capsule Train [ Epoch 116/256 iter 2 ] lr: 0.00076, loss: 0.01217, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11266 sec, avg_samples: 96.0, avg_ips: 852.14178 images/sec.
Type : capsule Train [ Epoch 116/256 iter 3 ] lr: 0.00076, loss: 0.00782, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05050 sec, avg_samples: 27.0, avg_ips: 534.63669 images/sec.
Type : capsule Train [ Epoch 117/256 iter 1 ] lr: 0.00065, loss: 0.09668, avg_reader_cost: 2.57596 sec, avg_batch_cost: 2.69059 sec, avg_samples: 96.0, avg_ips: 35.67991 images/sec.
Type : capsule Train [ Epoch 117/256 iter 2 ] lr: 0.00065, loss: 0.03518, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11496 sec, avg_samples: 96.0, avg_ips: 835.05434 images/sec.
Type : capsule Train [ Epoch 117/256 iter 3 ] lr: 0.00065, loss: 0.05390, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05059 sec, avg_samples: 27.0, avg_ips: 533.66167 images/sec.
Type : capsule Train [ Epoch 118/256 iter 1 ] lr: 0.00054, loss: 0.04194, avg_reader_cost: 2.77094 sec, avg_batch_cost: 2.88466 sec, avg_samples: 96.0, avg_ips: 33.27948 images/sec.
Type : capsule Train [ Epoch 118/256 iter 2 ] lr: 0.00054, loss: 0.04471, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11266 sec, avg_samples: 96.0, avg_ips: 852.09851 images/sec.
Type : capsule Train [ Epoch 118/256 iter 3 ] lr: 0.00054, loss: 0.01307, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.05095 sec, avg_samples: 27.0, avg_ips: 529.92830 images/sec.
Type : capsule Train [ Epoch 119/256 iter 1 ] lr: 0.00045, loss: 0.04736, avg_reader_cost: 2.97042 sec, avg_batch_cost: 3.08510 sec, avg_samples: 96.0, avg_ips: 31.11733 images/sec.
Type : capsule Train [ Epoch 119/256 iter 2 ] lr: 0.00045, loss: 0.04098, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11398 sec, avg_samples: 96.0, avg_ips: 842.27553 images/sec.
Type : capsule Train [ Epoch 119/256 iter 3 ] lr: 0.00045, loss: 0.00881, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04926 sec, avg_samples: 27.0, avg_ips: 548.13969 images/sec.
Type : capsule Train [ Epoch 120/256 iter 1 ] lr: 0.00036, loss: 0.10821, avg_reader_cost: 2.99116 sec, avg_batch_cost: 3.10500 sec, avg_samples: 96.0, avg_ips: 30.91788 images/sec.
Type : capsule Train [ Epoch 120/256 iter 2 ] lr: 0.00036, loss: 0.05144, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11804 sec, avg_samples: 96.0, avg_ips: 813.30933 images/sec.
Type : capsule Train [ Epoch 120/256 iter 3 ] lr: 0.00036, loss: 0.00824, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05085 sec, avg_samples: 27.0, avg_ips: 531.00671 images/sec.
Type : capsule Test [ Epoch 120/256 ] test_cost: 12.827747 sec max_auc: 0.90826 roc_auc : 0.906661.
Type : capsule Train [ Epoch 121/256 iter 1 ] lr: 0.00029, loss: 0.03893, avg_reader_cost: 2.73053 sec, avg_batch_cost: 2.84366 sec, avg_samples: 96.0, avg_ips: 33.75931 images/sec.
Type : capsule Train [ Epoch 121/256 iter 2 ] lr: 0.00029, loss: 0.05167, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11339 sec, avg_samples: 96.0, avg_ips: 846.63752 images/sec.
Type : capsule Train [ Epoch 121/256 iter 3 ] lr: 0.00029, loss: 0.00862, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05009 sec, avg_samples: 27.0, avg_ips: 538.98533 images/sec.
Type : capsule Train [ Epoch 122/256 iter 1 ] lr: 0.00022, loss: 0.06719, avg_reader_cost: 2.83870 sec, avg_batch_cost: 2.95301 sec, avg_samples: 96.0, avg_ips: 32.50918 images/sec.
Type : capsule Train [ Epoch 122/256 iter 2 ] lr: 0.00022, loss: 0.03124, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11329 sec, avg_samples: 96.0, avg_ips: 847.41617 images/sec.
Type : capsule Train [ Epoch 122/256 iter 3 ] lr: 0.00022, loss: 0.00700, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.05101 sec, avg_samples: 27.0, avg_ips: 529.32888 images/sec.
Type : capsule Train [ Epoch 123/256 iter 1 ] lr: 0.00016, loss: 0.02535, avg_reader_cost: 2.98123 sec, avg_batch_cost: 3.09458 sec, avg_samples: 96.0, avg_ips: 31.02198 images/sec.
Type : capsule Train [ Epoch 123/256 iter 2 ] lr: 0.00016, loss: 0.03784, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11310 sec, avg_samples: 96.0, avg_ips: 848.80777 images/sec.
Type : capsule Train [ Epoch 123/256 iter 3 ] lr: 0.00016, loss: 0.05259, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.05179 sec, avg_samples: 27.0, avg_ips: 521.30018 images/sec.
Type : capsule Train [ Epoch 124/256 iter 1 ] lr: 0.00011, loss: 0.05155, avg_reader_cost: 2.66148 sec, avg_batch_cost: 2.77419 sec, avg_samples: 96.0, avg_ips: 34.60468 images/sec.
Type : capsule Train [ Epoch 124/256 iter 2 ] lr: 0.00011, loss: 0.01878, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11212 sec, avg_samples: 96.0, avg_ips: 856.19519 images/sec.
Type : capsule Train [ Epoch 124/256 iter 3 ] lr: 0.00011, loss: 0.04656, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04973 sec, avg_samples: 27.0, avg_ips: 542.93896 images/sec.
