
############################
training transistor
############################

Type : transistor Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.34966, avg_reader_cost: 3.54029 sec, avg_batch_cost: 3.66641 sec, avg_samples: 96.0, avg_ips: 26.18364 images/sec.
Type : transistor Train [ Epoch 83/256 iter 3 ] lr: 0.00859, loss: 0.02167, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.04768 sec, avg_samples: 21.0, avg_ips: 440.46358 images/sec.
Type : transistor Train [ Epoch 84/256 iter 1 ] lr: 0.00826, loss: 0.03258, avg_reader_cost: 2.62910 sec, avg_batch_cost: 2.74298 sec, avg_samples: 96.0, avg_ips: 34.99843 images/sec.
Type : transistor Train [ Epoch 84/256 iter 2 ] lr: 0.00826, loss: 0.04003, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11395 sec, avg_samples: 96.0, avg_ips: 842.47995 images/sec.
Type : transistor Train [ Epoch 84/256 iter 3 ] lr: 0.00826, loss: 0.01606, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.04622 sec, avg_samples: 21.0, avg_ips: 454.32704 images/sec.
Type : transistor Train [ Epoch 85/256 iter 1 ] lr: 0.00793, loss: 0.06531, avg_reader_cost: 2.31883 sec, avg_batch_cost: 2.43413 sec, avg_samples: 96.0, avg_ips: 39.43909 images/sec.
Type : transistor Train [ Epoch 85/256 iter 2 ] lr: 0.00793, loss: 0.07459, avg_reader_cost: 0.04189 sec, avg_batch_cost: 0.15655 sec, avg_samples: 96.0, avg_ips: 613.21635 images/sec.
Type : transistor Train [ Epoch 85/256 iter 3 ] lr: 0.00793, loss: 0.12153, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.04819 sec, avg_samples: 21.0, avg_ips: 435.78694 images/sec.
Type : transistor Train [ Epoch 86/256 iter 1 ] lr: 0.00761, loss: 0.03218, avg_reader_cost: 2.99522 sec, avg_batch_cost: 3.10914 sec, avg_samples: 96.0, avg_ips: 30.87668 images/sec.
Type : transistor Train [ Epoch 86/256 iter 2 ] lr: 0.00761, loss: 0.07365, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.11662 sec, avg_samples: 96.0, avg_ips: 823.20953 images/sec.
Type : transistor Train [ Epoch 86/256 iter 3 ] lr: 0.00761, loss: 0.05439, avg_reader_cost: 0.00037 sec, avg_batch_cost: 0.05672 sec, avg_samples: 21.0, avg_ips: 370.24744 images/sec.
Type : transistor Train [ Epoch 87/256 iter 1 ] lr: 0.00729, loss: 0.07265, avg_reader_cost: 2.95736 sec, avg_batch_cost: 3.07263 sec, avg_samples: 96.0, avg_ips: 31.24357 images/sec.
Type : transistor Train [ Epoch 87/256 iter 2 ] lr: 0.00729, loss: 0.06414, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11443 sec, avg_samples: 96.0, avg_ips: 838.95343 images/sec.
Type : transistor Train [ Epoch 87/256 iter 3 ] lr: 0.00729, loss: 0.01616, avg_reader_cost: 0.00033 sec, avg_batch_cost: 0.05849 sec, avg_samples: 21.0, avg_ips: 359.04867 images/sec.
Type : transistor Train [ Epoch 88/256 iter 1 ] lr: 0.00698, loss: 0.06750, avg_reader_cost: 2.89800 sec, avg_batch_cost: 3.01098 sec, avg_samples: 96.0, avg_ips: 31.88330 images/sec.
Type : transistor Train [ Epoch 88/256 iter 2 ] lr: 0.00698, loss: 0.03878, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11429 sec, avg_samples: 96.0, avg_ips: 839.94573 images/sec.
Type : transistor Train [ Epoch 88/256 iter 3 ] lr: 0.00698, loss: 0.02375, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04716 sec, avg_samples: 21.0, avg_ips: 445.33174 images/sec.
Type : transistor Test [ Epoch 88/256 ] test_cost: 9.831400 sec max_auc: 0.95458 roc_auc : 0.937917.
Type : transistor Train [ Epoch 89/256 iter 1 ] lr: 0.00667, loss: 0.03353, avg_reader_cost: 3.04482 sec, avg_batch_cost: 3.16066 sec, avg_samples: 96.0, avg_ips: 30.37339 images/sec.
Type : transistor Train [ Epoch 89/256 iter 2 ] lr: 0.00667, loss: 0.09065, avg_reader_cost: 0.00033 sec, avg_batch_cost: 0.11546 sec, avg_samples: 96.0, avg_ips: 831.44363 images/sec.
Type : transistor Train [ Epoch 89/256 iter 3 ] lr: 0.00667, loss: 0.05242, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.04681 sec, avg_samples: 21.0, avg_ips: 448.66635 images/sec.
Type : transistor Train [ Epoch 90/256 iter 1 ] lr: 0.00636, loss: 0.04056, avg_reader_cost: 2.95326 sec, avg_batch_cost: 3.06872 sec, avg_samples: 96.0, avg_ips: 31.28342 images/sec.
Type : transistor Train [ Epoch 90/256 iter 2 ] lr: 0.00636, loss: 0.07215, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11901 sec, avg_samples: 96.0, avg_ips: 806.62278 images/sec.
Type : transistor Train [ Epoch 90/256 iter 3 ] lr: 0.00636, loss: 0.01733, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.04589 sec, avg_samples: 21.0, avg_ips: 457.58421 images/sec.
Type : transistor Train [ Epoch 91/256 iter 1 ] lr: 0.00606, loss: 0.06379, avg_reader_cost: 2.61555 sec, avg_batch_cost: 2.72884 sec, avg_samples: 96.0, avg_ips: 35.17976 images/sec.
Type : transistor Train [ Epoch 91/256 iter 2 ] lr: 0.00606, loss: 0.07297, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11409 sec, avg_samples: 96.0, avg_ips: 841.43067 images/sec.
Type : transistor Train [ Epoch 91/256 iter 3 ] lr: 0.00606, loss: 0.07811, avg_reader_cost: 0.00038 sec, avg_batch_cost: 0.04774 sec, avg_samples: 21.0, avg_ips: 439.92460 images/sec.
Type : transistor Train [ Epoch 92/256 iter 1 ] lr: 0.00577, loss: 0.05977, avg_reader_cost: 2.47564 sec, avg_batch_cost: 2.58815 sec, avg_samples: 96.0, avg_ips: 37.09213 images/sec.
Type : transistor Train [ Epoch 92/256 iter 2 ] lr: 0.00577, loss: 0.09844, avg_reader_cost: 0.04318 sec, avg_batch_cost: 0.15424 sec, avg_samples: 96.0, avg_ips: 622.39841 images/sec.
Type : transistor Train [ Epoch 92/256 iter 3 ] lr: 0.00577, loss: 0.03578, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.04592 sec, avg_samples: 21.0, avg_ips: 457.31812 images/sec.
Type : transistor Train [ Epoch 93/256 iter 1 ] lr: 0.00548, loss: 0.04219, avg_reader_cost: 2.51722 sec, avg_batch_cost: 2.63107 sec, avg_samples: 96.0, avg_ips: 36.48708 images/sec.
Type : transistor Train [ Epoch 93/256 iter 2 ] lr: 0.00548, loss: 0.01150, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11340 sec, avg_samples: 96.0, avg_ips: 846.57166 images/sec.
Type : transistor Train [ Epoch 93/256 iter 3 ] lr: 0.00548, loss: 0.08128, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04586 sec, avg_samples: 21.0, avg_ips: 457.91726 images/sec.
Type : transistor Train [ Epoch 94/256 iter 1 ] lr: 0.00520, loss: 0.10781, avg_reader_cost: 2.95862 sec, avg_batch_cost: 3.07186 sec, avg_samples: 96.0, avg_ips: 31.25141 images/sec.
Type : transistor Train [ Epoch 94/256 iter 2 ] lr: 0.00520, loss: 0.05897, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11309 sec, avg_samples: 96.0, avg_ips: 848.91335 images/sec.
Type : transistor Train [ Epoch 94/256 iter 3 ] lr: 0.00520, loss: 0.06519, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.04693 sec, avg_samples: 21.0, avg_ips: 447.49244 images/sec.
Type : transistor Train [ Epoch 95/256 iter 1 ] lr: 0.00493, loss: 0.02948, avg_reader_cost: 2.95601 sec, avg_batch_cost: 3.07011 sec, avg_samples: 96.0, avg_ips: 31.26928 images/sec.
Type : transistor Train [ Epoch 95/256 iter 2 ] lr: 0.00493, loss: 0.04537, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.11428 sec, avg_samples: 96.0, avg_ips: 840.03685 images/sec.
Type : transistor Train [ Epoch 95/256 iter 3 ] lr: 0.00493, loss: 0.01538, avg_reader_cost: 0.00036 sec, avg_batch_cost: 0.04599 sec, avg_samples: 21.0, avg_ips: 456.61163 images/sec.
Type : transistor Train [ Epoch 96/256 iter 1 ] lr: 0.00466, loss: 0.02804, avg_reader_cost: 2.57187 sec, avg_batch_cost: 2.68602 sec, avg_samples: 96.0, avg_ips: 35.74061 images/sec.
Type : transistor Train [ Epoch 96/256 iter 2 ] lr: 0.00466, loss: 0.04472, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11494 sec, avg_samples: 96.0, avg_ips: 835.20331 images/sec.
Type : transistor Train [ Epoch 96/256 iter 3 ] lr: 0.00466, loss: 0.02032, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.04695 sec, avg_samples: 21.0, avg_ips: 447.29246 images/sec.
Type : transistor Test [ Epoch 96/256 ] test_cost: 9.738510 sec max_auc: 0.95458 roc_auc : 0.905417.
Type : transistor Train [ Epoch 97/256 iter 1 ] lr: 0.00439, loss: 0.07844, avg_reader_cost: 2.87495 sec, avg_batch_cost: 2.98947 sec, avg_samples: 96.0, avg_ips: 32.11268 images/sec.
Type : transistor Train [ Epoch 97/256 iter 2 ] lr: 0.00439, loss: 0.02153, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11501 sec, avg_samples: 96.0, avg_ips: 834.68563 images/sec.
Type : transistor Train [ Epoch 97/256 iter 3 ] lr: 0.00439, loss: 0.08255, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.04240 sec, avg_samples: 21.0, avg_ips: 495.32895 images/sec.
Type : transistor Train [ Epoch 98/256 iter 1 ] lr: 0.00414, loss: 0.08110, avg_reader_cost: 2.58671 sec, avg_batch_cost: 2.69316 sec, avg_samples: 96.0, avg_ips: 35.64590 images/sec.
Type : transistor Train [ Epoch 98/256 iter 2 ] lr: 0.00414, loss: 0.06781, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10556 sec, avg_samples: 96.0, avg_ips: 909.42251 images/sec.
Type : transistor Train [ Epoch 98/256 iter 3 ] lr: 0.00414, loss: 0.05038, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.03754 sec, avg_samples: 21.0, avg_ips: 559.41457 images/sec.
Type : transistor Train [ Epoch 99/256 iter 1 ] lr: 0.00389, loss: 0.03947, avg_reader_cost: 2.75819 sec, avg_batch_cost: 2.86873 sec, avg_samples: 96.0, avg_ips: 33.46434 images/sec.
Type : transistor Train [ Epoch 99/256 iter 2 ] lr: 0.00389, loss: 0.04329, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.10402 sec, avg_samples: 96.0, avg_ips: 922.87935 images/sec.
Type : transistor Train [ Epoch 99/256 iter 3 ] lr: 0.00389, loss: 0.01166, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.04014 sec, avg_samples: 21.0, avg_ips: 523.21044 images/sec.
Type : transistor Train [ Epoch 100/256 iter 1 ] lr: 0.00364, loss: 0.07770, avg_reader_cost: 2.55951 sec, avg_batch_cost: 2.67359 sec, avg_samples: 96.0, avg_ips: 35.90675 images/sec.
Type : transistor Train [ Epoch 100/256 iter 2 ] lr: 0.00364, loss: 0.03387, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11276 sec, avg_samples: 96.0, avg_ips: 851.39223 images/sec.
Type : transistor Train [ Epoch 100/256 iter 3 ] lr: 0.00364, loss: 0.02573, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04572 sec, avg_samples: 21.0, avg_ips: 459.27347 images/sec.
Type : transistor Train [ Epoch 101/256 iter 1 ] lr: 0.00340, loss: 0.02826, avg_reader_cost: 2.61730 sec, avg_batch_cost: 2.73084 sec, avg_samples: 96.0, avg_ips: 35.15396 images/sec.
Type : transistor Train [ Epoch 101/256 iter 2 ] lr: 0.00340, loss: 0.06042, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11385 sec, avg_samples: 96.0, avg_ips: 843.23508 images/sec.
Type : transistor Train [ Epoch 101/256 iter 3 ] lr: 0.00340, loss: 0.01058, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.04520 sec, avg_samples: 21.0, avg_ips: 464.64966 images/sec.
Type : transistor Train [ Epoch 102/256 iter 1 ] lr: 0.00317, loss: 0.03277, avg_reader_cost: 2.11877 sec, avg_batch_cost: 2.23199 sec, avg_samples: 96.0, avg_ips: 43.01100 images/sec.
Type : transistor Train [ Epoch 102/256 iter 2 ] lr: 0.00317, loss: 0.03108, avg_reader_cost: 0.03771 sec, avg_batch_cost: 0.14896 sec, avg_samples: 96.0, avg_ips: 644.48536 images/sec.
Type : transistor Train [ Epoch 102/256 iter 3 ] lr: 0.00317, loss: 0.00869, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.04651 sec, avg_samples: 21.0, avg_ips: 451.56228 images/sec.
Type : transistor Train [ Epoch 103/256 iter 1 ] lr: 0.00295, loss: 0.03733, avg_reader_cost: 2.51816 sec, avg_batch_cost: 2.62524 sec, avg_samples: 96.0, avg_ips: 36.56806 images/sec.
Type : transistor Train [ Epoch 103/256 iter 2 ] lr: 0.00295, loss: 0.06069, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.10887 sec, avg_samples: 96.0, avg_ips: 881.75062 images/sec.
Type : transistor Train [ Epoch 103/256 iter 3 ] lr: 0.00295, loss: 0.01907, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.03833 sec, avg_samples: 21.0, avg_ips: 547.87261 images/sec.
Type : transistor Train [ Epoch 104/256 iter 1 ] lr: 0.00274, loss: 0.03042, avg_reader_cost: 2.53052 sec, avg_batch_cost: 2.63807 sec, avg_samples: 96.0, avg_ips: 36.39026 images/sec.
Type : transistor Train [ Epoch 104/256 iter 2 ] lr: 0.00274, loss: 0.05616, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.10552 sec, avg_samples: 96.0, avg_ips: 909.77183 images/sec.
Type : transistor Train [ Epoch 104/256 iter 3 ] lr: 0.00274, loss: 0.07895, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.03842 sec, avg_samples: 21.0, avg_ips: 546.65531 images/sec.
Type : transistor Test [ Epoch 104/256 ] test_cost: 10.908433 sec max_auc: 0.95458 roc_auc : 0.915417.
Type : transistor Train [ Epoch 105/256 iter 1 ] lr: 0.00253, loss: 0.04572, avg_reader_cost: 2.59782 sec, avg_batch_cost: 2.71303 sec, avg_samples: 96.0, avg_ips: 35.38474 images/sec.
Type : transistor Train [ Epoch 105/256 iter 2 ] lr: 0.00253, loss: 0.04115, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11175 sec, avg_samples: 96.0, avg_ips: 859.09426 images/sec.
Type : transistor Train [ Epoch 105/256 iter 3 ] lr: 0.00253, loss: 0.05577, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.04635 sec, avg_samples: 21.0, avg_ips: 453.07208 images/sec.
Type : transistor Train [ Epoch 106/256 iter 1 ] lr: 0.00233, loss: 0.04208, avg_reader_cost: 2.78732 sec, avg_batch_cost: 2.90157 sec, avg_samples: 96.0, avg_ips: 33.08550 images/sec.
Type : transistor Train [ Epoch 106/256 iter 2 ] lr: 0.00233, loss: 0.05701, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11302 sec, avg_samples: 96.0, avg_ips: 849.40582 images/sec.
Type : transistor Train [ Epoch 106/256 iter 3 ] lr: 0.00233, loss: 0.10356, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04492 sec, avg_samples: 21.0, avg_ips: 467.50059 images/sec.
Type : transistor Train [ Epoch 107/256 iter 1 ] lr: 0.00213, loss: 0.07069, avg_reader_cost: 2.69727 sec, avg_batch_cost: 2.81084 sec, avg_samples: 96.0, avg_ips: 34.15346 images/sec.
Type : transistor Train [ Epoch 107/256 iter 2 ] lr: 0.00213, loss: 0.08700, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11370 sec, avg_samples: 96.0, avg_ips: 844.36323 images/sec.
Type : transistor Train [ Epoch 107/256 iter 3 ] lr: 0.00213, loss: 0.00859, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.04415 sec, avg_samples: 21.0, avg_ips: 475.68849 images/sec.
Type : transistor Train [ Epoch 108/256 iter 1 ] lr: 0.00195, loss: 0.05895, avg_reader_cost: 2.34453 sec, avg_batch_cost: 2.45879 sec, avg_samples: 96.0, avg_ips: 39.04357 images/sec.
Type : transistor Train [ Epoch 108/256 iter 2 ] lr: 0.00195, loss: 0.04444, avg_reader_cost: 0.04561 sec, avg_batch_cost: 0.15750 sec, avg_samples: 96.0, avg_ips: 609.53846 images/sec.
Type : transistor Train [ Epoch 108/256 iter 3 ] lr: 0.00195, loss: 0.05364, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.04536 sec, avg_samples: 21.0, avg_ips: 462.94503 images/sec.
Type : transistor Train [ Epoch 109/256 iter 1 ] lr: 0.00177, loss: 0.07981, avg_reader_cost: 2.74485 sec, avg_batch_cost: 2.85763 sec, avg_samples: 96.0, avg_ips: 33.59428 images/sec.
Type : transistor Train [ Epoch 109/256 iter 2 ] lr: 0.00177, loss: 0.05174, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11068 sec, avg_samples: 96.0, avg_ips: 867.38138 images/sec.
Type : transistor Train [ Epoch 109/256 iter 3 ] lr: 0.00177, loss: 0.01495, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.04360 sec, avg_samples: 21.0, avg_ips: 481.66364 images/sec.
Type : transistor Train [ Epoch 110/256 iter 1 ] lr: 0.00160, loss: 0.03950, avg_reader_cost: 2.51878 sec, avg_batch_cost: 2.63586 sec, avg_samples: 96.0, avg_ips: 36.42070 images/sec.
Type : transistor Train [ Epoch 110/256 iter 2 ] lr: 0.00160, loss: 0.04708, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11147 sec, avg_samples: 96.0, avg_ips: 861.20181 images/sec.
Type : transistor Train [ Epoch 110/256 iter 3 ] lr: 0.00160, loss: 0.00887, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.04363 sec, avg_samples: 21.0, avg_ips: 481.34251 images/sec.
Type : transistor Train [ Epoch 111/256 iter 1 ] lr: 0.00144, loss: 0.05158, avg_reader_cost: 2.56156 sec, avg_batch_cost: 2.67422 sec, avg_samples: 96.0, avg_ips: 35.89828 images/sec.
Type : transistor Train [ Epoch 111/256 iter 2 ] lr: 0.00144, loss: 0.09244, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11376 sec, avg_samples: 96.0, avg_ips: 843.89428 images/sec.
Type : transistor Train [ Epoch 111/256 iter 3 ] lr: 0.00144, loss: 0.00844, avg_reader_cost: 0.00035 sec, avg_batch_cost: 0.04730 sec, avg_samples: 21.0, avg_ips: 443.96250 images/sec.
Type : transistor Train [ Epoch 112/256 iter 1 ] lr: 0.00129, loss: 0.05311, avg_reader_cost: 2.76624 sec, avg_batch_cost: 2.88050 sec, avg_samples: 96.0, avg_ips: 33.32756 images/sec.
Type : transistor Train [ Epoch 112/256 iter 2 ] lr: 0.00129, loss: 0.04289, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11471 sec, avg_samples: 96.0, avg_ips: 836.88714 images/sec.
Type : transistor Train [ Epoch 112/256 iter 3 ] lr: 0.00129, loss: 0.07577, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.05171 sec, avg_samples: 21.0, avg_ips: 406.07816 images/sec.
Type : transistor Test [ Epoch 112/256 ] test_cost: 9.967183 sec max_auc: 0.95458 roc_auc : 0.931667.
Type : transistor Train [ Epoch 113/256 iter 1 ] lr: 0.00114, loss: 0.03831, avg_reader_cost: 2.84580 sec, avg_batch_cost: 2.96089 sec, avg_samples: 96.0, avg_ips: 32.42270 images/sec.
Type : transistor Train [ Epoch 113/256 iter 2 ] lr: 0.00114, loss: 0.02160, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11436 sec, avg_samples: 96.0, avg_ips: 839.47467 images/sec.
Type : transistor Train [ Epoch 113/256 iter 3 ] lr: 0.00114, loss: 0.05711, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.04762 sec, avg_samples: 21.0, avg_ips: 440.98402 images/sec.
Type : transistor Train [ Epoch 114/256 iter 1 ] lr: 0.00101, loss: 0.02464, avg_reader_cost: 3.20787 sec, avg_batch_cost: 3.32302 sec, avg_samples: 96.0, avg_ips: 28.88940 images/sec.
Type : transistor Train [ Epoch 114/256 iter 2 ] lr: 0.00101, loss: 0.05800, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11359 sec, avg_samples: 96.0, avg_ips: 845.12352 images/sec.
Type : transistor Train [ Epoch 114/256 iter 3 ] lr: 0.00101, loss: 0.00961, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04547 sec, avg_samples: 21.0, avg_ips: 461.81392 images/sec.
Type : transistor Train [ Epoch 115/256 iter 1 ] lr: 0.00088, loss: 0.04932, avg_reader_cost: 2.77397 sec, avg_batch_cost: 2.88870 sec, avg_samples: 96.0, avg_ips: 33.23296 images/sec.
Type : transistor Train [ Epoch 115/256 iter 2 ] lr: 0.00088, loss: 0.04015, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11330 sec, avg_samples: 96.0, avg_ips: 847.32166 images/sec.
Type : transistor Train [ Epoch 115/256 iter 3 ] lr: 0.00088, loss: 0.01131, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04495 sec, avg_samples: 21.0, avg_ips: 467.15099 images/sec.
Type : transistor Train [ Epoch 116/256 iter 1 ] lr: 0.00076, loss: 0.01306, avg_reader_cost: 2.51671 sec, avg_batch_cost: 2.62953 sec, avg_samples: 96.0, avg_ips: 36.50838 images/sec.
Type : transistor Train [ Epoch 116/256 iter 2 ] lr: 0.00076, loss: 0.02916, avg_reader_cost: 0.04822 sec, avg_batch_cost: 0.15936 sec, avg_samples: 96.0, avg_ips: 602.42071 images/sec.
Type : transistor Train [ Epoch 116/256 iter 3 ] lr: 0.00076, loss: 0.07829, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.04564 sec, avg_samples: 21.0, avg_ips: 460.15403 images/sec.
Type : transistor Train [ Epoch 117/256 iter 1 ] lr: 0.00065, loss: 0.04328, avg_reader_cost: 2.05422 sec, avg_batch_cost: 2.16958 sec, avg_samples: 96.0, avg_ips: 44.24827 images/sec.
Type : transistor Train [ Epoch 117/256 iter 2 ] lr: 0.00065, loss: 0.04780, avg_reader_cost: 0.14532 sec, avg_batch_cost: 0.25996 sec, avg_samples: 96.0, avg_ips: 369.29140 images/sec.
Type : transistor Train [ Epoch 117/256 iter 3 ] lr: 0.00065, loss: 0.00904, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.04678 sec, avg_samples: 21.0, avg_ips: 448.86985 images/sec.
Type : transistor Train [ Epoch 118/256 iter 1 ] lr: 0.00054, loss: 0.03564, avg_reader_cost: 2.93114 sec, avg_batch_cost: 3.04743 sec, avg_samples: 96.0, avg_ips: 31.50200 images/sec.
Type : transistor Train [ Epoch 118/256 iter 2 ] lr: 0.00054, loss: 0.04288, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.11566 sec, avg_samples: 96.0, avg_ips: 830.03819 images/sec.
Type : transistor Train [ Epoch 118/256 iter 3 ] lr: 0.00054, loss: 0.01496, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04687 sec, avg_samples: 21.0, avg_ips: 448.05925 images/sec.
Type : transistor Train [ Epoch 119/256 iter 1 ] lr: 0.00045, loss: 0.03034, avg_reader_cost: 2.87386 sec, avg_batch_cost: 2.99117 sec, avg_samples: 96.0, avg_ips: 32.09447 images/sec.
Type : transistor Train [ Epoch 119/256 iter 2 ] lr: 0.00045, loss: 0.00984, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11561 sec, avg_samples: 96.0, avg_ips: 830.38054 images/sec.
Type : transistor Train [ Epoch 119/256 iter 3 ] lr: 0.00045, loss: 0.09084, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.04712 sec, avg_samples: 21.0, avg_ips: 445.70131 images/sec.
Type : transistor Train [ Epoch 120/256 iter 1 ] lr: 0.00036, loss: 0.06911, avg_reader_cost: 2.95035 sec, avg_batch_cost: 3.06700 sec, avg_samples: 96.0, avg_ips: 31.30094 images/sec.
Type : transistor Train [ Epoch 120/256 iter 2 ] lr: 0.00036, loss: 0.02408, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11217 sec, avg_samples: 96.0, avg_ips: 855.82758 images/sec.
Type : transistor Train [ Epoch 120/256 iter 3 ] lr: 0.00036, loss: 0.07981, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.04510 sec, avg_samples: 21.0, avg_ips: 465.62482 images/sec.
Type : transistor Test [ Epoch 120/256 ] test_cost: 9.813457 sec max_auc: 0.95458 roc_auc : 0.928750.
Type : transistor Train [ Epoch 121/256 iter 1 ] lr: 0.00029, loss: 0.03444, avg_reader_cost: 3.15964 sec, avg_batch_cost: 3.27604 sec, avg_samples: 96.0, avg_ips: 29.30372 images/sec.
Type : transistor Train [ Epoch 121/256 iter 2 ] lr: 0.00029, loss: 0.05617, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11425 sec, avg_samples: 96.0, avg_ips: 840.27000 images/sec.
Type : transistor Train [ Epoch 121/256 iter 3 ] lr: 0.00029, loss: 0.06412, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.04622 sec, avg_samples: 21.0, avg_ips: 454.38095 images/sec.
Type : transistor Train [ Epoch 122/256 iter 1 ] lr: 0.00022, loss: 0.01136, avg_reader_cost: 2.77124 sec, avg_batch_cost: 2.88680 sec, avg_samples: 96.0, avg_ips: 33.25476 images/sec.
Type : transistor Train [ Epoch 122/256 iter 2 ] lr: 0.00022, loss: 0.08301, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11175 sec, avg_samples: 96.0, avg_ips: 859.06310 images/sec.
Type : transistor Train [ Epoch 122/256 iter 3 ] lr: 0.00022, loss: 0.11359, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.04462 sec, avg_samples: 21.0, avg_ips: 470.66573 images/sec.
Type : transistor Train [ Epoch 123/256 iter 1 ] lr: 0.00016, loss: 0.05630, avg_reader_cost: 2.00171 sec, avg_batch_cost: 2.11442 sec, avg_samples: 96.0, avg_ips: 45.40254 images/sec.
Type : transistor Train [ Epoch 123/256 iter 2 ] lr: 0.00016, loss: 0.06411, avg_reader_cost: 0.45407 sec, avg_batch_cost: 0.56705 sec, avg_samples: 96.0, avg_ips: 169.29803 images/sec.
Type : transistor Train [ Epoch 123/256 iter 3 ] lr: 0.00016, loss: 0.01165, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04536 sec, avg_samples: 21.0, avg_ips: 462.94989 images/sec.
Type : transistor Train [ Epoch 124/256 iter 1 ] lr: 0.00011, loss: 0.06479, avg_reader_cost: 2.73792 sec, avg_batch_cost: 2.85253 sec, avg_samples: 96.0, avg_ips: 33.65432 images/sec.
Type : transistor Train [ Epoch 124/256 iter 2 ] lr: 0.00011, loss: 0.04003, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11555 sec, avg_samples: 96.0, avg_ips: 830.80031 images/sec.
Type : transistor Train [ Epoch 124/256 iter 3 ] lr: 0.00011, loss: 0.00655, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.04645 sec, avg_samples: 21.0, avg_ips: 452.05128 images/sec.
