
############################
training pill
############################

Type : pill Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.44794, avg_reader_cost: 2.52006 sec, avg_batch_cost: 2.64218 sec, avg_samples: 96.0, avg_ips: 36.33365 images/sec.
Type : pill Train [ Epoch 84/256 iter 2 ] lr: 0.00826, loss: 0.17689, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11269 sec, avg_samples: 96.0, avg_ips: 851.87857 images/sec.
Type : pill Train [ Epoch 84/256 iter 3 ] lr: 0.00826, loss: 0.25328, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.09451 sec, avg_samples: 75.0, avg_ips: 793.56216 images/sec.
Type : pill Train [ Epoch 85/256 iter 1 ] lr: 0.00793, loss: 0.23593, avg_reader_cost: 2.58733 sec, avg_batch_cost: 2.70121 sec, avg_samples: 96.0, avg_ips: 35.53962 images/sec.
Type : pill Train [ Epoch 85/256 iter 2 ] lr: 0.00793, loss: 0.23604, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11506 sec, avg_samples: 96.0, avg_ips: 834.32762 images/sec.
Type : pill Train [ Epoch 85/256 iter 3 ] lr: 0.00793, loss: 0.26277, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.09505 sec, avg_samples: 75.0, avg_ips: 789.02196 images/sec.
Type : pill Train [ Epoch 86/256 iter 1 ] lr: 0.00761, loss: 0.17245, avg_reader_cost: 2.90955 sec, avg_batch_cost: 3.02329 sec, avg_samples: 96.0, avg_ips: 31.75352 images/sec.
Type : pill Train [ Epoch 86/256 iter 2 ] lr: 0.00761, loss: 0.18332, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11422 sec, avg_samples: 96.0, avg_ips: 840.48223 images/sec.
Type : pill Train [ Epoch 86/256 iter 3 ] lr: 0.00761, loss: 0.19824, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.09584 sec, avg_samples: 75.0, avg_ips: 782.57975 images/sec.
Type : pill Train [ Epoch 87/256 iter 1 ] lr: 0.00729, loss: 0.16514, avg_reader_cost: 2.61490 sec, avg_batch_cost: 2.72891 sec, avg_samples: 96.0, avg_ips: 35.17887 images/sec.
Type : pill Train [ Epoch 87/256 iter 2 ] lr: 0.00729, loss: 0.22675, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11356 sec, avg_samples: 96.0, avg_ips: 845.37725 images/sec.
Type : pill Train [ Epoch 87/256 iter 3 ] lr: 0.00729, loss: 0.24545, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.09461 sec, avg_samples: 75.0, avg_ips: 792.75421 images/sec.
Type : pill Train [ Epoch 88/256 iter 1 ] lr: 0.00698, loss: 0.21300, avg_reader_cost: 2.56741 sec, avg_batch_cost: 2.67972 sec, avg_samples: 96.0, avg_ips: 35.82469 images/sec.
Type : pill Train [ Epoch 88/256 iter 2 ] lr: 0.00698, loss: 0.29291, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11255 sec, avg_samples: 96.0, avg_ips: 852.98300 images/sec.
Type : pill Train [ Epoch 88/256 iter 3 ] lr: 0.00698, loss: 0.20987, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.09550 sec, avg_samples: 75.0, avg_ips: 785.30313 images/sec.
Type : pill Test [ Epoch 88/256 ] test_cost: 9.397753 sec max_auc: 0.94517 roc_auc : 0.945172.
Type : pill Train [ Epoch 89/256 iter 1 ] lr: 0.00667, loss: 0.16623, avg_reader_cost: 2.82266 sec, avg_batch_cost: 2.93718 sec, avg_samples: 96.0, avg_ips: 32.68438 images/sec.
Type : pill Train [ Epoch 89/256 iter 2 ] lr: 0.00667, loss: 0.19421, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11293 sec, avg_samples: 96.0, avg_ips: 850.07829 images/sec.
Type : pill Train [ Epoch 89/256 iter 3 ] lr: 0.00667, loss: 0.22463, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.09547 sec, avg_samples: 75.0, avg_ips: 785.61888 images/sec.
Type : pill Train [ Epoch 90/256 iter 1 ] lr: 0.00636, loss: 0.25126, avg_reader_cost: 2.62357 sec, avg_batch_cost: 2.73836 sec, avg_samples: 96.0, avg_ips: 35.05742 images/sec.
Type : pill Train [ Epoch 90/256 iter 2 ] lr: 0.00636, loss: 0.24346, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11184 sec, avg_samples: 96.0, avg_ips: 858.38915 images/sec.
Type : pill Train [ Epoch 90/256 iter 3 ] lr: 0.00636, loss: 0.27400, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.09499 sec, avg_samples: 75.0, avg_ips: 789.58045 images/sec.
Type : pill Train [ Epoch 91/256 iter 1 ] lr: 0.00606, loss: 0.19427, avg_reader_cost: 2.79772 sec, avg_batch_cost: 2.91131 sec, avg_samples: 96.0, avg_ips: 32.97488 images/sec.
Type : pill Train [ Epoch 91/256 iter 2 ] lr: 0.00606, loss: 0.18732, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11465 sec, avg_samples: 96.0, avg_ips: 837.33615 images/sec.
Type : pill Train [ Epoch 91/256 iter 3 ] lr: 0.00606, loss: 0.21522, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.09590 sec, avg_samples: 75.0, avg_ips: 782.05639 images/sec.
Type : pill Train [ Epoch 92/256 iter 1 ] lr: 0.00577, loss: 0.23899, avg_reader_cost: 2.80581 sec, avg_batch_cost: 2.91824 sec, avg_samples: 96.0, avg_ips: 32.89650 images/sec.
Type : pill Train [ Epoch 92/256 iter 2 ] lr: 0.00577, loss: 0.20257, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.11092 sec, avg_samples: 96.0, avg_ips: 865.50576 images/sec.
Type : pill Train [ Epoch 92/256 iter 3 ] lr: 0.00577, loss: 0.25111, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.09306 sec, avg_samples: 75.0, avg_ips: 805.93358 images/sec.
Type : pill Train [ Epoch 93/256 iter 1 ] lr: 0.00548, loss: 0.22536, avg_reader_cost: 2.80332 sec, avg_batch_cost: 2.91617 sec, avg_samples: 96.0, avg_ips: 32.91993 images/sec.
Type : pill Train [ Epoch 93/256 iter 2 ] lr: 0.00548, loss: 0.28629, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11265 sec, avg_samples: 96.0, avg_ips: 852.16343 images/sec.
Type : pill Train [ Epoch 93/256 iter 3 ] lr: 0.00548, loss: 0.25853, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.09474 sec, avg_samples: 75.0, avg_ips: 791.63502 images/sec.
Type : pill Train [ Epoch 94/256 iter 1 ] lr: 0.00520, loss: 0.22605, avg_reader_cost: 2.53741 sec, avg_batch_cost: 2.65021 sec, avg_samples: 96.0, avg_ips: 36.22348 images/sec.
Type : pill Train [ Epoch 94/256 iter 2 ] lr: 0.00520, loss: 0.22659, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11086 sec, avg_samples: 96.0, avg_ips: 865.92641 images/sec.
Type : pill Train [ Epoch 94/256 iter 3 ] lr: 0.00520, loss: 0.19985, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.09477 sec, avg_samples: 75.0, avg_ips: 791.39006 images/sec.
Type : pill Train [ Epoch 95/256 iter 1 ] lr: 0.00493, loss: 0.21071, avg_reader_cost: 2.53611 sec, avg_batch_cost: 2.64877 sec, avg_samples: 96.0, avg_ips: 36.24330 images/sec.
Type : pill Train [ Epoch 95/256 iter 2 ] lr: 0.00493, loss: 0.26629, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.11089 sec, avg_samples: 96.0, avg_ips: 865.75698 images/sec.
Type : pill Train [ Epoch 95/256 iter 3 ] lr: 0.00493, loss: 0.23128, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.09468 sec, avg_samples: 75.0, avg_ips: 792.12939 images/sec.
Type : pill Train [ Epoch 96/256 iter 1 ] lr: 0.00466, loss: 0.28533, avg_reader_cost: 2.50726 sec, avg_batch_cost: 2.61893 sec, avg_samples: 96.0, avg_ips: 36.65613 images/sec.
Type : pill Train [ Epoch 96/256 iter 2 ] lr: 0.00466, loss: 0.24440, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11217 sec, avg_samples: 96.0, avg_ips: 855.87670 images/sec.
Type : pill Train [ Epoch 96/256 iter 3 ] lr: 0.00466, loss: 0.18115, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.09525 sec, avg_samples: 75.0, avg_ips: 787.41430 images/sec.
Type : pill Test [ Epoch 96/256 ] test_cost: 9.376723 sec max_auc: 0.94517 roc_auc : 0.942990.
Type : pill Train [ Epoch 97/256 iter 1 ] lr: 0.00439, loss: 0.22036, avg_reader_cost: 2.15232 sec, avg_batch_cost: 2.26593 sec, avg_samples: 96.0, avg_ips: 42.36668 images/sec.
Type : pill Train [ Epoch 97/256 iter 2 ] lr: 0.00439, loss: 0.22426, avg_reader_cost: 0.13023 sec, avg_batch_cost: 0.24121 sec, avg_samples: 96.0, avg_ips: 397.99466 images/sec.
Type : pill Train [ Epoch 97/256 iter 3 ] lr: 0.00439, loss: 0.20237, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.09512 sec, avg_samples: 75.0, avg_ips: 788.48798 images/sec.
Type : pill Train [ Epoch 98/256 iter 1 ] lr: 0.00414, loss: 0.21399, avg_reader_cost: 2.70334 sec, avg_batch_cost: 2.81052 sec, avg_samples: 96.0, avg_ips: 34.15736 images/sec.
Type : pill Train [ Epoch 98/256 iter 2 ] lr: 0.00414, loss: 0.17292, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.10676 sec, avg_samples: 96.0, avg_ips: 899.20294 images/sec.
Type : pill Train [ Epoch 98/256 iter 3 ] lr: 0.00414, loss: 0.23082, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.08684 sec, avg_samples: 75.0, avg_ips: 863.69372 images/sec.
Type : pill Train [ Epoch 99/256 iter 1 ] lr: 0.00389, loss: 0.24428, avg_reader_cost: 2.64457 sec, avg_batch_cost: 2.75127 sec, avg_samples: 96.0, avg_ips: 34.89299 images/sec.
Type : pill Train [ Epoch 99/256 iter 2 ] lr: 0.00389, loss: 0.20788, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10454 sec, avg_samples: 96.0, avg_ips: 918.31829 images/sec.
Type : pill Train [ Epoch 99/256 iter 3 ] lr: 0.00389, loss: 0.22492, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.08646 sec, avg_samples: 75.0, avg_ips: 867.40657 images/sec.
Type : pill Train [ Epoch 100/256 iter 1 ] lr: 0.00364, loss: 0.21360, avg_reader_cost: 2.66268 sec, avg_batch_cost: 2.77176 sec, avg_samples: 96.0, avg_ips: 34.63506 images/sec.
Type : pill Train [ Epoch 100/256 iter 2 ] lr: 0.00364, loss: 0.21571, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10359 sec, avg_samples: 96.0, avg_ips: 926.74947 images/sec.
Type : pill Train [ Epoch 100/256 iter 3 ] lr: 0.00364, loss: 0.23055, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.08719 sec, avg_samples: 75.0, avg_ips: 860.16067 images/sec.
Type : pill Train [ Epoch 101/256 iter 1 ] lr: 0.00340, loss: 0.24054, avg_reader_cost: 2.84794 sec, avg_batch_cost: 2.95354 sec, avg_samples: 96.0, avg_ips: 32.50333 images/sec.
Type : pill Train [ Epoch 101/256 iter 2 ] lr: 0.00340, loss: 0.20349, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10400 sec, avg_samples: 96.0, avg_ips: 923.10997 images/sec.
Type : pill Train [ Epoch 101/256 iter 3 ] lr: 0.00340, loss: 0.21093, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.09407 sec, avg_samples: 75.0, avg_ips: 797.25473 images/sec.
Type : pill Train [ Epoch 102/256 iter 1 ] lr: 0.00317, loss: 0.26686, avg_reader_cost: 2.80747 sec, avg_batch_cost: 2.92199 sec, avg_samples: 96.0, avg_ips: 32.85432 images/sec.
Type : pill Train [ Epoch 102/256 iter 2 ] lr: 0.00317, loss: 0.19857, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11227 sec, avg_samples: 96.0, avg_ips: 855.07516 images/sec.
Type : pill Train [ Epoch 102/256 iter 3 ] lr: 0.00317, loss: 0.23116, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.09626 sec, avg_samples: 75.0, avg_ips: 779.17206 images/sec.
Type : pill Train [ Epoch 103/256 iter 1 ] lr: 0.00295, loss: 0.22921, avg_reader_cost: 2.67083 sec, avg_batch_cost: 2.77800 sec, avg_samples: 96.0, avg_ips: 34.55720 images/sec.
Type : pill Train [ Epoch 103/256 iter 2 ] lr: 0.00295, loss: 0.23666, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10652 sec, avg_samples: 96.0, avg_ips: 901.22763 images/sec.
Type : pill Train [ Epoch 103/256 iter 3 ] lr: 0.00295, loss: 0.21487, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.08782 sec, avg_samples: 75.0, avg_ips: 854.01211 images/sec.
Type : pill Train [ Epoch 104/256 iter 1 ] lr: 0.00274, loss: 0.19728, avg_reader_cost: 2.76174 sec, avg_batch_cost: 2.86806 sec, avg_samples: 96.0, avg_ips: 33.47211 images/sec.
Type : pill Train [ Epoch 104/256 iter 2 ] lr: 0.00274, loss: 0.22360, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11285 sec, avg_samples: 96.0, avg_ips: 850.71588 images/sec.
Type : pill Train [ Epoch 104/256 iter 3 ] lr: 0.00274, loss: 0.24814, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.09466 sec, avg_samples: 75.0, avg_ips: 792.34687 images/sec.
Type : pill Test [ Epoch 104/256 ] test_cost: 10.921149 sec max_auc: 0.94517 roc_auc : 0.942990.
Type : pill Train [ Epoch 105/256 iter 1 ] lr: 0.00253, loss: 0.19668, avg_reader_cost: 2.95904 sec, avg_batch_cost: 3.07426 sec, avg_samples: 96.0, avg_ips: 31.22700 images/sec.
Type : pill Train [ Epoch 105/256 iter 2 ] lr: 0.00253, loss: 0.21905, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11342 sec, avg_samples: 96.0, avg_ips: 846.43463 images/sec.
Type : pill Train [ Epoch 105/256 iter 3 ] lr: 0.00253, loss: 0.26531, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.09615 sec, avg_samples: 75.0, avg_ips: 780.06085 images/sec.
Type : pill Train [ Epoch 106/256 iter 1 ] lr: 0.00233, loss: 0.21832, avg_reader_cost: 2.57243 sec, avg_batch_cost: 2.68553 sec, avg_samples: 96.0, avg_ips: 35.74717 images/sec.
Type : pill Train [ Epoch 106/256 iter 2 ] lr: 0.00233, loss: 0.19995, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11193 sec, avg_samples: 96.0, avg_ips: 857.64867 images/sec.
Type : pill Train [ Epoch 106/256 iter 3 ] lr: 0.00233, loss: 0.21793, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.09440 sec, avg_samples: 75.0, avg_ips: 794.44999 images/sec.
Type : pill Train [ Epoch 107/256 iter 1 ] lr: 0.00213, loss: 0.20791, avg_reader_cost: 2.84532 sec, avg_batch_cost: 2.97343 sec, avg_samples: 96.0, avg_ips: 32.28599 images/sec.
Type : pill Train [ Epoch 107/256 iter 2 ] lr: 0.00213, loss: 0.18389, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11228 sec, avg_samples: 96.0, avg_ips: 854.98438 images/sec.
Type : pill Train [ Epoch 107/256 iter 3 ] lr: 0.00213, loss: 0.19343, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.09592 sec, avg_samples: 75.0, avg_ips: 781.93004 images/sec.
Type : pill Train [ Epoch 108/256 iter 1 ] lr: 0.00195, loss: 0.19465, avg_reader_cost: 3.04895 sec, avg_batch_cost: 3.17212 sec, avg_samples: 96.0, avg_ips: 30.26370 images/sec.
Type : pill Train [ Epoch 108/256 iter 2 ] lr: 0.00195, loss: 0.22392, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11286 sec, avg_samples: 96.0, avg_ips: 850.62782 images/sec.
Type : pill Train [ Epoch 108/256 iter 3 ] lr: 0.00195, loss: 0.25083, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.09623 sec, avg_samples: 75.0, avg_ips: 779.37283 images/sec.
Type : pill Train [ Epoch 109/256 iter 1 ] lr: 0.00177, loss: 0.21299, avg_reader_cost: 2.47128 sec, avg_batch_cost: 2.57689 sec, avg_samples: 96.0, avg_ips: 37.25418 images/sec.
Type : pill Train [ Epoch 109/256 iter 2 ] lr: 0.00177, loss: 0.20300, avg_reader_cost: 0.04275 sec, avg_batch_cost: 0.14757 sec, avg_samples: 96.0, avg_ips: 650.52027 images/sec.
Type : pill Train [ Epoch 109/256 iter 3 ] lr: 0.00177, loss: 0.18373, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.08748 sec, avg_samples: 75.0, avg_ips: 857.35685 images/sec.
Type : pill Train [ Epoch 110/256 iter 1 ] lr: 0.00160, loss: 0.26286, avg_reader_cost: 2.58300 sec, avg_batch_cost: 2.69017 sec, avg_samples: 96.0, avg_ips: 35.68546 images/sec.
Type : pill Train [ Epoch 110/256 iter 2 ] lr: 0.00160, loss: 0.20305, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.10775 sec, avg_samples: 96.0, avg_ips: 890.91827 images/sec.
Type : pill Train [ Epoch 110/256 iter 3 ] lr: 0.00160, loss: 0.25905, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.08819 sec, avg_samples: 75.0, avg_ips: 850.46109 images/sec.
Type : pill Train [ Epoch 111/256 iter 1 ] lr: 0.00144, loss: 0.17339, avg_reader_cost: 2.70154 sec, avg_batch_cost: 2.80835 sec, avg_samples: 96.0, avg_ips: 34.18380 images/sec.
Type : pill Train [ Epoch 111/256 iter 2 ] lr: 0.00144, loss: 0.19933, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10512 sec, avg_samples: 96.0, avg_ips: 913.23214 images/sec.
Type : pill Train [ Epoch 111/256 iter 3 ] lr: 0.00144, loss: 0.23142, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.08627 sec, avg_samples: 75.0, avg_ips: 869.32664 images/sec.
Type : pill Train [ Epoch 112/256 iter 1 ] lr: 0.00129, loss: 0.17410, avg_reader_cost: 2.72965 sec, avg_batch_cost: 2.83938 sec, avg_samples: 96.0, avg_ips: 33.81023 images/sec.
Type : pill Train [ Epoch 112/256 iter 2 ] lr: 0.00129, loss: 0.19755, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10393 sec, avg_samples: 96.0, avg_ips: 923.72410 images/sec.
Type : pill Train [ Epoch 112/256 iter 3 ] lr: 0.00129, loss: 0.18652, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.08707 sec, avg_samples: 75.0, avg_ips: 861.34300 images/sec.
Type : pill Test [ Epoch 112/256 ] test_cost: 9.369672 sec max_auc: 0.94517 roc_auc : 0.939716.
Type : pill Train [ Epoch 113/256 iter 1 ] lr: 0.00114, loss: 0.22270, avg_reader_cost: 2.64902 sec, avg_batch_cost: 2.75519 sec, avg_samples: 96.0, avg_ips: 34.84331 images/sec.
Type : pill Train [ Epoch 113/256 iter 2 ] lr: 0.00114, loss: 0.22159, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.10380 sec, avg_samples: 96.0, avg_ips: 924.84647 images/sec.
Type : pill Train [ Epoch 113/256 iter 3 ] lr: 0.00114, loss: 0.20115, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.08982 sec, avg_samples: 75.0, avg_ips: 835.02636 images/sec.
Type : pill Train [ Epoch 114/256 iter 1 ] lr: 0.00101, loss: 0.21450, avg_reader_cost: 2.64184 sec, avg_batch_cost: 2.74822 sec, avg_samples: 96.0, avg_ips: 34.93172 images/sec.
Type : pill Train [ Epoch 114/256 iter 2 ] lr: 0.00101, loss: 0.25527, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10722 sec, avg_samples: 96.0, avg_ips: 895.35987 images/sec.
Type : pill Train [ Epoch 114/256 iter 3 ] lr: 0.00101, loss: 0.25574, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.08728 sec, avg_samples: 75.0, avg_ips: 859.25610 images/sec.
Type : pill Train [ Epoch 115/256 iter 1 ] lr: 0.00088, loss: 0.17883, avg_reader_cost: 2.39292 sec, avg_batch_cost: 2.49870 sec, avg_samples: 96.0, avg_ips: 38.41994 images/sec.
Type : pill Train [ Epoch 115/256 iter 2 ] lr: 0.00088, loss: 0.22051, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10427 sec, avg_samples: 96.0, avg_ips: 920.69526 images/sec.
Type : pill Train [ Epoch 115/256 iter 3 ] lr: 0.00088, loss: 0.24327, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.08733 sec, avg_samples: 75.0, avg_ips: 858.79633 images/sec.
Type : pill Train [ Epoch 116/256 iter 1 ] lr: 0.00076, loss: 0.16363, avg_reader_cost: 2.64351 sec, avg_batch_cost: 2.74972 sec, avg_samples: 96.0, avg_ips: 34.91268 images/sec.
Type : pill Train [ Epoch 116/256 iter 2 ] lr: 0.00076, loss: 0.24128, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10726 sec, avg_samples: 96.0, avg_ips: 895.04740 images/sec.
Type : pill Train [ Epoch 116/256 iter 3 ] lr: 0.00076, loss: 0.14971, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.08749 sec, avg_samples: 75.0, avg_ips: 857.27040 images/sec.
Type : pill Train [ Epoch 117/256 iter 1 ] lr: 0.00065, loss: 0.17505, avg_reader_cost: 2.50508 sec, avg_batch_cost: 2.61159 sec, avg_samples: 96.0, avg_ips: 36.75919 images/sec.
Type : pill Train [ Epoch 117/256 iter 2 ] lr: 0.00065, loss: 0.20915, avg_reader_cost: 0.03747 sec, avg_batch_cost: 0.14365 sec, avg_samples: 96.0, avg_ips: 668.30404 images/sec.
Type : pill Train [ Epoch 117/256 iter 3 ] lr: 0.00065, loss: 0.19373, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.08770 sec, avg_samples: 75.0, avg_ips: 855.20084 images/sec.
Type : pill Train [ Epoch 118/256 iter 1 ] lr: 0.00054, loss: 0.26191, avg_reader_cost: 2.59115 sec, avg_batch_cost: 2.69729 sec, avg_samples: 96.0, avg_ips: 35.59130 images/sec.
Type : pill Train [ Epoch 118/256 iter 2 ] lr: 0.00054, loss: 0.17297, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10457 sec, avg_samples: 96.0, avg_ips: 918.05029 images/sec.
Type : pill Train [ Epoch 118/256 iter 3 ] lr: 0.00054, loss: 0.22849, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.08894 sec, avg_samples: 75.0, avg_ips: 843.25020 images/sec.
Type : pill Train [ Epoch 119/256 iter 1 ] lr: 0.00045, loss: 0.21200, avg_reader_cost: 2.69312 sec, avg_batch_cost: 2.80119 sec, avg_samples: 96.0, avg_ips: 34.27119 images/sec.
Type : pill Train [ Epoch 119/256 iter 2 ] lr: 0.00045, loss: 0.22699, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10379 sec, avg_samples: 96.0, avg_ips: 924.96120 images/sec.
Type : pill Train [ Epoch 119/256 iter 3 ] lr: 0.00045, loss: 0.16287, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.08687 sec, avg_samples: 75.0, avg_ips: 863.35238 images/sec.
Type : pill Train [ Epoch 120/256 iter 1 ] lr: 0.00036, loss: 0.21559, avg_reader_cost: 2.69718 sec, avg_batch_cost: 2.80281 sec, avg_samples: 96.0, avg_ips: 34.25133 images/sec.
Type : pill Train [ Epoch 120/256 iter 2 ] lr: 0.00036, loss: 0.20965, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10368 sec, avg_samples: 96.0, avg_ips: 925.88428 images/sec.
Type : pill Train [ Epoch 120/256 iter 3 ] lr: 0.00036, loss: 0.24762, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.08697 sec, avg_samples: 75.0, avg_ips: 862.33706 images/sec.
Type : pill Test [ Epoch 120/256 ] test_cost: 8.747975 sec max_auc: 0.94517 roc_auc : 0.937534.
Type : pill Train [ Epoch 121/256 iter 1 ] lr: 0.00029, loss: 0.23674, avg_reader_cost: 2.63721 sec, avg_batch_cost: 2.75014 sec, avg_samples: 96.0, avg_ips: 34.90731 images/sec.
Type : pill Train [ Epoch 121/256 iter 2 ] lr: 0.00029, loss: 0.17715, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11112 sec, avg_samples: 96.0, avg_ips: 863.93656 images/sec.
Type : pill Train [ Epoch 121/256 iter 3 ] lr: 0.00029, loss: 0.25537, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.09678 sec, avg_samples: 75.0, avg_ips: 774.96828 images/sec.
Type : pill Train [ Epoch 122/256 iter 1 ] lr: 0.00022, loss: 0.22287, avg_reader_cost: 2.66823 sec, avg_batch_cost: 2.78112 sec, avg_samples: 96.0, avg_ips: 34.51842 images/sec.
Type : pill Train [ Epoch 122/256 iter 2 ] lr: 0.00022, loss: 0.16331, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11177 sec, avg_samples: 96.0, avg_ips: 858.91284 images/sec.
Type : pill Train [ Epoch 122/256 iter 3 ] lr: 0.00022, loss: 0.22990, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.09638 sec, avg_samples: 75.0, avg_ips: 778.15053 images/sec.
Type : pill Train [ Epoch 123/256 iter 1 ] lr: 0.00016, loss: 0.21144, avg_reader_cost: 2.66256 sec, avg_batch_cost: 2.77554 sec, avg_samples: 96.0, avg_ips: 34.58790 images/sec.
Type : pill Train [ Epoch 123/256 iter 2 ] lr: 0.00016, loss: 0.19143, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11306 sec, avg_samples: 96.0, avg_ips: 849.13534 images/sec.
Type : pill Train [ Epoch 123/256 iter 3 ] lr: 0.00016, loss: 0.22835, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.09417 sec, avg_samples: 75.0, avg_ips: 796.40498 images/sec.
Type : pill Train [ Epoch 124/256 iter 1 ] lr: 0.00011, loss: 0.21712, avg_reader_cost: 2.53721 sec, avg_batch_cost: 2.64956 sec, avg_samples: 96.0, avg_ips: 36.23248 images/sec.
Type : pill Train [ Epoch 124/256 iter 2 ] lr: 0.00011, loss: 0.22522, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11115 sec, avg_samples: 96.0, avg_ips: 863.66045 images/sec.
Type : pill Train [ Epoch 124/256 iter 3 ] lr: 0.00011, loss: 0.20766, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.09500 sec, avg_samples: 75.0, avg_ips: 789.43977 images/sec.
Type : pill Train [ Epoch 125/256 iter 1 ] lr: 0.00007, loss: 0.20723, avg_reader_cost: 2.56106 sec, avg_batch_cost: 2.67372 sec, avg_samples: 96.0, avg_ips: 35.90503 images/sec.
Type : pill Train [ Epoch 125/256 iter 2 ] lr: 0.00007, loss: 0.17675, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.11153 sec, avg_samples: 96.0, avg_ips: 860.74157 images/sec.
Type : pill Train [ Epoch 125/256 iter 3 ] lr: 0.00007, loss: 0.19382, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.09453 sec, avg_samples: 75.0, avg_ips: 793.43005 images/sec.
