
############################
training hazelnut
############################

Type : hazelnut Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.28789, avg_reader_cost: 3.20340 sec, avg_batch_cost: 3.31736 sec, avg_samples: 96.0, avg_ips: 28.93864 images/sec.
Type : hazelnut Train [ Epoch 121/256 iter 2 ] lr: 0.00029, loss: 0.10099, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11224 sec, avg_samples: 96.0, avg_ips: 855.31310 images/sec.
Type : hazelnut Train [ Epoch 121/256 iter 3 ] lr: 0.00029, loss: 0.09929, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11224 sec, avg_samples: 96.0, avg_ips: 855.32037 images/sec.
Type : hazelnut Train [ Epoch 121/256 iter 4 ] lr: 0.00029, loss: 0.11988, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.11136 sec, avg_samples: 96.0, avg_ips: 862.03887 images/sec.
Type : hazelnut Train [ Epoch 121/256 iter 5 ] lr: 0.00029, loss: 0.10076, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.03837 sec, avg_samples: 7.0, avg_ips: 182.43356 images/sec.
Type : hazelnut Train [ Epoch 122/256 iter 1 ] lr: 0.00022, loss: 0.12474, avg_reader_cost: 2.48203 sec, avg_batch_cost: 2.59610 sec, avg_samples: 96.0, avg_ips: 36.97859 images/sec.
Type : hazelnut Train [ Epoch 122/256 iter 2 ] lr: 0.00022, loss: 0.05880, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11247 sec, avg_samples: 96.0, avg_ips: 853.59781 images/sec.
Type : hazelnut Train [ Epoch 122/256 iter 3 ] lr: 0.00022, loss: 0.05424, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11210 sec, avg_samples: 96.0, avg_ips: 856.39368 images/sec.
Type : hazelnut Train [ Epoch 122/256 iter 4 ] lr: 0.00022, loss: 0.06962, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.11263 sec, avg_samples: 96.0, avg_ips: 852.35825 images/sec.
Type : hazelnut Train [ Epoch 122/256 iter 5 ] lr: 0.00022, loss: 0.02040, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.03885 sec, avg_samples: 7.0, avg_ips: 180.18207 images/sec.
Type : hazelnut Train [ Epoch 123/256 iter 1 ] lr: 0.00016, loss: 0.16594, avg_reader_cost: 1.92666 sec, avg_batch_cost: 2.03990 sec, avg_samples: 96.0, avg_ips: 47.06104 images/sec.
Type : hazelnut Train [ Epoch 123/256 iter 2 ] lr: 0.00016, loss: 0.08940, avg_reader_cost: 0.29242 sec, avg_batch_cost: 0.40427 sec, avg_samples: 96.0, avg_ips: 237.46286 images/sec.
Type : hazelnut Train [ Epoch 123/256 iter 3 ] lr: 0.00016, loss: 0.09775, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11225 sec, avg_samples: 96.0, avg_ips: 855.24407 images/sec.
Type : hazelnut Train [ Epoch 123/256 iter 4 ] lr: 0.00016, loss: 0.07697, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11380 sec, avg_samples: 96.0, avg_ips: 843.56897 images/sec.
Type : hazelnut Train [ Epoch 123/256 iter 5 ] lr: 0.00016, loss: 0.02133, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.03838 sec, avg_samples: 7.0, avg_ips: 182.40410 images/sec.
Type : hazelnut Train [ Epoch 124/256 iter 1 ] lr: 0.00011, loss: 0.12217, avg_reader_cost: 1.95056 sec, avg_batch_cost: 2.06312 sec, avg_samples: 96.0, avg_ips: 46.53136 images/sec.
Type : hazelnut Train [ Epoch 124/256 iter 2 ] lr: 0.00011, loss: 0.09552, avg_reader_cost: 0.12353 sec, avg_batch_cost: 0.23401 sec, avg_samples: 96.0, avg_ips: 410.24017 images/sec.
Type : hazelnut Train [ Epoch 124/256 iter 3 ] lr: 0.00011, loss: 0.06081, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11353 sec, avg_samples: 96.0, avg_ips: 845.58141 images/sec.
Type : hazelnut Train [ Epoch 124/256 iter 4 ] lr: 0.00011, loss: 0.14818, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10625 sec, avg_samples: 96.0, avg_ips: 903.50468 images/sec.
Type : hazelnut Train [ Epoch 124/256 iter 5 ] lr: 0.00011, loss: 0.14026, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.02675 sec, avg_samples: 7.0, avg_ips: 261.71637 images/sec.
Type : hazelnut Train [ Epoch 125/256 iter 1 ] lr: 0.00007, loss: 0.10335, avg_reader_cost: 2.25542 sec, avg_batch_cost: 2.36141 sec, avg_samples: 96.0, avg_ips: 40.65363 images/sec.
Type : hazelnut Train [ Epoch 125/256 iter 2 ] lr: 0.00007, loss: 0.03990, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10497 sec, avg_samples: 96.0, avg_ips: 914.53266 images/sec.
Type : hazelnut Train [ Epoch 125/256 iter 3 ] lr: 0.00007, loss: 0.10876, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10429 sec, avg_samples: 96.0, avg_ips: 920.53740 images/sec.
Type : hazelnut Train [ Epoch 125/256 iter 4 ] lr: 0.00007, loss: 0.10054, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10523 sec, avg_samples: 96.0, avg_ips: 912.29897 images/sec.
Type : hazelnut Train [ Epoch 125/256 iter 5 ] lr: 0.00007, loss: 0.01990, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.02582 sec, avg_samples: 7.0, avg_ips: 271.06494 images/sec.
Type : hazelnut Train [ Epoch 126/256 iter 1 ] lr: 0.00004, loss: 0.05433, avg_reader_cost: 1.91123 sec, avg_batch_cost: 2.01750 sec, avg_samples: 96.0, avg_ips: 47.58367 images/sec.
Type : hazelnut Train [ Epoch 126/256 iter 2 ] lr: 0.00004, loss: 0.05834, avg_reader_cost: 0.14845 sec, avg_batch_cost: 0.25514 sec, avg_samples: 96.0, avg_ips: 376.25864 images/sec.
Type : hazelnut Train [ Epoch 126/256 iter 3 ] lr: 0.00004, loss: 0.09446, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10399 sec, avg_samples: 96.0, avg_ips: 923.16923 images/sec.
Type : hazelnut Train [ Epoch 126/256 iter 4 ] lr: 0.00004, loss: 0.09325, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10442 sec, avg_samples: 96.0, avg_ips: 919.34778 images/sec.
Type : hazelnut Train [ Epoch 126/256 iter 5 ] lr: 0.00004, loss: 0.14302, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.02591 sec, avg_samples: 7.0, avg_ips: 270.18937 images/sec.
Type : hazelnut Train [ Epoch 127/256 iter 1 ] lr: 0.00002, loss: 0.08054, avg_reader_cost: 1.94140 sec, avg_batch_cost: 2.04728 sec, avg_samples: 96.0, avg_ips: 46.89139 images/sec.
Type : hazelnut Train [ Epoch 127/256 iter 2 ] lr: 0.00002, loss: 0.11021, avg_reader_cost: 0.10833 sec, avg_batch_cost: 0.21231 sec, avg_samples: 96.0, avg_ips: 452.16020 images/sec.
Type : hazelnut Train [ Epoch 127/256 iter 3 ] lr: 0.00002, loss: 0.11510, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.10432 sec, avg_samples: 96.0, avg_ips: 920.21342 images/sec.
Type : hazelnut Train [ Epoch 127/256 iter 4 ] lr: 0.00002, loss: 0.08791, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10503 sec, avg_samples: 96.0, avg_ips: 914.00122 images/sec.
Type : hazelnut Train [ Epoch 127/256 iter 5 ] lr: 0.00002, loss: 0.13069, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.02532 sec, avg_samples: 7.0, avg_ips: 276.45811 images/sec.
Type : hazelnut Train [ Epoch 128/256 iter 1 ] lr: 0.00000, loss: 0.08250, avg_reader_cost: 1.93112 sec, avg_batch_cost: 2.03666 sec, avg_samples: 96.0, avg_ips: 47.13605 images/sec.
Type : hazelnut Train [ Epoch 128/256 iter 2 ] lr: 0.00000, loss: 0.11567, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10400 sec, avg_samples: 96.0, avg_ips: 923.05707 images/sec.
Type : hazelnut Train [ Epoch 128/256 iter 3 ] lr: 0.00000, loss: 0.07422, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10318 sec, avg_samples: 96.0, avg_ips: 930.45004 images/sec.
Type : hazelnut Train [ Epoch 128/256 iter 4 ] lr: 0.00000, loss: 0.08661, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10587 sec, avg_samples: 96.0, avg_ips: 906.76830 images/sec.
Type : hazelnut Train [ Epoch 128/256 iter 5 ] lr: 0.00000, loss: 0.01583, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.02638 sec, avg_samples: 7.0, avg_ips: 265.32074 images/sec.
Type : hazelnut Test [ Epoch 128/256 ] test_cost: 10.397867 sec max_auc: 0.96571 roc_auc : 0.950000.
Type : hazelnut Train [ Epoch 129/256 iter 1 ] lr: 0.00000, loss: 0.06218, avg_reader_cost: 2.39851 sec, avg_batch_cost: 2.51226 sec, avg_samples: 96.0, avg_ips: 38.21258 images/sec.
Type : hazelnut Train [ Epoch 129/256 iter 2 ] lr: 0.00000, loss: 0.08817, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11261 sec, avg_samples: 96.0, avg_ips: 852.50081 images/sec.
Type : hazelnut Train [ Epoch 129/256 iter 3 ] lr: 0.00000, loss: 0.11342, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11171 sec, avg_samples: 96.0, avg_ips: 859.34728 images/sec.
Type : hazelnut Train [ Epoch 129/256 iter 4 ] lr: 0.00000, loss: 0.06835, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.10950 sec, avg_samples: 96.0, avg_ips: 876.74533 images/sec.
Type : hazelnut Train [ Epoch 129/256 iter 5 ] lr: 0.00000, loss: 0.03536, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.03747 sec, avg_samples: 7.0, avg_ips: 186.82155 images/sec.
Type : hazelnut Train [ Epoch 130/256 iter 1 ] lr: 0.00000, loss: 0.09903, avg_reader_cost: 2.26670 sec, avg_batch_cost: 2.37992 sec, avg_samples: 96.0, avg_ips: 40.33745 images/sec.
Type : hazelnut Train [ Epoch 130/256 iter 2 ] lr: 0.00000, loss: 0.07903, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11209 sec, avg_samples: 96.0, avg_ips: 856.45743 images/sec.
Type : hazelnut Train [ Epoch 130/256 iter 3 ] lr: 0.00000, loss: 0.07640, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11151 sec, avg_samples: 96.0, avg_ips: 860.90536 images/sec.
Type : hazelnut Train [ Epoch 130/256 iter 4 ] lr: 0.00000, loss: 0.07643, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.11061 sec, avg_samples: 96.0, avg_ips: 867.87869 images/sec.
Type : hazelnut Train [ Epoch 130/256 iter 5 ] lr: 0.00000, loss: 0.01561, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.03876 sec, avg_samples: 7.0, avg_ips: 180.58769 images/sec.
Type : hazelnut Train [ Epoch 131/256 iter 1 ] lr: 0.00002, loss: 0.09534, avg_reader_cost: 2.42484 sec, avg_batch_cost: 2.53791 sec, avg_samples: 96.0, avg_ips: 37.82640 images/sec.
Type : hazelnut Train [ Epoch 131/256 iter 2 ] lr: 0.00002, loss: 0.08729, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11352 sec, avg_samples: 96.0, avg_ips: 845.64534 images/sec.
Type : hazelnut Train [ Epoch 131/256 iter 3 ] lr: 0.00002, loss: 0.12982, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.11050 sec, avg_samples: 96.0, avg_ips: 868.75502 images/sec.
Type : hazelnut Train [ Epoch 131/256 iter 4 ] lr: 0.00002, loss: 0.07839, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11219 sec, avg_samples: 96.0, avg_ips: 855.66208 images/sec.
Type : hazelnut Train [ Epoch 131/256 iter 5 ] lr: 0.00002, loss: 0.01873, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.04198 sec, avg_samples: 7.0, avg_ips: 166.72891 images/sec.
Type : hazelnut Train [ Epoch 132/256 iter 1 ] lr: 0.00004, loss: 0.08511, avg_reader_cost: 2.40829 sec, avg_batch_cost: 2.52083 sec, avg_samples: 96.0, avg_ips: 38.08273 images/sec.
Type : hazelnut Train [ Epoch 132/256 iter 2 ] lr: 0.00004, loss: 0.13266, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.11056 sec, avg_samples: 96.0, avg_ips: 868.32787 images/sec.
Type : hazelnut Train [ Epoch 132/256 iter 3 ] lr: 0.00004, loss: 0.09588, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11249 sec, avg_samples: 96.0, avg_ips: 853.41327 images/sec.
Type : hazelnut Train [ Epoch 132/256 iter 4 ] lr: 0.00004, loss: 0.08095, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10628 sec, avg_samples: 96.0, avg_ips: 903.26957 images/sec.
Type : hazelnut Train [ Epoch 132/256 iter 5 ] lr: 0.00004, loss: 0.01914, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.02567 sec, avg_samples: 7.0, avg_ips: 272.65839 images/sec.
Type : hazelnut Train [ Epoch 133/256 iter 1 ] lr: 0.00007, loss: 0.07048, avg_reader_cost: 2.48236 sec, avg_batch_cost: 2.59059 sec, avg_samples: 96.0, avg_ips: 37.05722 images/sec.
Type : hazelnut Train [ Epoch 133/256 iter 2 ] lr: 0.00007, loss: 0.07019, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.10522 sec, avg_samples: 96.0, avg_ips: 912.33617 images/sec.
Type : hazelnut Train [ Epoch 133/256 iter 3 ] lr: 0.00007, loss: 0.07852, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10348 sec, avg_samples: 96.0, avg_ips: 927.68681 images/sec.
Type : hazelnut Train [ Epoch 133/256 iter 4 ] lr: 0.00007, loss: 0.07271, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10317 sec, avg_samples: 96.0, avg_ips: 930.53390 images/sec.
Type : hazelnut Train [ Epoch 133/256 iter 5 ] lr: 0.00007, loss: 0.27151, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.03147 sec, avg_samples: 7.0, avg_ips: 222.40162 images/sec.
Type : hazelnut Train [ Epoch 134/256 iter 1 ] lr: 0.00011, loss: 0.09096, avg_reader_cost: 2.41703 sec, avg_batch_cost: 2.52329 sec, avg_samples: 96.0, avg_ips: 38.04562 images/sec.
Type : hazelnut Train [ Epoch 134/256 iter 2 ] lr: 0.00011, loss: 0.08157, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10431 sec, avg_samples: 96.0, avg_ips: 920.31437 images/sec.
Type : hazelnut Train [ Epoch 134/256 iter 3 ] lr: 0.00011, loss: 0.06915, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10384 sec, avg_samples: 96.0, avg_ips: 924.50247 images/sec.
Type : hazelnut Train [ Epoch 134/256 iter 4 ] lr: 0.00011, loss: 0.10251, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.10478 sec, avg_samples: 96.0, avg_ips: 916.22242 images/sec.
Type : hazelnut Train [ Epoch 134/256 iter 5 ] lr: 0.00011, loss: 0.01518, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.02567 sec, avg_samples: 7.0, avg_ips: 272.72931 images/sec.
Type : hazelnut Train [ Epoch 135/256 iter 1 ] lr: 0.00016, loss: 0.05891, avg_reader_cost: 1.93886 sec, avg_batch_cost: 2.04438 sec, avg_samples: 96.0, avg_ips: 46.95791 images/sec.
Type : hazelnut Train [ Epoch 135/256 iter 2 ] lr: 0.00016, loss: 0.10843, avg_reader_cost: 0.04025 sec, avg_batch_cost: 0.14384 sec, avg_samples: 96.0, avg_ips: 667.42890 images/sec.
Type : hazelnut Train [ Epoch 135/256 iter 3 ] lr: 0.00016, loss: 0.12027, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10397 sec, avg_samples: 96.0, avg_ips: 923.34070 images/sec.
Type : hazelnut Train [ Epoch 135/256 iter 4 ] lr: 0.00016, loss: 0.07541, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10775 sec, avg_samples: 96.0, avg_ips: 890.91038 images/sec.
Type : hazelnut Train [ Epoch 135/256 iter 5 ] lr: 0.00016, loss: 0.07605, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.02592 sec, avg_samples: 7.0, avg_ips: 270.07007 images/sec.
Type : hazelnut Train [ Epoch 136/256 iter 1 ] lr: 0.00022, loss: 0.09231, avg_reader_cost: 2.44277 sec, avg_batch_cost: 2.54920 sec, avg_samples: 96.0, avg_ips: 37.65882 images/sec.
Type : hazelnut Train [ Epoch 136/256 iter 2 ] lr: 0.00022, loss: 0.11472, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10427 sec, avg_samples: 96.0, avg_ips: 920.71842 images/sec.
Type : hazelnut Train [ Epoch 136/256 iter 3 ] lr: 0.00022, loss: 0.08753, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10459 sec, avg_samples: 96.0, avg_ips: 917.88077 images/sec.
Type : hazelnut Train [ Epoch 136/256 iter 4 ] lr: 0.00022, loss: 0.08945, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10282 sec, avg_samples: 96.0, avg_ips: 933.69071 images/sec.
Type : hazelnut Train [ Epoch 136/256 iter 5 ] lr: 0.00022, loss: 0.15726, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.02555 sec, avg_samples: 7.0, avg_ips: 273.92268 images/sec.
Type : hazelnut Test [ Epoch 136/256 ] test_cost: 9.381681 sec max_auc: 0.96571 roc_auc : 0.951071.
Type : hazelnut Train [ Epoch 137/256 iter 1 ] lr: 0.00029, loss: 0.12637, avg_reader_cost: 2.44425 sec, avg_batch_cost: 2.55690 sec, avg_samples: 96.0, avg_ips: 37.54553 images/sec.
Type : hazelnut Train [ Epoch 137/256 iter 2 ] lr: 0.00029, loss: 0.03399, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11116 sec, avg_samples: 96.0, avg_ips: 863.58265 images/sec.
Type : hazelnut Train [ Epoch 137/256 iter 3 ] lr: 0.00029, loss: 0.06066, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.11159 sec, avg_samples: 96.0, avg_ips: 860.30204 images/sec.
Type : hazelnut Train [ Epoch 137/256 iter 4 ] lr: 0.00029, loss: 0.09302, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11137 sec, avg_samples: 96.0, avg_ips: 862.02595 images/sec.
Type : hazelnut Train [ Epoch 137/256 iter 5 ] lr: 0.00029, loss: 0.01515, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.03664 sec, avg_samples: 7.0, avg_ips: 191.05960 images/sec.
Type : hazelnut Train [ Epoch 138/256 iter 1 ] lr: 0.00036, loss: 0.12415, avg_reader_cost: 2.40830 sec, avg_batch_cost: 2.52281 sec, avg_samples: 96.0, avg_ips: 38.05283 images/sec.
Type : hazelnut Train [ Epoch 138/256 iter 2 ] lr: 0.00036, loss: 0.07317, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.10994 sec, avg_samples: 96.0, avg_ips: 873.19179 images/sec.
Type : hazelnut Train [ Epoch 138/256 iter 3 ] lr: 0.00036, loss: 0.11301, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11085 sec, avg_samples: 96.0, avg_ips: 866.06424 images/sec.
Type : hazelnut Train [ Epoch 138/256 iter 4 ] lr: 0.00036, loss: 0.14356, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11042 sec, avg_samples: 96.0, avg_ips: 869.36839 images/sec.
Type : hazelnut Train [ Epoch 138/256 iter 5 ] lr: 0.00036, loss: 0.06934, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.03799 sec, avg_samples: 7.0, avg_ips: 184.28054 images/sec.
Type : hazelnut Train [ Epoch 139/256 iter 1 ] lr: 0.00045, loss: 0.08706, avg_reader_cost: 2.39083 sec, avg_batch_cost: 2.50434 sec, avg_samples: 96.0, avg_ips: 38.33352 images/sec.
Type : hazelnut Train [ Epoch 139/256 iter 2 ] lr: 0.00045, loss: 0.12116, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11195 sec, avg_samples: 96.0, avg_ips: 857.49342 images/sec.
Type : hazelnut Train [ Epoch 139/256 iter 3 ] lr: 0.00045, loss: 0.07904, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11205 sec, avg_samples: 96.0, avg_ips: 856.75265 images/sec.
Type : hazelnut Train [ Epoch 139/256 iter 4 ] lr: 0.00045, loss: 0.10596, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10297 sec, avg_samples: 96.0, avg_ips: 932.32006 images/sec.
Type : hazelnut Train [ Epoch 139/256 iter 5 ] lr: 0.00045, loss: 0.01377, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.02649 sec, avg_samples: 7.0, avg_ips: 264.20813 images/sec.
Type : hazelnut Train [ Epoch 140/256 iter 1 ] lr: 0.00054, loss: 0.08000, avg_reader_cost: 1.91921 sec, avg_batch_cost: 2.02481 sec, avg_samples: 96.0, avg_ips: 47.41182 images/sec.
Type : hazelnut Train [ Epoch 140/256 iter 2 ] lr: 0.00054, loss: 0.15438, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.10688 sec, avg_samples: 96.0, avg_ips: 898.21003 images/sec.
Type : hazelnut Train [ Epoch 140/256 iter 3 ] lr: 0.00054, loss: 0.14137, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10336 sec, avg_samples: 96.0, avg_ips: 928.79099 images/sec.
Type : hazelnut Train [ Epoch 140/256 iter 4 ] lr: 0.00054, loss: 0.09942, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10312 sec, avg_samples: 96.0, avg_ips: 930.99863 images/sec.
Type : hazelnut Train [ Epoch 140/256 iter 5 ] lr: 0.00054, loss: 0.01404, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.02504 sec, avg_samples: 7.0, avg_ips: 279.55104 images/sec.
Type : hazelnut Train [ Epoch 141/256 iter 1 ] lr: 0.00065, loss: 0.08422, avg_reader_cost: 2.45881 sec, avg_batch_cost: 2.56681 sec, avg_samples: 96.0, avg_ips: 37.40054 images/sec.
Type : hazelnut Train [ Epoch 141/256 iter 2 ] lr: 0.00065, loss: 0.04047, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10379 sec, avg_samples: 96.0, avg_ips: 924.97395 images/sec.
Type : hazelnut Train [ Epoch 141/256 iter 3 ] lr: 0.00065, loss: 0.15090, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10273 sec, avg_samples: 96.0, avg_ips: 934.52935 images/sec.
Type : hazelnut Train [ Epoch 141/256 iter 4 ] lr: 0.00065, loss: 0.11568, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.10421 sec, avg_samples: 96.0, avg_ips: 921.24295 images/sec.
Type : hazelnut Train [ Epoch 141/256 iter 5 ] lr: 0.00065, loss: 0.01508, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.02717 sec, avg_samples: 7.0, avg_ips: 257.62182 images/sec.
Type : hazelnut Train [ Epoch 142/256 iter 1 ] lr: 0.00076, loss: 0.08167, avg_reader_cost: 1.91526 sec, avg_batch_cost: 2.02245 sec, avg_samples: 96.0, avg_ips: 47.46722 images/sec.
Type : hazelnut Train [ Epoch 142/256 iter 2 ] lr: 0.00076, loss: 0.11962, avg_reader_cost: 0.13435 sec, avg_batch_cost: 0.23755 sec, avg_samples: 96.0, avg_ips: 404.12785 images/sec.
Type : hazelnut Train [ Epoch 142/256 iter 3 ] lr: 0.00076, loss: 0.05660, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10354 sec, avg_samples: 96.0, avg_ips: 927.15065 images/sec.
Type : hazelnut Train [ Epoch 142/256 iter 4 ] lr: 0.00076, loss: 0.13446, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.10278 sec, avg_samples: 96.0, avg_ips: 934.01125 images/sec.
Type : hazelnut Train [ Epoch 142/256 iter 5 ] lr: 0.00076, loss: 0.01947, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.02938 sec, avg_samples: 7.0, avg_ips: 238.23731 images/sec.
Type : hazelnut Train [ Epoch 143/256 iter 1 ] lr: 0.00088, loss: 0.10510, avg_reader_cost: 2.33828 sec, avg_batch_cost: 2.44359 sec, avg_samples: 96.0, avg_ips: 39.28640 images/sec.
Type : hazelnut Train [ Epoch 143/256 iter 2 ] lr: 0.00088, loss: 0.11185, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10341 sec, avg_samples: 96.0, avg_ips: 928.33060 images/sec.
Type : hazelnut Train [ Epoch 143/256 iter 3 ] lr: 0.00088, loss: 0.09596, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10249 sec, avg_samples: 96.0, avg_ips: 936.68376 images/sec.
Type : hazelnut Train [ Epoch 143/256 iter 4 ] lr: 0.00088, loss: 0.08957, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.10395 sec, avg_samples: 96.0, avg_ips: 923.52919 images/sec.
Type : hazelnut Train [ Epoch 143/256 iter 5 ] lr: 0.00088, loss: 0.01296, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.02503 sec, avg_samples: 7.0, avg_ips: 279.68419 images/sec.
Type : hazelnut Train [ Epoch 144/256 iter 1 ] lr: 0.00101, loss: 0.08801, avg_reader_cost: 1.91876 sec, avg_batch_cost: 2.02358 sec, avg_samples: 96.0, avg_ips: 47.44075 images/sec.
Type : hazelnut Train [ Epoch 144/256 iter 2 ] lr: 0.00101, loss: 0.12110, avg_reader_cost: 0.11825 sec, avg_batch_cost: 0.22105 sec, avg_samples: 96.0, avg_ips: 434.29412 images/sec.
Type : hazelnut Train [ Epoch 144/256 iter 3 ] lr: 0.00101, loss: 0.10984, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10299 sec, avg_samples: 96.0, avg_ips: 932.10424 images/sec.
Type : hazelnut Train [ Epoch 144/256 iter 4 ] lr: 0.00101, loss: 0.04166, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10553 sec, avg_samples: 96.0, avg_ips: 909.68756 images/sec.
Type : hazelnut Train [ Epoch 144/256 iter 5 ] lr: 0.00101, loss: 0.06169, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.02563 sec, avg_samples: 7.0, avg_ips: 273.14542 images/sec.
Type : hazelnut Test [ Epoch 144/256 ] test_cost: 9.647869 sec max_auc: 0.96571 roc_auc : 0.950357.
Type : hazelnut Train [ Epoch 145/256 iter 1 ] lr: 0.00114, loss: 0.05644, avg_reader_cost: 2.68233 sec, avg_batch_cost: 2.78782 sec, avg_samples: 96.0, avg_ips: 34.43557 images/sec.
Type : hazelnut Train [ Epoch 145/256 iter 2 ] lr: 0.00114, loss: 0.07359, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10380 sec, avg_samples: 96.0, avg_ips: 924.89533 images/sec.
Type : hazelnut Train [ Epoch 145/256 iter 3 ] lr: 0.00114, loss: 0.07448, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10314 sec, avg_samples: 96.0, avg_ips: 930.74039 images/sec.
Type : hazelnut Train [ Epoch 145/256 iter 4 ] lr: 0.00114, loss: 0.08988, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10309 sec, avg_samples: 96.0, avg_ips: 931.18379 images/sec.
