
############################
training wood
############################

Type : wood Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.59046, avg_reader_cost: 3.61244 sec, avg_batch_cost: 3.74143 sec, avg_samples: 96.0, avg_ips: 25.65866 images/sec.
Type : wood Train [ Epoch 84/256 iter 2 ] lr: 0.00826, loss: 0.03738, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10686 sec, avg_samples: 96.0, avg_ips: 898.38438 images/sec.
Type : wood Train [ Epoch 84/256 iter 3 ] lr: 0.00826, loss: 0.00507, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.07452 sec, avg_samples: 55.0, avg_ips: 738.09358 images/sec.
Type : wood Train [ Epoch 85/256 iter 1 ] lr: 0.00793, loss: 0.02296, avg_reader_cost: 2.68430 sec, avg_batch_cost: 2.79215 sec, avg_samples: 96.0, avg_ips: 34.38215 images/sec.
Type : wood Train [ Epoch 85/256 iter 2 ] lr: 0.00793, loss: 0.00546, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.10635 sec, avg_samples: 96.0, avg_ips: 902.70863 images/sec.
Type : wood Train [ Epoch 85/256 iter 3 ] lr: 0.00793, loss: 0.06211, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.07251 sec, avg_samples: 55.0, avg_ips: 758.48859 images/sec.
Type : wood Train [ Epoch 86/256 iter 1 ] lr: 0.00761, loss: 0.01943, avg_reader_cost: 2.08613 sec, avg_batch_cost: 2.20221 sec, avg_samples: 96.0, avg_ips: 43.59259 images/sec.
Type : wood Train [ Epoch 86/256 iter 2 ] lr: 0.00761, loss: 0.04598, avg_reader_cost: 0.39517 sec, avg_batch_cost: 0.51381 sec, avg_samples: 96.0, avg_ips: 186.83770 images/sec.
Type : wood Train [ Epoch 86/256 iter 3 ] lr: 0.00761, loss: 0.05956, avg_reader_cost: 0.00036 sec, avg_batch_cost: 0.08218 sec, avg_samples: 55.0, avg_ips: 669.26046 images/sec.
Type : wood Train [ Epoch 87/256 iter 1 ] lr: 0.00729, loss: 0.01786, avg_reader_cost: 2.90318 sec, avg_batch_cost: 3.02280 sec, avg_samples: 96.0, avg_ips: 31.75865 images/sec.
Type : wood Train [ Epoch 87/256 iter 2 ] lr: 0.00729, loss: 0.04962, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11639 sec, avg_samples: 96.0, avg_ips: 824.84530 images/sec.
Type : wood Train [ Epoch 87/256 iter 3 ] lr: 0.00729, loss: 0.02764, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.08126 sec, avg_samples: 55.0, avg_ips: 676.86985 images/sec.
Type : wood Train [ Epoch 88/256 iter 1 ] lr: 0.00698, loss: 0.04014, avg_reader_cost: 2.85018 sec, avg_batch_cost: 2.96793 sec, avg_samples: 96.0, avg_ips: 32.34578 images/sec.
Type : wood Train [ Epoch 88/256 iter 2 ] lr: 0.00698, loss: 0.05326, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11574 sec, avg_samples: 96.0, avg_ips: 829.43975 images/sec.
Type : wood Train [ Epoch 88/256 iter 3 ] lr: 0.00698, loss: 0.00574, avg_reader_cost: 0.00033 sec, avg_batch_cost: 0.08084 sec, avg_samples: 55.0, avg_ips: 680.37539 images/sec.
Type : wood Test [ Epoch 88/256 ] test_cost: 8.299640 sec max_auc: 0.98772 roc_auc : 0.986842.
Type : wood Train [ Epoch 89/256 iter 1 ] lr: 0.00667, loss: 0.01441, avg_reader_cost: 2.77108 sec, avg_batch_cost: 2.88701 sec, avg_samples: 96.0, avg_ips: 33.25238 images/sec.
Type : wood Train [ Epoch 89/256 iter 2 ] lr: 0.00667, loss: 0.04576, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.11069 sec, avg_samples: 96.0, avg_ips: 867.31973 images/sec.
Type : wood Train [ Epoch 89/256 iter 3 ] lr: 0.00667, loss: 0.05852, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.07934 sec, avg_samples: 55.0, avg_ips: 693.24214 images/sec.
Type : wood Train [ Epoch 90/256 iter 1 ] lr: 0.00636, loss: 0.01632, avg_reader_cost: 1.95054 sec, avg_batch_cost: 2.06404 sec, avg_samples: 96.0, avg_ips: 46.51069 images/sec.
Type : wood Train [ Epoch 90/256 iter 2 ] lr: 0.00636, loss: 0.03636, avg_reader_cost: 0.22368 sec, avg_batch_cost: 0.33472 sec, avg_samples: 96.0, avg_ips: 286.80963 images/sec.
Type : wood Train [ Epoch 90/256 iter 3 ] lr: 0.00636, loss: 0.04509, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.07895 sec, avg_samples: 55.0, avg_ips: 696.68616 images/sec.
Type : wood Train [ Epoch 91/256 iter 1 ] lr: 0.00606, loss: 0.04056, avg_reader_cost: 2.86014 sec, avg_batch_cost: 2.97740 sec, avg_samples: 96.0, avg_ips: 32.24290 images/sec.
Type : wood Train [ Epoch 91/256 iter 2 ] lr: 0.00606, loss: 0.00679, avg_reader_cost: 0.00033 sec, avg_batch_cost: 0.11583 sec, avg_samples: 96.0, avg_ips: 828.77393 images/sec.
Type : wood Train [ Epoch 91/256 iter 3 ] lr: 0.00606, loss: 0.01157, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.08043 sec, avg_samples: 55.0, avg_ips: 683.82418 images/sec.
Type : wood Train [ Epoch 92/256 iter 1 ] lr: 0.00577, loss: 0.08058, avg_reader_cost: 2.71772 sec, avg_batch_cost: 2.83237 sec, avg_samples: 96.0, avg_ips: 33.89393 images/sec.
Type : wood Train [ Epoch 92/256 iter 2 ] lr: 0.00577, loss: 0.08880, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11362 sec, avg_samples: 96.0, avg_ips: 844.90185 images/sec.
Type : wood Train [ Epoch 92/256 iter 3 ] lr: 0.00577, loss: 0.00898, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.07826 sec, avg_samples: 55.0, avg_ips: 702.80535 images/sec.
Type : wood Train [ Epoch 93/256 iter 1 ] lr: 0.00548, loss: 0.04333, avg_reader_cost: 2.51359 sec, avg_batch_cost: 2.62675 sec, avg_samples: 96.0, avg_ips: 36.54703 images/sec.
Type : wood Train [ Epoch 93/256 iter 2 ] lr: 0.00548, loss: 0.05915, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.12291 sec, avg_samples: 96.0, avg_ips: 781.06068 images/sec.
Type : wood Train [ Epoch 93/256 iter 3 ] lr: 0.00548, loss: 0.02827, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.07871 sec, avg_samples: 55.0, avg_ips: 698.80503 images/sec.
Type : wood Train [ Epoch 94/256 iter 1 ] lr: 0.00520, loss: 0.03759, avg_reader_cost: 2.03504 sec, avg_batch_cost: 2.14357 sec, avg_samples: 96.0, avg_ips: 44.78506 images/sec.
Type : wood Train [ Epoch 94/256 iter 2 ] lr: 0.00520, loss: 0.02418, avg_reader_cost: 0.29655 sec, avg_batch_cost: 0.40339 sec, avg_samples: 96.0, avg_ips: 237.98384 images/sec.
Type : wood Train [ Epoch 94/256 iter 3 ] lr: 0.00520, loss: 0.03072, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.07422 sec, avg_samples: 55.0, avg_ips: 741.05263 images/sec.
Type : wood Train [ Epoch 95/256 iter 1 ] lr: 0.00493, loss: 0.01749, avg_reader_cost: 2.58744 sec, avg_batch_cost: 2.70313 sec, avg_samples: 96.0, avg_ips: 35.51440 images/sec.
Type : wood Train [ Epoch 95/256 iter 2 ] lr: 0.00493, loss: 0.02052, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11347 sec, avg_samples: 96.0, avg_ips: 846.01314 images/sec.
Type : wood Train [ Epoch 95/256 iter 3 ] lr: 0.00493, loss: 0.03686, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.07851 sec, avg_samples: 55.0, avg_ips: 700.53878 images/sec.
Type : wood Train [ Epoch 96/256 iter 1 ] lr: 0.00466, loss: 0.00458, avg_reader_cost: 2.01874 sec, avg_batch_cost: 2.13283 sec, avg_samples: 96.0, avg_ips: 45.01072 images/sec.
Type : wood Train [ Epoch 96/256 iter 2 ] lr: 0.00466, loss: 0.02626, avg_reader_cost: 0.32647 sec, avg_batch_cost: 0.43873 sec, avg_samples: 96.0, avg_ips: 218.81434 images/sec.
Type : wood Train [ Epoch 96/256 iter 3 ] lr: 0.00466, loss: 0.02608, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.08179 sec, avg_samples: 55.0, avg_ips: 672.43841 images/sec.
Type : wood Test [ Epoch 96/256 ] test_cost: 8.795109 sec max_auc: 0.98772 roc_auc : 0.979825.
Type : wood Train [ Epoch 97/256 iter 1 ] lr: 0.00439, loss: 0.01376, avg_reader_cost: 2.65996 sec, avg_batch_cost: 2.76793 sec, avg_samples: 96.0, avg_ips: 34.68295 images/sec.
Type : wood Train [ Epoch 97/256 iter 2 ] lr: 0.00439, loss: 0.03806, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.10550 sec, avg_samples: 96.0, avg_ips: 909.98155 images/sec.
Type : wood Train [ Epoch 97/256 iter 3 ] lr: 0.00439, loss: 0.03620, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.07147 sec, avg_samples: 55.0, avg_ips: 769.53032 images/sec.
Type : wood Train [ Epoch 98/256 iter 1 ] lr: 0.00414, loss: 0.03757, avg_reader_cost: 3.07597 sec, avg_batch_cost: 3.18618 sec, avg_samples: 96.0, avg_ips: 30.13014 images/sec.
Type : wood Train [ Epoch 98/256 iter 2 ] lr: 0.00414, loss: 0.02092, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10567 sec, avg_samples: 96.0, avg_ips: 908.51760 images/sec.
Type : wood Train [ Epoch 98/256 iter 3 ] lr: 0.00414, loss: 0.01924, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07324 sec, avg_samples: 55.0, avg_ips: 750.98956 images/sec.
Type : wood Train [ Epoch 99/256 iter 1 ] lr: 0.00389, loss: 0.03042, avg_reader_cost: 2.64589 sec, avg_batch_cost: 2.75920 sec, avg_samples: 96.0, avg_ips: 34.79266 images/sec.
Type : wood Train [ Epoch 99/256 iter 2 ] lr: 0.00389, loss: 0.06295, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11286 sec, avg_samples: 96.0, avg_ips: 850.60985 images/sec.
Type : wood Train [ Epoch 99/256 iter 3 ] lr: 0.00389, loss: 0.02928, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.07956 sec, avg_samples: 55.0, avg_ips: 691.30595 images/sec.
Type : wood Train [ Epoch 100/256 iter 1 ] lr: 0.00364, loss: 0.01893, avg_reader_cost: 2.80720 sec, avg_batch_cost: 2.92076 sec, avg_samples: 96.0, avg_ips: 32.86818 images/sec.
Type : wood Train [ Epoch 100/256 iter 2 ] lr: 0.00364, loss: 0.03310, avg_reader_cost: 0.00064 sec, avg_batch_cost: 0.11606 sec, avg_samples: 96.0, avg_ips: 827.13445 images/sec.
Type : wood Train [ Epoch 100/256 iter 3 ] lr: 0.00364, loss: 0.05450, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.08080 sec, avg_samples: 55.0, avg_ips: 680.71067 images/sec.
Type : wood Train [ Epoch 101/256 iter 1 ] lr: 0.00340, loss: 0.05891, avg_reader_cost: 1.98968 sec, avg_batch_cost: 2.10377 sec, avg_samples: 96.0, avg_ips: 45.63230 images/sec.
Type : wood Train [ Epoch 101/256 iter 2 ] lr: 0.00340, loss: 0.04056, avg_reader_cost: 0.49142 sec, avg_batch_cost: 0.60381 sec, avg_samples: 96.0, avg_ips: 158.99014 images/sec.
Type : wood Train [ Epoch 101/256 iter 3 ] lr: 0.00340, loss: 0.00898, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.07947 sec, avg_samples: 55.0, avg_ips: 692.10030 images/sec.
Type : wood Train [ Epoch 102/256 iter 1 ] lr: 0.00317, loss: 0.03699, avg_reader_cost: 2.87188 sec, avg_batch_cost: 2.98796 sec, avg_samples: 96.0, avg_ips: 32.12894 images/sec.
Type : wood Train [ Epoch 102/256 iter 2 ] lr: 0.00317, loss: 0.05202, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.11639 sec, avg_samples: 96.0, avg_ips: 824.79968 images/sec.
Type : wood Train [ Epoch 102/256 iter 3 ] lr: 0.00317, loss: 0.01335, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.07924 sec, avg_samples: 55.0, avg_ips: 694.13702 images/sec.
Type : wood Train [ Epoch 103/256 iter 1 ] lr: 0.00295, loss: 0.01552, avg_reader_cost: 2.83096 sec, avg_batch_cost: 2.94838 sec, avg_samples: 96.0, avg_ips: 32.56021 images/sec.
Type : wood Train [ Epoch 103/256 iter 2 ] lr: 0.00295, loss: 0.04439, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11546 sec, avg_samples: 96.0, avg_ips: 831.47110 images/sec.
Type : wood Train [ Epoch 103/256 iter 3 ] lr: 0.00295, loss: 0.05907, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.08303 sec, avg_samples: 55.0, avg_ips: 662.38657 images/sec.
Type : wood Train [ Epoch 104/256 iter 1 ] lr: 0.00274, loss: 0.02293, avg_reader_cost: 2.68575 sec, avg_batch_cost: 2.79975 sec, avg_samples: 96.0, avg_ips: 34.28878 images/sec.
Type : wood Train [ Epoch 104/256 iter 2 ] lr: 0.00274, loss: 0.01248, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.11607 sec, avg_samples: 96.0, avg_ips: 827.08348 images/sec.
Type : wood Train [ Epoch 104/256 iter 3 ] lr: 0.00274, loss: 0.03502, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.07950 sec, avg_samples: 55.0, avg_ips: 691.83670 images/sec.
Type : wood Test [ Epoch 104/256 ] test_cost: 9.150936 sec max_auc: 0.98772 roc_auc : 0.977193.
Type : wood Train [ Epoch 105/256 iter 1 ] lr: 0.00253, loss: 0.05274, avg_reader_cost: 3.02514 sec, avg_batch_cost: 3.14092 sec, avg_samples: 96.0, avg_ips: 30.56429 images/sec.
Type : wood Train [ Epoch 105/256 iter 2 ] lr: 0.00253, loss: 0.02479, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11347 sec, avg_samples: 96.0, avg_ips: 846.07536 images/sec.
Type : wood Train [ Epoch 105/256 iter 3 ] lr: 0.00253, loss: 0.03391, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.08043 sec, avg_samples: 55.0, avg_ips: 683.78770 images/sec.
Type : wood Train [ Epoch 106/256 iter 1 ] lr: 0.00233, loss: 0.01754, avg_reader_cost: 2.67661 sec, avg_batch_cost: 2.79030 sec, avg_samples: 96.0, avg_ips: 34.40487 images/sec.
Type : wood Train [ Epoch 106/256 iter 2 ] lr: 0.00233, loss: 0.00635, avg_reader_cost: 0.05735 sec, avg_batch_cost: 0.17139 sec, avg_samples: 96.0, avg_ips: 560.12740 images/sec.
Type : wood Train [ Epoch 106/256 iter 3 ] lr: 0.00233, loss: 0.00670, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.07990 sec, avg_samples: 55.0, avg_ips: 688.37049 images/sec.
Type : wood Train [ Epoch 107/256 iter 1 ] lr: 0.00213, loss: 0.02253, avg_reader_cost: 2.05848 sec, avg_batch_cost: 2.17186 sec, avg_samples: 96.0, avg_ips: 44.20184 images/sec.
Type : wood Train [ Epoch 107/256 iter 2 ] lr: 0.00213, loss: 0.06364, avg_reader_cost: 0.31420 sec, avg_batch_cost: 0.42704 sec, avg_samples: 96.0, avg_ips: 224.80350 images/sec.
Type : wood Train [ Epoch 107/256 iter 3 ] lr: 0.00213, loss: 0.03311, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07841 sec, avg_samples: 55.0, avg_ips: 701.46114 images/sec.
Type : wood Train [ Epoch 108/256 iter 1 ] lr: 0.00195, loss: 0.04755, avg_reader_cost: 2.50645 sec, avg_batch_cost: 2.62016 sec, avg_samples: 96.0, avg_ips: 36.63902 images/sec.
Type : wood Train [ Epoch 108/256 iter 2 ] lr: 0.00195, loss: 0.04866, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11328 sec, avg_samples: 96.0, avg_ips: 847.43044 images/sec.
Type : wood Train [ Epoch 108/256 iter 3 ] lr: 0.00195, loss: 0.01468, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.07862 sec, avg_samples: 55.0, avg_ips: 699.57217 images/sec.
Type : wood Train [ Epoch 109/256 iter 1 ] lr: 0.00177, loss: 0.02601, avg_reader_cost: 2.65184 sec, avg_batch_cost: 2.76481 sec, avg_samples: 96.0, avg_ips: 34.72212 images/sec.
Type : wood Train [ Epoch 109/256 iter 2 ] lr: 0.00177, loss: 0.01174, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11275 sec, avg_samples: 96.0, avg_ips: 851.47145 images/sec.
Type : wood Train [ Epoch 109/256 iter 3 ] lr: 0.00177, loss: 0.00750, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.07860 sec, avg_samples: 55.0, avg_ips: 699.71009 images/sec.
Type : wood Train [ Epoch 110/256 iter 1 ] lr: 0.00160, loss: 0.04012, avg_reader_cost: 2.34835 sec, avg_batch_cost: 2.45514 sec, avg_samples: 96.0, avg_ips: 39.10160 images/sec.
Type : wood Train [ Epoch 110/256 iter 2 ] lr: 0.00160, loss: 0.02209, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.10598 sec, avg_samples: 96.0, avg_ips: 905.82994 images/sec.
Type : wood Train [ Epoch 110/256 iter 3 ] lr: 0.00160, loss: 0.00540, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.07155 sec, avg_samples: 55.0, avg_ips: 768.72768 images/sec.
Type : wood Train [ Epoch 111/256 iter 1 ] lr: 0.00144, loss: 0.02527, avg_reader_cost: 2.65191 sec, avg_batch_cost: 2.75847 sec, avg_samples: 96.0, avg_ips: 34.80189 images/sec.
Type : wood Train [ Epoch 111/256 iter 2 ] lr: 0.00144, loss: 0.03481, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10754 sec, avg_samples: 96.0, avg_ips: 892.68011 images/sec.
Type : wood Train [ Epoch 111/256 iter 3 ] lr: 0.00144, loss: 0.01138, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.07184 sec, avg_samples: 55.0, avg_ips: 765.54396 images/sec.
Type : wood Train [ Epoch 112/256 iter 1 ] lr: 0.00129, loss: 0.01981, avg_reader_cost: 2.26083 sec, avg_batch_cost: 2.36817 sec, avg_samples: 96.0, avg_ips: 40.53758 images/sec.
Type : wood Train [ Epoch 112/256 iter 2 ] lr: 0.00129, loss: 0.02926, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.10597 sec, avg_samples: 96.0, avg_ips: 905.88496 images/sec.
Type : wood Train [ Epoch 112/256 iter 3 ] lr: 0.00129, loss: 0.03624, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.07408 sec, avg_samples: 55.0, avg_ips: 742.47654 images/sec.
Type : wood Test [ Epoch 112/256 ] test_cost: 8.527972 sec max_auc: 0.98772 roc_auc : 0.976316.
Type : wood Train [ Epoch 113/256 iter 1 ] lr: 0.00114, loss: 0.00477, avg_reader_cost: 2.56122 sec, avg_batch_cost: 2.67593 sec, avg_samples: 96.0, avg_ips: 35.87540 images/sec.
Type : wood Train [ Epoch 113/256 iter 2 ] lr: 0.00114, loss: 0.05451, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11238 sec, avg_samples: 96.0, avg_ips: 854.22619 images/sec.
Type : wood Train [ Epoch 113/256 iter 3 ] lr: 0.00114, loss: 0.03228, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07901 sec, avg_samples: 55.0, avg_ips: 696.09122 images/sec.
Type : wood Train [ Epoch 114/256 iter 1 ] lr: 0.00101, loss: 0.04761, avg_reader_cost: 2.48497 sec, avg_batch_cost: 2.59863 sec, avg_samples: 96.0, avg_ips: 36.94258 images/sec.
Type : wood Train [ Epoch 114/256 iter 2 ] lr: 0.00101, loss: 0.02363, avg_reader_cost: 0.04901 sec, avg_batch_cost: 0.16166 sec, avg_samples: 96.0, avg_ips: 593.85134 images/sec.
Type : wood Train [ Epoch 114/256 iter 3 ] lr: 0.00101, loss: 0.03423, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.07978 sec, avg_samples: 55.0, avg_ips: 689.39702 images/sec.
Type : wood Train [ Epoch 115/256 iter 1 ] lr: 0.00088, loss: 0.01395, avg_reader_cost: 2.31578 sec, avg_batch_cost: 2.43040 sec, avg_samples: 96.0, avg_ips: 39.49960 images/sec.
Type : wood Train [ Epoch 115/256 iter 2 ] lr: 0.00088, loss: 0.02837, avg_reader_cost: 0.04688 sec, avg_batch_cost: 0.16150 sec, avg_samples: 96.0, avg_ips: 594.42031 images/sec.
Type : wood Train [ Epoch 115/256 iter 3 ] lr: 0.00088, loss: 0.01320, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.07822 sec, avg_samples: 55.0, avg_ips: 703.10953 images/sec.
Type : wood Train [ Epoch 116/256 iter 1 ] lr: 0.00076, loss: 0.00745, avg_reader_cost: 3.03931 sec, avg_batch_cost: 3.15413 sec, avg_samples: 96.0, avg_ips: 30.43624 images/sec.
Type : wood Train [ Epoch 116/256 iter 2 ] lr: 0.00076, loss: 0.05205, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11280 sec, avg_samples: 96.0, avg_ips: 851.07371 images/sec.
Type : wood Train [ Epoch 116/256 iter 3 ] lr: 0.00076, loss: 0.00474, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.08099 sec, avg_samples: 55.0, avg_ips: 679.13553 images/sec.
Type : wood Train [ Epoch 117/256 iter 1 ] lr: 0.00065, loss: 0.02658, avg_reader_cost: 2.64612 sec, avg_batch_cost: 2.76007 sec, avg_samples: 96.0, avg_ips: 34.78171 images/sec.
Type : wood Train [ Epoch 117/256 iter 2 ] lr: 0.00065, loss: 0.09597, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11188 sec, avg_samples: 96.0, avg_ips: 858.06355 images/sec.
Type : wood Train [ Epoch 117/256 iter 3 ] lr: 0.00065, loss: 0.02998, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.07777 sec, avg_samples: 55.0, avg_ips: 707.23097 images/sec.
Type : wood Train [ Epoch 118/256 iter 1 ] lr: 0.00054, loss: 0.01756, avg_reader_cost: 2.64243 sec, avg_batch_cost: 2.75707 sec, avg_samples: 96.0, avg_ips: 34.81957 images/sec.
Type : wood Train [ Epoch 118/256 iter 2 ] lr: 0.00054, loss: 0.06040, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11470 sec, avg_samples: 96.0, avg_ips: 836.95672 images/sec.
Type : wood Train [ Epoch 118/256 iter 3 ] lr: 0.00054, loss: 0.00745, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.08060 sec, avg_samples: 55.0, avg_ips: 682.40212 images/sec.
Type : wood Train [ Epoch 119/256 iter 1 ] lr: 0.00045, loss: 0.01062, avg_reader_cost: 2.70653 sec, avg_batch_cost: 2.82158 sec, avg_samples: 96.0, avg_ips: 34.02351 images/sec.
Type : wood Train [ Epoch 119/256 iter 2 ] lr: 0.00045, loss: 0.00812, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11439 sec, avg_samples: 96.0, avg_ips: 839.25770 images/sec.
Type : wood Train [ Epoch 119/256 iter 3 ] lr: 0.00045, loss: 0.01095, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.08402 sec, avg_samples: 55.0, avg_ips: 654.61798 images/sec.
Type : wood Train [ Epoch 120/256 iter 1 ] lr: 0.00036, loss: 0.03411, avg_reader_cost: 2.69834 sec, avg_batch_cost: 2.81763 sec, avg_samples: 96.0, avg_ips: 34.07122 images/sec.
Type : wood Train [ Epoch 120/256 iter 2 ] lr: 0.00036, loss: 0.01005, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.12338 sec, avg_samples: 96.0, avg_ips: 778.06927 images/sec.
Type : wood Train [ Epoch 120/256 iter 3 ] lr: 0.00036, loss: 0.03910, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.08222 sec, avg_samples: 55.0, avg_ips: 668.97129 images/sec.
Type : wood Test [ Epoch 120/256 ] test_cost: 8.076012 sec max_auc: 0.98772 roc_auc : 0.976316.
Type : wood Train [ Epoch 121/256 iter 1 ] lr: 0.00029, loss: 0.02966, avg_reader_cost: 2.82502 sec, avg_batch_cost: 2.93915 sec, avg_samples: 96.0, avg_ips: 32.66250 images/sec.
Type : wood Train [ Epoch 121/256 iter 2 ] lr: 0.00029, loss: 0.02964, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11226 sec, avg_samples: 96.0, avg_ips: 855.14054 images/sec.
Type : wood Train [ Epoch 121/256 iter 3 ] lr: 0.00029, loss: 0.06041, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.07874 sec, avg_samples: 55.0, avg_ips: 698.52994 images/sec.
Type : wood Train [ Epoch 122/256 iter 1 ] lr: 0.00022, loss: 0.02772, avg_reader_cost: 2.94668 sec, avg_batch_cost: 3.06989 sec, avg_samples: 96.0, avg_ips: 31.27147 images/sec.
Type : wood Train [ Epoch 122/256 iter 2 ] lr: 0.00022, loss: 0.03631, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11482 sec, avg_samples: 96.0, avg_ips: 836.07389 images/sec.
Type : wood Train [ Epoch 122/256 iter 3 ] lr: 0.00022, loss: 0.00495, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.07897 sec, avg_samples: 55.0, avg_ips: 696.45900 images/sec.
Type : wood Train [ Epoch 123/256 iter 1 ] lr: 0.00016, loss: 0.04558, avg_reader_cost: 2.73902 sec, avg_batch_cost: 2.85782 sec, avg_samples: 96.0, avg_ips: 33.59208 images/sec.
Type : wood Train [ Epoch 123/256 iter 2 ] lr: 0.00016, loss: 0.04333, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11273 sec, avg_samples: 96.0, avg_ips: 851.59751 images/sec.
Type : wood Train [ Epoch 123/256 iter 3 ] lr: 0.00016, loss: 0.01693, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.08066 sec, avg_samples: 55.0, avg_ips: 681.90791 images/sec.
Type : wood Train [ Epoch 124/256 iter 1 ] lr: 0.00011, loss: 0.02697, avg_reader_cost: 2.85362 sec, avg_batch_cost: 2.96863 sec, avg_samples: 96.0, avg_ips: 32.33810 images/sec.
Type : wood Train [ Epoch 124/256 iter 2 ] lr: 0.00011, loss: 0.02007, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11208 sec, avg_samples: 96.0, avg_ips: 856.51755 images/sec.
Type : wood Train [ Epoch 124/256 iter 3 ] lr: 0.00011, loss: 0.03294, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.07927 sec, avg_samples: 55.0, avg_ips: 693.81134 images/sec.
Type : wood Train [ Epoch 125/256 iter 1 ] lr: 0.00007, loss: 0.01278, avg_reader_cost: 2.83441 sec, avg_batch_cost: 2.94932 sec, avg_samples: 96.0, avg_ips: 32.54991 images/sec.
Type : wood Train [ Epoch 125/256 iter 2 ] lr: 0.00007, loss: 0.02353, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11175 sec, avg_samples: 96.0, avg_ips: 859.09059 images/sec.
Type : wood Train [ Epoch 125/256 iter 3 ] lr: 0.00007, loss: 0.06113, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.08043 sec, avg_samples: 55.0, avg_ips: 683.84445 images/sec.
