
############################
training metal_nut
############################

Type : metal_nut Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.65859, avg_reader_cost: 2.59916 sec, avg_batch_cost: 2.72412 sec, avg_samples: 96.0, avg_ips: 35.24075 images/sec.
Type : metal_nut Train [ Epoch 82/256 iter 2 ] lr: 0.00892, loss: 0.08613, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10474 sec, avg_samples: 96.0, avg_ips: 916.53943 images/sec.
Type : metal_nut Train [ Epoch 82/256 iter 3 ] lr: 0.00892, loss: 0.09267, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.04529 sec, avg_samples: 28.0, avg_ips: 618.25439 images/sec.
Type : metal_nut Train [ Epoch 83/256 iter 1 ] lr: 0.00859, loss: 0.10906, avg_reader_cost: 2.54332 sec, avg_batch_cost: 2.64944 sec, avg_samples: 96.0, avg_ips: 36.23405 images/sec.
Type : metal_nut Train [ Epoch 83/256 iter 2 ] lr: 0.00859, loss: 0.09471, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.10444 sec, avg_samples: 96.0, avg_ips: 919.14422 images/sec.
Type : metal_nut Train [ Epoch 83/256 iter 3 ] lr: 0.00859, loss: 0.04907, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.04742 sec, avg_samples: 28.0, avg_ips: 590.52426 images/sec.
Type : metal_nut Train [ Epoch 84/256 iter 1 ] lr: 0.00826, loss: 0.10625, avg_reader_cost: 2.79560 sec, avg_batch_cost: 2.90228 sec, avg_samples: 96.0, avg_ips: 33.07750 images/sec.
Type : metal_nut Train [ Epoch 84/256 iter 2 ] lr: 0.00826, loss: 0.13697, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10507 sec, avg_samples: 96.0, avg_ips: 913.70670 images/sec.
Type : metal_nut Train [ Epoch 84/256 iter 3 ] lr: 0.00826, loss: 0.08616, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.04611 sec, avg_samples: 28.0, avg_ips: 607.23839 images/sec.
Type : metal_nut Train [ Epoch 85/256 iter 1 ] lr: 0.00793, loss: 0.11054, avg_reader_cost: 2.54577 sec, avg_batch_cost: 2.65134 sec, avg_samples: 96.0, avg_ips: 36.20806 images/sec.
Type : metal_nut Train [ Epoch 85/256 iter 2 ] lr: 0.00793, loss: 0.10640, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10552 sec, avg_samples: 96.0, avg_ips: 909.74922 images/sec.
Type : metal_nut Train [ Epoch 85/256 iter 3 ] lr: 0.00793, loss: 0.13417, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.04712 sec, avg_samples: 28.0, avg_ips: 594.21429 images/sec.
Type : metal_nut Train [ Epoch 86/256 iter 1 ] lr: 0.00761, loss: 0.07934, avg_reader_cost: 1.96644 sec, avg_batch_cost: 2.07290 sec, avg_samples: 96.0, avg_ips: 46.31191 images/sec.
Type : metal_nut Train [ Epoch 86/256 iter 2 ] lr: 0.00761, loss: 0.10506, avg_reader_cost: 0.16379 sec, avg_batch_cost: 0.26796 sec, avg_samples: 96.0, avg_ips: 358.26393 images/sec.
Type : metal_nut Train [ Epoch 86/256 iter 3 ] lr: 0.00761, loss: 0.08926, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.04478 sec, avg_samples: 28.0, avg_ips: 625.24230 images/sec.
Type : metal_nut Train [ Epoch 87/256 iter 1 ] lr: 0.00729, loss: 0.09110, avg_reader_cost: 3.08166 sec, avg_batch_cost: 3.19367 sec, avg_samples: 96.0, avg_ips: 30.05947 images/sec.
Type : metal_nut Train [ Epoch 87/256 iter 2 ] lr: 0.00729, loss: 0.14351, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11197 sec, avg_samples: 96.0, avg_ips: 857.36196 images/sec.
Type : metal_nut Train [ Epoch 87/256 iter 3 ] lr: 0.00729, loss: 0.01884, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.05262 sec, avg_samples: 28.0, avg_ips: 532.11532 images/sec.
Type : metal_nut Train [ Epoch 88/256 iter 1 ] lr: 0.00698, loss: 0.06637, avg_reader_cost: 2.01449 sec, avg_batch_cost: 2.12739 sec, avg_samples: 96.0, avg_ips: 45.12570 images/sec.
Type : metal_nut Train [ Epoch 88/256 iter 2 ] lr: 0.00698, loss: 0.09884, avg_reader_cost: 0.19093 sec, avg_batch_cost: 0.30451 sec, avg_samples: 96.0, avg_ips: 315.25750 images/sec.
Type : metal_nut Train [ Epoch 88/256 iter 3 ] lr: 0.00698, loss: 0.01674, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.06408 sec, avg_samples: 28.0, avg_ips: 436.95381 images/sec.
Type : metal_nut Test [ Epoch 88/256 ] test_cost: 5.463858 sec max_auc: 0.92424 roc_auc : 0.874389.
Type : metal_nut Train [ Epoch 89/256 iter 1 ] lr: 0.00667, loss: 0.11458, avg_reader_cost: 2.70721 sec, avg_batch_cost: 2.82159 sec, avg_samples: 96.0, avg_ips: 34.02343 images/sec.
Type : metal_nut Train [ Epoch 89/256 iter 2 ] lr: 0.00667, loss: 0.05761, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11466 sec, avg_samples: 96.0, avg_ips: 837.27695 images/sec.
Type : metal_nut Train [ Epoch 89/256 iter 3 ] lr: 0.00667, loss: 0.10739, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.05225 sec, avg_samples: 28.0, avg_ips: 535.88366 images/sec.
Type : metal_nut Train [ Epoch 90/256 iter 1 ] lr: 0.00636, loss: 0.06330, avg_reader_cost: 2.55765 sec, avg_batch_cost: 2.66950 sec, avg_samples: 96.0, avg_ips: 35.96179 images/sec.
Type : metal_nut Train [ Epoch 90/256 iter 2 ] lr: 0.00636, loss: 0.07755, avg_reader_cost: 0.00040 sec, avg_batch_cost: 0.11343 sec, avg_samples: 96.0, avg_ips: 846.32788 images/sec.
Type : metal_nut Train [ Epoch 90/256 iter 3 ] lr: 0.00636, loss: 0.15270, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.05347 sec, avg_samples: 28.0, avg_ips: 523.69417 images/sec.
Type : metal_nut Train [ Epoch 91/256 iter 1 ] lr: 0.00606, loss: 0.11559, avg_reader_cost: 2.72945 sec, avg_batch_cost: 2.84187 sec, avg_samples: 96.0, avg_ips: 33.78058 images/sec.
Type : metal_nut Train [ Epoch 91/256 iter 2 ] lr: 0.00606, loss: 0.11186, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11206 sec, avg_samples: 96.0, avg_ips: 856.65058 images/sec.
Type : metal_nut Train [ Epoch 91/256 iter 3 ] lr: 0.00606, loss: 0.01810, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.05151 sec, avg_samples: 28.0, avg_ips: 543.53748 images/sec.
Type : metal_nut Train [ Epoch 92/256 iter 1 ] lr: 0.00577, loss: 0.05905, avg_reader_cost: 1.97236 sec, avg_batch_cost: 2.08754 sec, avg_samples: 96.0, avg_ips: 45.98717 images/sec.
Type : metal_nut Train [ Epoch 92/256 iter 2 ] lr: 0.00577, loss: 0.05840, avg_reader_cost: 0.34175 sec, avg_batch_cost: 0.45355 sec, avg_samples: 96.0, avg_ips: 211.66472 images/sec.
Type : metal_nut Train [ Epoch 92/256 iter 3 ] lr: 0.00577, loss: 0.12867, avg_reader_cost: 0.00035 sec, avg_batch_cost: 0.05305 sec, avg_samples: 28.0, avg_ips: 527.85337 images/sec.
Type : metal_nut Train [ Epoch 93/256 iter 1 ] lr: 0.00548, loss: 0.08168, avg_reader_cost: 2.75199 sec, avg_batch_cost: 2.86561 sec, avg_samples: 96.0, avg_ips: 33.50069 images/sec.
Type : metal_nut Train [ Epoch 93/256 iter 2 ] lr: 0.00548, loss: 0.08289, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11327 sec, avg_samples: 96.0, avg_ips: 847.54995 images/sec.
Type : metal_nut Train [ Epoch 93/256 iter 3 ] lr: 0.00548, loss: 0.14469, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.05232 sec, avg_samples: 28.0, avg_ips: 535.21450 images/sec.
Type : metal_nut Train [ Epoch 94/256 iter 1 ] lr: 0.00520, loss: 0.09471, avg_reader_cost: 2.62951 sec, avg_batch_cost: 2.74311 sec, avg_samples: 96.0, avg_ips: 34.99673 images/sec.
Type : metal_nut Train [ Epoch 94/256 iter 2 ] lr: 0.00520, loss: 0.07490, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11520 sec, avg_samples: 96.0, avg_ips: 833.30888 images/sec.
Type : metal_nut Train [ Epoch 94/256 iter 3 ] lr: 0.00520, loss: 0.12319, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05247 sec, avg_samples: 28.0, avg_ips: 533.59252 images/sec.
Type : metal_nut Train [ Epoch 95/256 iter 1 ] lr: 0.00493, loss: 0.10181, avg_reader_cost: 2.02362 sec, avg_batch_cost: 2.13653 sec, avg_samples: 96.0, avg_ips: 44.93260 images/sec.
Type : metal_nut Train [ Epoch 95/256 iter 2 ] lr: 0.00493, loss: 0.09804, avg_reader_cost: 0.04661 sec, avg_batch_cost: 0.15841 sec, avg_samples: 96.0, avg_ips: 606.03484 images/sec.
Type : metal_nut Train [ Epoch 95/256 iter 3 ] lr: 0.00493, loss: 0.05999, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.05351 sec, avg_samples: 28.0, avg_ips: 523.23685 images/sec.
Type : metal_nut Train [ Epoch 96/256 iter 1 ] lr: 0.00466, loss: 0.07137, avg_reader_cost: 2.50611 sec, avg_batch_cost: 2.62074 sec, avg_samples: 96.0, avg_ips: 36.63084 images/sec.
Type : metal_nut Train [ Epoch 96/256 iter 2 ] lr: 0.00466, loss: 0.10752, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11318 sec, avg_samples: 96.0, avg_ips: 848.18197 images/sec.
Type : metal_nut Train [ Epoch 96/256 iter 3 ] lr: 0.00466, loss: 0.08095, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.05318 sec, avg_samples: 28.0, avg_ips: 526.47617 images/sec.
Type : metal_nut Test [ Epoch 96/256 ] test_cost: 5.473644 sec max_auc: 0.92424 roc_auc : 0.916911.
Type : metal_nut Train [ Epoch 97/256 iter 1 ] lr: 0.00439, loss: 0.08056, avg_reader_cost: 2.68201 sec, avg_batch_cost: 2.79577 sec, avg_samples: 96.0, avg_ips: 34.33762 images/sec.
Type : metal_nut Train [ Epoch 97/256 iter 2 ] lr: 0.00439, loss: 0.06874, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11186 sec, avg_samples: 96.0, avg_ips: 858.20254 images/sec.
Type : metal_nut Train [ Epoch 97/256 iter 3 ] lr: 0.00439, loss: 0.11941, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.05183 sec, avg_samples: 28.0, avg_ips: 540.25445 images/sec.
Type : metal_nut Train [ Epoch 98/256 iter 1 ] lr: 0.00414, loss: 0.14326, avg_reader_cost: 2.61399 sec, avg_batch_cost: 2.72658 sec, avg_samples: 96.0, avg_ips: 35.20888 images/sec.
Type : metal_nut Train [ Epoch 98/256 iter 2 ] lr: 0.00414, loss: 0.04300, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.11350 sec, avg_samples: 96.0, avg_ips: 845.78212 images/sec.
Type : metal_nut Train [ Epoch 98/256 iter 3 ] lr: 0.00414, loss: 0.02717, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.05233 sec, avg_samples: 28.0, avg_ips: 535.09013 images/sec.
Type : metal_nut Train [ Epoch 99/256 iter 1 ] lr: 0.00389, loss: 0.04800, avg_reader_cost: 1.96518 sec, avg_batch_cost: 2.07716 sec, avg_samples: 96.0, avg_ips: 46.21696 images/sec.
Type : metal_nut Train [ Epoch 99/256 iter 2 ] lr: 0.00389, loss: 0.07293, avg_reader_cost: 0.20439 sec, avg_batch_cost: 0.31432 sec, avg_samples: 96.0, avg_ips: 305.42068 images/sec.
Type : metal_nut Train [ Epoch 99/256 iter 3 ] lr: 0.00389, loss: 0.04134, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.05266 sec, avg_samples: 28.0, avg_ips: 531.74429 images/sec.
Type : metal_nut Train [ Epoch 100/256 iter 1 ] lr: 0.00364, loss: 0.10210, avg_reader_cost: 2.73818 sec, avg_batch_cost: 2.85175 sec, avg_samples: 96.0, avg_ips: 33.66356 images/sec.
Type : metal_nut Train [ Epoch 100/256 iter 2 ] lr: 0.00364, loss: 0.11586, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11107 sec, avg_samples: 96.0, avg_ips: 864.31487 images/sec.
Type : metal_nut Train [ Epoch 100/256 iter 3 ] lr: 0.00364, loss: 0.06006, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.05359 sec, avg_samples: 28.0, avg_ips: 522.47334 images/sec.
Type : metal_nut Train [ Epoch 101/256 iter 1 ] lr: 0.00340, loss: 0.08248, avg_reader_cost: 2.58336 sec, avg_batch_cost: 2.69684 sec, avg_samples: 96.0, avg_ips: 35.59719 images/sec.
Type : metal_nut Train [ Epoch 101/256 iter 2 ] lr: 0.00340, loss: 0.11531, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11152 sec, avg_samples: 96.0, avg_ips: 860.84462 images/sec.
Type : metal_nut Train [ Epoch 101/256 iter 3 ] lr: 0.00340, loss: 0.05009, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.05320 sec, avg_samples: 28.0, avg_ips: 526.34403 images/sec.
Type : metal_nut Train [ Epoch 102/256 iter 1 ] lr: 0.00317, loss: 0.06982, avg_reader_cost: 1.89839 sec, avg_batch_cost: 2.01193 sec, avg_samples: 96.0, avg_ips: 47.71549 images/sec.
Type : metal_nut Train [ Epoch 102/256 iter 2 ] lr: 0.00317, loss: 0.04903, avg_reader_cost: 0.42726 sec, avg_batch_cost: 0.53932 sec, avg_samples: 96.0, avg_ips: 178.00335 images/sec.
Type : metal_nut Train [ Epoch 102/256 iter 3 ] lr: 0.00317, loss: 0.11776, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05374 sec, avg_samples: 28.0, avg_ips: 521.07548 images/sec.
Type : metal_nut Train [ Epoch 103/256 iter 1 ] lr: 0.00295, loss: 0.06308, avg_reader_cost: 2.73527 sec, avg_batch_cost: 2.84697 sec, avg_samples: 96.0, avg_ips: 33.72008 images/sec.
Type : metal_nut Train [ Epoch 103/256 iter 2 ] lr: 0.00295, loss: 0.07938, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11229 sec, avg_samples: 96.0, avg_ips: 854.94444 images/sec.
Type : metal_nut Train [ Epoch 103/256 iter 3 ] lr: 0.00295, loss: 0.07290, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05386 sec, avg_samples: 28.0, avg_ips: 519.83460 images/sec.
Type : metal_nut Train [ Epoch 104/256 iter 1 ] lr: 0.00274, loss: 0.07542, avg_reader_cost: 2.83675 sec, avg_batch_cost: 2.94963 sec, avg_samples: 96.0, avg_ips: 32.54645 images/sec.
Type : metal_nut Train [ Epoch 104/256 iter 2 ] lr: 0.00274, loss: 0.06357, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11326 sec, avg_samples: 96.0, avg_ips: 847.64452 images/sec.
Type : metal_nut Train [ Epoch 104/256 iter 3 ] lr: 0.00274, loss: 0.11788, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05309 sec, avg_samples: 28.0, avg_ips: 527.37219 images/sec.
Type : metal_nut Test [ Epoch 104/256 ] test_cost: 5.423287 sec max_auc: 0.92424 roc_auc : 0.913978.
Type : metal_nut Train [ Epoch 105/256 iter 1 ] lr: 0.00253, loss: 0.07818, avg_reader_cost: 2.62414 sec, avg_batch_cost: 2.73611 sec, avg_samples: 96.0, avg_ips: 35.08624 images/sec.
Type : metal_nut Train [ Epoch 105/256 iter 2 ] lr: 0.00253, loss: 0.09288, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11191 sec, avg_samples: 96.0, avg_ips: 857.83504 images/sec.
Type : metal_nut Train [ Epoch 105/256 iter 3 ] lr: 0.00253, loss: 0.02725, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.05426 sec, avg_samples: 28.0, avg_ips: 516.06324 images/sec.
Type : metal_nut Train [ Epoch 106/256 iter 1 ] lr: 0.00233, loss: 0.07642, avg_reader_cost: 2.61344 sec, avg_batch_cost: 2.72754 sec, avg_samples: 96.0, avg_ips: 35.19657 images/sec.
Type : metal_nut Train [ Epoch 106/256 iter 2 ] lr: 0.00233, loss: 0.09481, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11227 sec, avg_samples: 96.0, avg_ips: 855.06064 images/sec.
Type : metal_nut Train [ Epoch 106/256 iter 3 ] lr: 0.00233, loss: 0.04459, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.05474 sec, avg_samples: 28.0, avg_ips: 511.50494 images/sec.
Type : metal_nut Train [ Epoch 107/256 iter 1 ] lr: 0.00213, loss: 0.08205, avg_reader_cost: 1.95653 sec, avg_batch_cost: 2.06878 sec, avg_samples: 96.0, avg_ips: 46.40417 images/sec.
Type : metal_nut Train [ Epoch 107/256 iter 2 ] lr: 0.00213, loss: 0.08049, avg_reader_cost: 0.05018 sec, avg_batch_cost: 0.15469 sec, avg_samples: 96.0, avg_ips: 620.61123 images/sec.
Type : metal_nut Train [ Epoch 107/256 iter 3 ] lr: 0.00213, loss: 0.09819, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.04388 sec, avg_samples: 28.0, avg_ips: 638.05906 images/sec.
Type : metal_nut Train [ Epoch 108/256 iter 1 ] lr: 0.00195, loss: 0.07219, avg_reader_cost: 2.54084 sec, avg_batch_cost: 2.65353 sec, avg_samples: 96.0, avg_ips: 36.17821 images/sec.
Type : metal_nut Train [ Epoch 108/256 iter 2 ] lr: 0.00195, loss: 0.09721, avg_reader_cost: 0.06157 sec, avg_batch_cost: 0.17292 sec, avg_samples: 96.0, avg_ips: 555.16929 images/sec.
Type : metal_nut Train [ Epoch 108/256 iter 3 ] lr: 0.00195, loss: 0.12406, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.05285 sec, avg_samples: 28.0, avg_ips: 529.80363 images/sec.
Type : metal_nut Train [ Epoch 109/256 iter 1 ] lr: 0.00177, loss: 0.11548, avg_reader_cost: 2.75197 sec, avg_batch_cost: 2.86394 sec, avg_samples: 96.0, avg_ips: 33.52020 images/sec.
Type : metal_nut Train [ Epoch 109/256 iter 2 ] lr: 0.00177, loss: 0.07433, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11283 sec, avg_samples: 96.0, avg_ips: 850.83093 images/sec.
Type : metal_nut Train [ Epoch 109/256 iter 3 ] lr: 0.00177, loss: 0.01765, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05306 sec, avg_samples: 28.0, avg_ips: 527.69209 images/sec.
Type : metal_nut Train [ Epoch 110/256 iter 1 ] lr: 0.00160, loss: 0.09241, avg_reader_cost: 2.66448 sec, avg_batch_cost: 2.77827 sec, avg_samples: 96.0, avg_ips: 34.55388 images/sec.
Type : metal_nut Train [ Epoch 110/256 iter 2 ] lr: 0.00160, loss: 0.08231, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11323 sec, avg_samples: 96.0, avg_ips: 847.84977 images/sec.
Type : metal_nut Train [ Epoch 110/256 iter 3 ] lr: 0.00160, loss: 0.02376, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.05160 sec, avg_samples: 28.0, avg_ips: 542.62334 images/sec.
Type : metal_nut Train [ Epoch 111/256 iter 1 ] lr: 0.00144, loss: 0.06525, avg_reader_cost: 2.64896 sec, avg_batch_cost: 2.76035 sec, avg_samples: 96.0, avg_ips: 34.77824 images/sec.
Type : metal_nut Train [ Epoch 111/256 iter 2 ] lr: 0.00144, loss: 0.10110, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11182 sec, avg_samples: 96.0, avg_ips: 858.48432 images/sec.
Type : metal_nut Train [ Epoch 111/256 iter 3 ] lr: 0.00144, loss: 0.16869, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.05282 sec, avg_samples: 28.0, avg_ips: 530.11453 images/sec.
Type : metal_nut Train [ Epoch 112/256 iter 1 ] lr: 0.00129, loss: 0.09509, avg_reader_cost: 2.70315 sec, avg_batch_cost: 2.81601 sec, avg_samples: 96.0, avg_ips: 34.09082 images/sec.
Type : metal_nut Train [ Epoch 112/256 iter 2 ] lr: 0.00129, loss: 0.11458, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11433 sec, avg_samples: 96.0, avg_ips: 839.70225 images/sec.
Type : metal_nut Train [ Epoch 112/256 iter 3 ] lr: 0.00129, loss: 0.23235, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.05213 sec, avg_samples: 28.0, avg_ips: 537.08206 images/sec.
Type : metal_nut Test [ Epoch 112/256 ] test_cost: 5.811836 sec max_auc: 0.92424 roc_auc : 0.897849.
Type : metal_nut Train [ Epoch 113/256 iter 1 ] lr: 0.00114, loss: 0.12233, avg_reader_cost: 2.77127 sec, avg_batch_cost: 2.88516 sec, avg_samples: 96.0, avg_ips: 33.27366 images/sec.
Type : metal_nut Train [ Epoch 113/256 iter 2 ] lr: 0.00114, loss: 0.09940, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.11582 sec, avg_samples: 96.0, avg_ips: 828.85070 images/sec.
Type : metal_nut Train [ Epoch 113/256 iter 3 ] lr: 0.00114, loss: 0.10340, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.05456 sec, avg_samples: 28.0, avg_ips: 513.22166 images/sec.
Type : metal_nut Train [ Epoch 114/256 iter 1 ] lr: 0.00101, loss: 0.02970, avg_reader_cost: 2.86204 sec, avg_batch_cost: 2.97781 sec, avg_samples: 96.0, avg_ips: 32.23843 images/sec.
Type : metal_nut Train [ Epoch 114/256 iter 2 ] lr: 0.00101, loss: 0.10830, avg_reader_cost: 0.00035 sec, avg_batch_cost: 0.11628 sec, avg_samples: 96.0, avg_ips: 825.57083 images/sec.
Type : metal_nut Train [ Epoch 114/256 iter 3 ] lr: 0.00101, loss: 0.03737, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05563 sec, avg_samples: 28.0, avg_ips: 503.33230 images/sec.
Type : metal_nut Train [ Epoch 115/256 iter 1 ] lr: 0.00088, loss: 0.08265, avg_reader_cost: 2.74735 sec, avg_batch_cost: 2.85952 sec, avg_samples: 96.0, avg_ips: 33.57201 images/sec.
Type : metal_nut Train [ Epoch 115/256 iter 2 ] lr: 0.00088, loss: 0.09332, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11380 sec, avg_samples: 96.0, avg_ips: 843.60785 images/sec.
Type : metal_nut Train [ Epoch 115/256 iter 3 ] lr: 0.00088, loss: 0.05912, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.05293 sec, avg_samples: 28.0, avg_ips: 528.97319 images/sec.
Type : metal_nut Train [ Epoch 116/256 iter 1 ] lr: 0.00076, loss: 0.06509, avg_reader_cost: 2.78395 sec, avg_batch_cost: 2.89601 sec, avg_samples: 96.0, avg_ips: 33.14911 images/sec.
Type : metal_nut Train [ Epoch 116/256 iter 2 ] lr: 0.00076, loss: 0.07129, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11244 sec, avg_samples: 96.0, avg_ips: 853.75165 images/sec.
Type : metal_nut Train [ Epoch 116/256 iter 3 ] lr: 0.00076, loss: 0.13949, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.05194 sec, avg_samples: 28.0, avg_ips: 539.07403 images/sec.
Type : metal_nut Train [ Epoch 117/256 iter 1 ] lr: 0.00065, loss: 0.06289, avg_reader_cost: 2.53613 sec, avg_batch_cost: 2.64855 sec, avg_samples: 96.0, avg_ips: 36.24625 images/sec.
Type : metal_nut Train [ Epoch 117/256 iter 2 ] lr: 0.00065, loss: 0.07923, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11244 sec, avg_samples: 96.0, avg_ips: 853.76251 images/sec.
Type : metal_nut Train [ Epoch 117/256 iter 3 ] lr: 0.00065, loss: 0.05696, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.05167 sec, avg_samples: 28.0, avg_ips: 541.92225 images/sec.
Type : metal_nut Train [ Epoch 118/256 iter 1 ] lr: 0.00054, loss: 0.07103, avg_reader_cost: 2.48886 sec, avg_batch_cost: 2.60146 sec, avg_samples: 96.0, avg_ips: 36.90228 images/sec.
Type : metal_nut Train [ Epoch 118/256 iter 2 ] lr: 0.00054, loss: 0.06862, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11221 sec, avg_samples: 96.0, avg_ips: 855.54027 images/sec.
Type : metal_nut Train [ Epoch 118/256 iter 3 ] lr: 0.00054, loss: 0.10381, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05281 sec, avg_samples: 28.0, avg_ips: 530.24138 images/sec.
Type : metal_nut Train [ Epoch 119/256 iter 1 ] lr: 0.00045, loss: 0.04966, avg_reader_cost: 2.52495 sec, avg_batch_cost: 2.63754 sec, avg_samples: 96.0, avg_ips: 36.39754 images/sec.
Type : metal_nut Train [ Epoch 119/256 iter 2 ] lr: 0.00045, loss: 0.03488, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11282 sec, avg_samples: 96.0, avg_ips: 850.92622 images/sec.
Type : metal_nut Train [ Epoch 119/256 iter 3 ] lr: 0.00045, loss: 0.05819, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05306 sec, avg_samples: 28.0, avg_ips: 527.74900 images/sec.
Type : metal_nut Train [ Epoch 120/256 iter 1 ] lr: 0.00036, loss: 0.06716, avg_reader_cost: 2.70789 sec, avg_batch_cost: 2.82077 sec, avg_samples: 96.0, avg_ips: 34.03321 images/sec.
Type : metal_nut Train [ Epoch 120/256 iter 2 ] lr: 0.00036, loss: 0.08929, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11380 sec, avg_samples: 96.0, avg_ips: 843.61139 images/sec.
Type : metal_nut Train [ Epoch 120/256 iter 3 ] lr: 0.00036, loss: 0.06005, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05218 sec, avg_samples: 28.0, avg_ips: 536.57656 images/sec.
Type : metal_nut Test [ Epoch 120/256 ] test_cost: 5.573786 sec max_auc: 0.92424 roc_auc : 0.909091.
Type : metal_nut Train [ Epoch 121/256 iter 1 ] lr: 0.00029, loss: 0.05699, avg_reader_cost: 2.74579 sec, avg_batch_cost: 2.85765 sec, avg_samples: 96.0, avg_ips: 33.59400 images/sec.
Type : metal_nut Train [ Epoch 121/256 iter 2 ] lr: 0.00029, loss: 0.03114, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11290 sec, avg_samples: 96.0, avg_ips: 850.33501 images/sec.
Type : metal_nut Train [ Epoch 121/256 iter 3 ] lr: 0.00029, loss: 0.04240, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.05229 sec, avg_samples: 28.0, avg_ips: 535.46097 images/sec.
Type : metal_nut Train [ Epoch 122/256 iter 1 ] lr: 0.00022, loss: 0.07650, avg_reader_cost: 2.84038 sec, avg_batch_cost: 2.95400 sec, avg_samples: 96.0, avg_ips: 32.49836 images/sec.
Type : metal_nut Train [ Epoch 122/256 iter 2 ] lr: 0.00022, loss: 0.09582, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11406 sec, avg_samples: 96.0, avg_ips: 841.66284 images/sec.
Type : metal_nut Train [ Epoch 122/256 iter 3 ] lr: 0.00022, loss: 0.04497, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.05238 sec, avg_samples: 28.0, avg_ips: 534.58351 images/sec.
