
############################
training bottle
############################

Type : bottle Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.34867, avg_reader_cost: 2.85896 sec, avg_batch_cost: 5.08064 sec, avg_samples: 96.0, avg_ips: 18.89526 images/sec.
Type : bottle Train [ Epoch 83/256 iter 3 ] lr: 0.00859, loss: 0.12822, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04092 sec, avg_samples: 17.0, avg_ips: 415.40343 images/sec.
Type : bottle Train [ Epoch 84/256 iter 1 ] lr: 0.00826, loss: 0.09250, avg_reader_cost: 2.55015 sec, avg_batch_cost: 2.66522 sec, avg_samples: 96.0, avg_ips: 36.01952 images/sec.
Type : bottle Train [ Epoch 84/256 iter 2 ] lr: 0.00826, loss: 0.04329, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11087 sec, avg_samples: 96.0, avg_ips: 865.89848 images/sec.
Type : bottle Train [ Epoch 84/256 iter 3 ] lr: 0.00826, loss: 0.14508, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04111 sec, avg_samples: 17.0, avg_ips: 413.53869 images/sec.
Type : bottle Train [ Epoch 85/256 iter 1 ] lr: 0.00793, loss: 0.12750, avg_reader_cost: 2.20921 sec, avg_batch_cost: 2.31502 sec, avg_samples: 96.0, avg_ips: 41.46826 images/sec.
Type : bottle Train [ Epoch 85/256 iter 2 ] lr: 0.00793, loss: 0.09596, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.10440 sec, avg_samples: 96.0, avg_ips: 919.53464 images/sec.
Type : bottle Train [ Epoch 85/256 iter 3 ] lr: 0.00793, loss: 0.08629, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.03640 sec, avg_samples: 17.0, avg_ips: 467.05948 images/sec.
Type : bottle Train [ Epoch 86/256 iter 1 ] lr: 0.00761, loss: 0.05165, avg_reader_cost: 2.50701 sec, avg_batch_cost: 2.61356 sec, avg_samples: 96.0, avg_ips: 36.73145 images/sec.
Type : bottle Train [ Epoch 86/256 iter 2 ] lr: 0.00761, loss: 0.08182, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10412 sec, avg_samples: 96.0, avg_ips: 921.97281 images/sec.
Type : bottle Train [ Epoch 86/256 iter 3 ] lr: 0.00761, loss: 0.13624, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.03225 sec, avg_samples: 17.0, avg_ips: 527.07062 images/sec.
Type : bottle Train [ Epoch 87/256 iter 1 ] lr: 0.00729, loss: 0.06419, avg_reader_cost: 2.38350 sec, avg_batch_cost: 2.49042 sec, avg_samples: 96.0, avg_ips: 38.54776 images/sec.
Type : bottle Train [ Epoch 87/256 iter 2 ] lr: 0.00729, loss: 0.11174, avg_reader_cost: 0.04456 sec, avg_batch_cost: 0.14784 sec, avg_samples: 96.0, avg_ips: 649.33693 images/sec.
Type : bottle Train [ Epoch 87/256 iter 3 ] lr: 0.00729, loss: 0.13377, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.03275 sec, avg_samples: 17.0, avg_ips: 519.01768 images/sec.
Type : bottle Train [ Epoch 88/256 iter 1 ] lr: 0.00698, loss: 0.08117, avg_reader_cost: 2.36331 sec, avg_batch_cost: 2.46902 sec, avg_samples: 96.0, avg_ips: 38.88178 images/sec.
Type : bottle Train [ Epoch 88/256 iter 2 ] lr: 0.00698, loss: 0.09212, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10399 sec, avg_samples: 96.0, avg_ips: 923.14383 images/sec.
Type : bottle Train [ Epoch 88/256 iter 3 ] lr: 0.00698, loss: 0.01935, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.03312 sec, avg_samples: 17.0, avg_ips: 513.30479 images/sec.
Type : bottle Test [ Epoch 88/256 ] test_cost: 4.870461 sec max_auc: 1.00000 roc_auc : 0.996825.
Type : bottle Train [ Epoch 89/256 iter 1 ] lr: 0.00667, loss: 0.06191, avg_reader_cost: 2.82666 sec, avg_batch_cost: 2.93278 sec, avg_samples: 96.0, avg_ips: 32.73350 images/sec.
Type : bottle Train [ Epoch 89/256 iter 2 ] lr: 0.00667, loss: 0.05626, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10315 sec, avg_samples: 96.0, avg_ips: 930.67585 images/sec.
Type : bottle Train [ Epoch 89/256 iter 3 ] lr: 0.00667, loss: 0.04490, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.03225 sec, avg_samples: 17.0, avg_ips: 527.15635 images/sec.
Type : bottle Train [ Epoch 90/256 iter 1 ] lr: 0.00636, loss: 0.05020, avg_reader_cost: 2.65325 sec, avg_batch_cost: 2.75822 sec, avg_samples: 96.0, avg_ips: 34.80500 images/sec.
Type : bottle Train [ Epoch 90/256 iter 2 ] lr: 0.00636, loss: 0.10367, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.10331 sec, avg_samples: 96.0, avg_ips: 929.28615 images/sec.
Type : bottle Train [ Epoch 90/256 iter 3 ] lr: 0.00636, loss: 0.08467, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.03189 sec, avg_samples: 17.0, avg_ips: 533.14367 images/sec.
Type : bottle Train [ Epoch 91/256 iter 1 ] lr: 0.00606, loss: 0.05183, avg_reader_cost: 2.51227 sec, avg_batch_cost: 2.61825 sec, avg_samples: 96.0, avg_ips: 36.66571 images/sec.
Type : bottle Train [ Epoch 91/256 iter 2 ] lr: 0.00606, loss: 0.08953, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.10293 sec, avg_samples: 96.0, avg_ips: 932.67207 images/sec.
Type : bottle Train [ Epoch 91/256 iter 3 ] lr: 0.00606, loss: 0.01366, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.03221 sec, avg_samples: 17.0, avg_ips: 527.71036 images/sec.
Type : bottle Train [ Epoch 92/256 iter 1 ] lr: 0.00577, loss: 0.08043, avg_reader_cost: 2.44694 sec, avg_batch_cost: 2.55324 sec, avg_samples: 96.0, avg_ips: 37.59932 images/sec.
Type : bottle Train [ Epoch 92/256 iter 2 ] lr: 0.00577, loss: 0.05957, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.10390 sec, avg_samples: 96.0, avg_ips: 923.98483 images/sec.
Type : bottle Train [ Epoch 92/256 iter 3 ] lr: 0.00577, loss: 0.12793, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.03218 sec, avg_samples: 17.0, avg_ips: 528.33207 images/sec.
Type : bottle Train [ Epoch 93/256 iter 1 ] lr: 0.00548, loss: 0.03610, avg_reader_cost: 2.29193 sec, avg_batch_cost: 2.39775 sec, avg_samples: 96.0, avg_ips: 40.03759 images/sec.
Type : bottle Train [ Epoch 93/256 iter 2 ] lr: 0.00548, loss: 0.06634, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.10324 sec, avg_samples: 96.0, avg_ips: 929.83123 images/sec.
Type : bottle Train [ Epoch 93/256 iter 3 ] lr: 0.00548, loss: 0.07601, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.03553 sec, avg_samples: 17.0, avg_ips: 478.51585 images/sec.
Type : bottle Train [ Epoch 94/256 iter 1 ] lr: 0.00520, loss: 0.03089, avg_reader_cost: 2.35665 sec, avg_batch_cost: 2.46891 sec, avg_samples: 96.0, avg_ips: 38.88350 images/sec.
Type : bottle Train [ Epoch 94/256 iter 2 ] lr: 0.00520, loss: 0.05298, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.11258 sec, avg_samples: 96.0, avg_ips: 852.69398 images/sec.
Type : bottle Train [ Epoch 94/256 iter 3 ] lr: 0.00520, loss: 0.01716, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04047 sec, avg_samples: 17.0, avg_ips: 420.09266 images/sec.
Type : bottle Train [ Epoch 95/256 iter 1 ] lr: 0.00493, loss: 0.03036, avg_reader_cost: 2.27251 sec, avg_batch_cost: 2.38567 sec, avg_samples: 96.0, avg_ips: 40.24019 images/sec.
Type : bottle Train [ Epoch 95/256 iter 2 ] lr: 0.00493, loss: 0.09056, avg_reader_cost: 0.06362 sec, avg_batch_cost: 0.17463 sec, avg_samples: 96.0, avg_ips: 549.73771 images/sec.
Type : bottle Train [ Epoch 95/256 iter 3 ] lr: 0.00493, loss: 0.01315, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.04100 sec, avg_samples: 17.0, avg_ips: 414.68108 images/sec.
Type : bottle Train [ Epoch 96/256 iter 1 ] lr: 0.00466, loss: 0.04759, avg_reader_cost: 2.29296 sec, avg_batch_cost: 2.40586 sec, avg_samples: 96.0, avg_ips: 39.90263 images/sec.
Type : bottle Train [ Epoch 96/256 iter 2 ] lr: 0.00466, loss: 0.04212, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.11307 sec, avg_samples: 96.0, avg_ips: 849.01896 images/sec.
Type : bottle Train [ Epoch 96/256 iter 3 ] lr: 0.00466, loss: 0.07117, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.04165 sec, avg_samples: 17.0, avg_ips: 408.15804 images/sec.
Type : bottle Test [ Epoch 96/256 ] test_cost: 5.222327 sec max_auc: 1.00000 roc_auc : 0.997619.
Type : bottle Train [ Epoch 97/256 iter 1 ] lr: 0.00439, loss: 0.05004, avg_reader_cost: 2.50835 sec, avg_batch_cost: 2.62220 sec, avg_samples: 96.0, avg_ips: 36.61047 images/sec.
Type : bottle Train [ Epoch 97/256 iter 2 ] lr: 0.00439, loss: 0.04499, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11452 sec, avg_samples: 96.0, avg_ips: 838.25830 images/sec.
Type : bottle Train [ Epoch 97/256 iter 3 ] lr: 0.00439, loss: 0.09278, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04086 sec, avg_samples: 17.0, avg_ips: 416.02633 images/sec.
Type : bottle Train [ Epoch 98/256 iter 1 ] lr: 0.00414, loss: 0.08037, avg_reader_cost: 2.66665 sec, avg_batch_cost: 2.77810 sec, avg_samples: 96.0, avg_ips: 34.55599 images/sec.
Type : bottle Train [ Epoch 98/256 iter 2 ] lr: 0.00414, loss: 0.04065, avg_reader_cost: 0.00038 sec, avg_batch_cost: 0.11143 sec, avg_samples: 96.0, avg_ips: 861.50400 images/sec.
Type : bottle Train [ Epoch 98/256 iter 3 ] lr: 0.00414, loss: 0.07273, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.03945 sec, avg_samples: 17.0, avg_ips: 430.91296 images/sec.
Type : bottle Train [ Epoch 99/256 iter 1 ] lr: 0.00389, loss: 0.07136, avg_reader_cost: 2.42031 sec, avg_batch_cost: 2.54152 sec, avg_samples: 96.0, avg_ips: 37.77265 images/sec.
Type : bottle Train [ Epoch 99/256 iter 2 ] lr: 0.00389, loss: 0.06824, avg_reader_cost: 0.06220 sec, avg_batch_cost: 0.17524 sec, avg_samples: 96.0, avg_ips: 547.80883 images/sec.
Type : bottle Train [ Epoch 99/256 iter 3 ] lr: 0.00389, loss: 0.12561, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.04003 sec, avg_samples: 17.0, avg_ips: 424.63847 images/sec.
Type : bottle Train [ Epoch 100/256 iter 1 ] lr: 0.00364, loss: 0.06832, avg_reader_cost: 2.26627 sec, avg_batch_cost: 2.38075 sec, avg_samples: 96.0, avg_ips: 40.32343 images/sec.
Type : bottle Train [ Epoch 100/256 iter 2 ] lr: 0.00364, loss: 0.08009, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11365 sec, avg_samples: 96.0, avg_ips: 844.72460 images/sec.
Type : bottle Train [ Epoch 100/256 iter 3 ] lr: 0.00364, loss: 0.01831, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.04000 sec, avg_samples: 17.0, avg_ips: 424.98014 images/sec.
Type : bottle Train [ Epoch 101/256 iter 1 ] lr: 0.00340, loss: 0.08103, avg_reader_cost: 2.79562 sec, avg_batch_cost: 2.91378 sec, avg_samples: 96.0, avg_ips: 32.94694 images/sec.
Type : bottle Train [ Epoch 101/256 iter 2 ] lr: 0.00340, loss: 0.05769, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11329 sec, avg_samples: 96.0, avg_ips: 847.41261 images/sec.
Type : bottle Train [ Epoch 101/256 iter 3 ] lr: 0.00340, loss: 0.01227, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04028 sec, avg_samples: 17.0, avg_ips: 422.08457 images/sec.
Type : bottle Train [ Epoch 102/256 iter 1 ] lr: 0.00317, loss: 0.07490, avg_reader_cost: 2.54205 sec, avg_batch_cost: 2.65579 sec, avg_samples: 96.0, avg_ips: 36.14744 images/sec.
Type : bottle Train [ Epoch 102/256 iter 2 ] lr: 0.00317, loss: 0.06065, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11218 sec, avg_samples: 96.0, avg_ips: 855.80393 images/sec.
Type : bottle Train [ Epoch 102/256 iter 3 ] lr: 0.00317, loss: 0.00911, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.03960 sec, avg_samples: 17.0, avg_ips: 429.28889 images/sec.
Type : bottle Train [ Epoch 103/256 iter 1 ] lr: 0.00295, loss: 0.04081, avg_reader_cost: 2.34943 sec, avg_batch_cost: 2.46102 sec, avg_samples: 96.0, avg_ips: 39.00827 images/sec.
Type : bottle Train [ Epoch 103/256 iter 2 ] lr: 0.00295, loss: 0.08499, avg_reader_cost: 0.04862 sec, avg_batch_cost: 0.15933 sec, avg_samples: 96.0, avg_ips: 602.53339 images/sec.
Type : bottle Train [ Epoch 103/256 iter 3 ] lr: 0.00295, loss: 0.14635, avg_reader_cost: 0.00014 sec, avg_batch_cost: 0.04024 sec, avg_samples: 17.0, avg_ips: 422.46719 images/sec.
Type : bottle Train [ Epoch 104/256 iter 1 ] lr: 0.00274, loss: 0.05653, avg_reader_cost: 2.33180 sec, avg_batch_cost: 2.44379 sec, avg_samples: 96.0, avg_ips: 39.28327 images/sec.
Type : bottle Train [ Epoch 104/256 iter 2 ] lr: 0.00274, loss: 0.07487, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11095 sec, avg_samples: 96.0, avg_ips: 865.26025 images/sec.
Type : bottle Train [ Epoch 104/256 iter 3 ] lr: 0.00274, loss: 0.01066, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.03962 sec, avg_samples: 17.0, avg_ips: 429.11063 images/sec.
Type : bottle Test [ Epoch 104/256 ] test_cost: 4.893019 sec max_auc: 1.00000 roc_auc : 0.996032.
Type : bottle Train [ Epoch 105/256 iter 1 ] lr: 0.00253, loss: 0.06343, avg_reader_cost: 2.61225 sec, avg_batch_cost: 2.72594 sec, avg_samples: 96.0, avg_ips: 35.21717 images/sec.
Type : bottle Train [ Epoch 105/256 iter 2 ] lr: 0.00253, loss: 0.07308, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11412 sec, avg_samples: 96.0, avg_ips: 841.25311 images/sec.
Type : bottle Train [ Epoch 105/256 iter 3 ] lr: 0.00253, loss: 0.01538, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04116 sec, avg_samples: 17.0, avg_ips: 413.02846 images/sec.
Type : bottle Train [ Epoch 106/256 iter 1 ] lr: 0.00233, loss: 0.06249, avg_reader_cost: 2.63246 sec, avg_batch_cost: 2.74590 sec, avg_samples: 96.0, avg_ips: 34.96119 images/sec.
Type : bottle Train [ Epoch 106/256 iter 2 ] lr: 0.00233, loss: 0.09321, avg_reader_cost: 0.25736 sec, avg_batch_cost: 0.36834 sec, avg_samples: 96.0, avg_ips: 260.62859 images/sec.
Type : bottle Train [ Epoch 106/256 iter 3 ] lr: 0.00233, loss: 0.09786, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.04009 sec, avg_samples: 17.0, avg_ips: 423.99710 images/sec.
Type : bottle Train [ Epoch 107/256 iter 1 ] lr: 0.00213, loss: 0.02892, avg_reader_cost: 2.52124 sec, avg_batch_cost: 2.63379 sec, avg_samples: 96.0, avg_ips: 36.44932 images/sec.
Type : bottle Train [ Epoch 107/256 iter 2 ] lr: 0.00213, loss: 0.05640, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11151 sec, avg_samples: 96.0, avg_ips: 860.92192 images/sec.
Type : bottle Train [ Epoch 107/256 iter 3 ] lr: 0.00213, loss: 0.01563, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04123 sec, avg_samples: 17.0, avg_ips: 412.31434 images/sec.
Type : bottle Train [ Epoch 108/256 iter 1 ] lr: 0.00195, loss: 0.09414, avg_reader_cost: 2.34990 sec, avg_batch_cost: 2.46465 sec, avg_samples: 96.0, avg_ips: 38.95069 images/sec.
Type : bottle Train [ Epoch 108/256 iter 2 ] lr: 0.00195, loss: 0.03461, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.11227 sec, avg_samples: 96.0, avg_ips: 855.09877 images/sec.
Type : bottle Train [ Epoch 108/256 iter 3 ] lr: 0.00195, loss: 0.01106, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04045 sec, avg_samples: 17.0, avg_ips: 420.22636 images/sec.
Type : bottle Train [ Epoch 109/256 iter 1 ] lr: 0.00177, loss: 0.04921, avg_reader_cost: 2.68860 sec, avg_batch_cost: 2.79978 sec, avg_samples: 96.0, avg_ips: 34.28841 images/sec.
Type : bottle Train [ Epoch 109/256 iter 2 ] lr: 0.00177, loss: 0.04257, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11312 sec, avg_samples: 96.0, avg_ips: 848.68074 images/sec.
Type : bottle Train [ Epoch 109/256 iter 3 ] lr: 0.00177, loss: 0.08554, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.04141 sec, avg_samples: 17.0, avg_ips: 410.54807 images/sec.
Type : bottle Train [ Epoch 110/256 iter 1 ] lr: 0.00160, loss: 0.05449, avg_reader_cost: 2.65109 sec, avg_batch_cost: 2.76515 sec, avg_samples: 96.0, avg_ips: 34.71781 images/sec.
Type : bottle Train [ Epoch 110/256 iter 2 ] lr: 0.00160, loss: 0.03966, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11220 sec, avg_samples: 96.0, avg_ips: 855.57845 images/sec.
Type : bottle Train [ Epoch 110/256 iter 3 ] lr: 0.00160, loss: 0.01158, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04100 sec, avg_samples: 17.0, avg_ips: 414.63285 images/sec.
Type : bottle Train [ Epoch 111/256 iter 1 ] lr: 0.00144, loss: 0.05393, avg_reader_cost: 2.28689 sec, avg_batch_cost: 2.39942 sec, avg_samples: 96.0, avg_ips: 40.00960 images/sec.
Type : bottle Train [ Epoch 111/256 iter 2 ] lr: 0.00144, loss: 0.02416, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11196 sec, avg_samples: 96.0, avg_ips: 857.44777 images/sec.
Type : bottle Train [ Epoch 111/256 iter 3 ] lr: 0.00144, loss: 0.00949, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04268 sec, avg_samples: 17.0, avg_ips: 398.27497 images/sec.
Type : bottle Train [ Epoch 112/256 iter 1 ] lr: 0.00129, loss: 0.05024, avg_reader_cost: 2.45037 sec, avg_batch_cost: 2.56441 sec, avg_samples: 96.0, avg_ips: 37.43551 images/sec.
Type : bottle Train [ Epoch 112/256 iter 2 ] lr: 0.00129, loss: 0.06128, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11304 sec, avg_samples: 96.0, avg_ips: 849.23205 images/sec.
Type : bottle Train [ Epoch 112/256 iter 3 ] lr: 0.00129, loss: 0.01099, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04058 sec, avg_samples: 17.0, avg_ips: 418.88831 images/sec.
Type : bottle Test [ Epoch 112/256 ] test_cost: 5.114413 sec max_auc: 1.00000 roc_auc : 0.994444.
Type : bottle Train [ Epoch 113/256 iter 1 ] lr: 0.00114, loss: 0.05947, avg_reader_cost: 2.48337 sec, avg_batch_cost: 2.59672 sec, avg_samples: 96.0, avg_ips: 36.96975 images/sec.
Type : bottle Train [ Epoch 113/256 iter 2 ] lr: 0.00114, loss: 0.04467, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.11144 sec, avg_samples: 96.0, avg_ips: 861.41553 images/sec.
Type : bottle Train [ Epoch 113/256 iter 3 ] lr: 0.00114, loss: 0.02185, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.03972 sec, avg_samples: 17.0, avg_ips: 427.95681 images/sec.
Type : bottle Train [ Epoch 114/256 iter 1 ] lr: 0.00101, loss: 0.03807, avg_reader_cost: 2.43600 sec, avg_batch_cost: 2.56842 sec, avg_samples: 96.0, avg_ips: 37.37703 images/sec.
Type : bottle Train [ Epoch 114/256 iter 2 ] lr: 0.00101, loss: 0.06076, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.11270 sec, avg_samples: 96.0, avg_ips: 851.81910 images/sec.
Type : bottle Train [ Epoch 114/256 iter 3 ] lr: 0.00101, loss: 0.02594, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04000 sec, avg_samples: 17.0, avg_ips: 424.99281 images/sec.
Type : bottle Train [ Epoch 115/256 iter 1 ] lr: 0.00088, loss: 0.02357, avg_reader_cost: 2.50426 sec, avg_batch_cost: 2.61706 sec, avg_samples: 96.0, avg_ips: 36.68240 images/sec.
Type : bottle Train [ Epoch 115/256 iter 2 ] lr: 0.00088, loss: 0.04143, avg_reader_cost: 0.07980 sec, avg_batch_cost: 0.19149 sec, avg_samples: 96.0, avg_ips: 501.33870 images/sec.
Type : bottle Train [ Epoch 115/256 iter 3 ] lr: 0.00088, loss: 0.11499, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.03984 sec, avg_samples: 17.0, avg_ips: 426.71467 images/sec.
Type : bottle Train [ Epoch 116/256 iter 1 ] lr: 0.00076, loss: 0.08843, avg_reader_cost: 1.84806 sec, avg_batch_cost: 1.96002 sec, avg_samples: 96.0, avg_ips: 48.97917 images/sec.
Type : bottle Train [ Epoch 116/256 iter 2 ] lr: 0.00076, loss: 0.05171, avg_reader_cost: 0.17141 sec, avg_batch_cost: 0.28210 sec, avg_samples: 96.0, avg_ips: 340.30433 images/sec.
Type : bottle Train [ Epoch 116/256 iter 3 ] lr: 0.00076, loss: 0.16751, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.04178 sec, avg_samples: 17.0, avg_ips: 406.88866 images/sec.
Type : bottle Train [ Epoch 117/256 iter 1 ] lr: 0.00065, loss: 0.07488, avg_reader_cost: 1.98392 sec, avg_batch_cost: 2.09553 sec, avg_samples: 96.0, avg_ips: 45.81169 images/sec.
Type : bottle Train [ Epoch 117/256 iter 2 ] lr: 0.00065, loss: 0.06002, avg_reader_cost: 0.04117 sec, avg_batch_cost: 0.15325 sec, avg_samples: 96.0, avg_ips: 626.42067 images/sec.
Type : bottle Train [ Epoch 117/256 iter 3 ] lr: 0.00065, loss: 0.00914, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04070 sec, avg_samples: 17.0, avg_ips: 417.64191 images/sec.
Type : bottle Train [ Epoch 118/256 iter 1 ] lr: 0.00054, loss: 0.03440, avg_reader_cost: 1.99207 sec, avg_batch_cost: 2.10576 sec, avg_samples: 96.0, avg_ips: 45.58918 images/sec.
Type : bottle Train [ Epoch 118/256 iter 2 ] lr: 0.00054, loss: 0.06118, avg_reader_cost: 0.04308 sec, avg_batch_cost: 0.15591 sec, avg_samples: 96.0, avg_ips: 615.73791 images/sec.
Type : bottle Train [ Epoch 118/256 iter 3 ] lr: 0.00054, loss: 0.01080, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.04259 sec, avg_samples: 17.0, avg_ips: 399.11766 images/sec.
Type : bottle Train [ Epoch 119/256 iter 1 ] lr: 0.00045, loss: 0.04967, avg_reader_cost: 2.45800 sec, avg_batch_cost: 2.57159 sec, avg_samples: 96.0, avg_ips: 37.33105 images/sec.
Type : bottle Train [ Epoch 119/256 iter 2 ] lr: 0.00045, loss: 0.04311, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11633 sec, avg_samples: 96.0, avg_ips: 825.20537 images/sec.
Type : bottle Train [ Epoch 119/256 iter 3 ] lr: 0.00045, loss: 0.01153, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.04137 sec, avg_samples: 17.0, avg_ips: 410.97401 images/sec.
Type : bottle Train [ Epoch 120/256 iter 1 ] lr: 0.00036, loss: 0.01947, avg_reader_cost: 1.81952 sec, avg_batch_cost: 1.93063 sec, avg_samples: 96.0, avg_ips: 49.72475 images/sec.
Type : bottle Train [ Epoch 120/256 iter 2 ] lr: 0.00036, loss: 0.04781, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11268 sec, avg_samples: 96.0, avg_ips: 851.99213 images/sec.
Type : bottle Train [ Epoch 120/256 iter 3 ] lr: 0.00036, loss: 0.01132, avg_reader_cost: 0.00017 sec, avg_batch_cost: 0.04002 sec, avg_samples: 17.0, avg_ips: 424.75989 images/sec.
Type : bottle Test [ Epoch 120/256 ] test_cost: 4.893661 sec max_auc: 1.00000 roc_auc : 0.994444.
Type : bottle Train [ Epoch 121/256 iter 1 ] lr: 0.00029, loss: 0.05129, avg_reader_cost: 2.55735 sec, avg_batch_cost: 2.67046 sec, avg_samples: 96.0, avg_ips: 35.94881 images/sec.
Type : bottle Train [ Epoch 121/256 iter 2 ] lr: 0.00029, loss: 0.02221, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11407 sec, avg_samples: 96.0, avg_ips: 841.59071 images/sec.
Type : bottle Train [ Epoch 121/256 iter 3 ] lr: 0.00029, loss: 0.05500, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.04131 sec, avg_samples: 17.0, avg_ips: 411.54329 images/sec.
Type : bottle Train [ Epoch 122/256 iter 1 ] lr: 0.00022, loss: 0.01588, avg_reader_cost: 2.45199 sec, avg_batch_cost: 2.56595 sec, avg_samples: 96.0, avg_ips: 37.41302 images/sec.
Type : bottle Train [ Epoch 122/256 iter 2 ] lr: 0.00022, loss: 0.06807, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11427 sec, avg_samples: 96.0, avg_ips: 840.08417 images/sec.
Type : bottle Train [ Epoch 122/256 iter 3 ] lr: 0.00022, loss: 0.00929, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.04387 sec, avg_samples: 17.0, avg_ips: 387.48563 images/sec.
Type : bottle Train [ Epoch 123/256 iter 1 ] lr: 0.00016, loss: 0.04088, avg_reader_cost: 2.53771 sec, avg_batch_cost: 2.65063 sec, avg_samples: 96.0, avg_ips: 36.21779 images/sec.
Type : bottle Train [ Epoch 123/256 iter 2 ] lr: 0.00016, loss: 0.02330, avg_reader_cost: 0.06211 sec, avg_batch_cost: 0.17256 sec, avg_samples: 96.0, avg_ips: 556.33369 images/sec.
Type : bottle Train [ Epoch 123/256 iter 3 ] lr: 0.00016, loss: 0.03441, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.04051 sec, avg_samples: 17.0, avg_ips: 419.66492 images/sec.
Type : bottle Train [ Epoch 124/256 iter 1 ] lr: 0.00011, loss: 0.04568, avg_reader_cost: 2.52725 sec, avg_batch_cost: 2.64042 sec, avg_samples: 96.0, avg_ips: 36.35786 images/sec.
Type : bottle Train [ Epoch 124/256 iter 2 ] lr: 0.00011, loss: 0.04975, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11092 sec, avg_samples: 96.0, avg_ips: 865.52622 images/sec.
Type : bottle Train [ Epoch 124/256 iter 3 ] lr: 0.00011, loss: 0.00931, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.04058 sec, avg_samples: 17.0, avg_ips: 418.97446 images/sec.
