
############################
training cable
############################

Type : cable Train [ Epoch 1/256 iter 1 ] lr: 0.03000, loss: 1.27084, avg_reader_cost: 3.55346 sec, avg_batch_cost: 7.45882 sec, avg_samples: 96.0, avg_ips: 12.87067 images/sec.
Type : cable Train [ Epoch 84/256 iter 2 ] lr: 0.00826, loss: 0.03597, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11301 sec, avg_samples: 96.0, avg_ips: 849.49363 images/sec.
Type : cable Train [ Epoch 84/256 iter 3 ] lr: 0.00826, loss: 0.04417, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.05726 sec, avg_samples: 32.0, avg_ips: 558.80746 images/sec.
Type : cable Train [ Epoch 85/256 iter 1 ] lr: 0.00793, loss: 0.05216, avg_reader_cost: 3.10238 sec, avg_batch_cost: 3.21867 sec, avg_samples: 96.0, avg_ips: 29.82595 images/sec.
Type : cable Train [ Epoch 85/256 iter 2 ] lr: 0.00793, loss: 0.04172, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.11509 sec, avg_samples: 96.0, avg_ips: 834.09948 images/sec.
Type : cable Train [ Epoch 85/256 iter 3 ] lr: 0.00793, loss: 0.00875, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.05838 sec, avg_samples: 32.0, avg_ips: 548.17203 images/sec.
Type : cable Train [ Epoch 86/256 iter 1 ] lr: 0.00761, loss: 0.04393, avg_reader_cost: 3.10637 sec, avg_batch_cost: 3.22148 sec, avg_samples: 96.0, avg_ips: 29.80001 images/sec.
Type : cable Train [ Epoch 86/256 iter 2 ] lr: 0.00761, loss: 0.02973, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.11658 sec, avg_samples: 96.0, avg_ips: 823.49574 images/sec.
Type : cable Train [ Epoch 86/256 iter 3 ] lr: 0.00761, loss: 0.05361, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.05759 sec, avg_samples: 32.0, avg_ips: 555.67955 images/sec.
Type : cable Train [ Epoch 87/256 iter 1 ] lr: 0.00729, loss: 0.02453, avg_reader_cost: 2.87001 sec, avg_batch_cost: 2.98466 sec, avg_samples: 96.0, avg_ips: 32.16445 images/sec.
Type : cable Train [ Epoch 87/256 iter 2 ] lr: 0.00729, loss: 0.01182, avg_reader_cost: 0.00031 sec, avg_batch_cost: 0.11632 sec, avg_samples: 96.0, avg_ips: 825.32715 images/sec.
Type : cable Train [ Epoch 87/256 iter 3 ] lr: 0.00729, loss: 0.04227, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.05782 sec, avg_samples: 32.0, avg_ips: 553.45919 images/sec.
Type : cable Train [ Epoch 88/256 iter 1 ] lr: 0.00698, loss: 0.01196, avg_reader_cost: 3.09927 sec, avg_batch_cost: 3.21459 sec, avg_samples: 96.0, avg_ips: 29.86383 images/sec.
Type : cable Train [ Epoch 88/256 iter 2 ] lr: 0.00698, loss: 0.02964, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.11928 sec, avg_samples: 96.0, avg_ips: 804.83473 images/sec.
Type : cable Train [ Epoch 88/256 iter 3 ] lr: 0.00698, loss: 0.01198, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.05829 sec, avg_samples: 32.0, avg_ips: 549.02411 images/sec.
Type : cable Test [ Epoch 88/256 ] test_cost: 14.491057 sec max_auc: 0.92466 roc_auc : 0.861507.
Type : cable Train [ Epoch 89/256 iter 1 ] lr: 0.00667, loss: 0.01260, avg_reader_cost: 3.02938 sec, avg_batch_cost: 3.14388 sec, avg_samples: 96.0, avg_ips: 30.53552 images/sec.
Type : cable Train [ Epoch 89/256 iter 2 ] lr: 0.00667, loss: 0.01034, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11630 sec, avg_samples: 96.0, avg_ips: 825.45913 images/sec.
Type : cable Train [ Epoch 89/256 iter 3 ] lr: 0.00667, loss: 0.00569, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.05661 sec, avg_samples: 32.0, avg_ips: 565.28675 images/sec.
Type : cable Train [ Epoch 90/256 iter 1 ] lr: 0.00636, loss: 0.03920, avg_reader_cost: 2.83629 sec, avg_batch_cost: 2.95220 sec, avg_samples: 96.0, avg_ips: 32.51807 images/sec.
Type : cable Train [ Epoch 90/256 iter 2 ] lr: 0.00636, loss: 0.01765, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.11548 sec, avg_samples: 96.0, avg_ips: 831.33377 images/sec.
Type : cable Train [ Epoch 90/256 iter 3 ] lr: 0.00636, loss: 0.00511, avg_reader_cost: 0.00034 sec, avg_batch_cost: 0.05849 sec, avg_samples: 32.0, avg_ips: 547.11286 images/sec.
Type : cable Train [ Epoch 91/256 iter 1 ] lr: 0.00606, loss: 0.00884, avg_reader_cost: 2.80568 sec, avg_batch_cost: 2.92415 sec, avg_samples: 96.0, avg_ips: 32.83010 images/sec.
Type : cable Train [ Epoch 91/256 iter 2 ] lr: 0.00606, loss: 0.00594, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11408 sec, avg_samples: 96.0, avg_ips: 841.51684 images/sec.
Type : cable Train [ Epoch 91/256 iter 3 ] lr: 0.00606, loss: 0.00461, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.05785 sec, avg_samples: 32.0, avg_ips: 553.12618 images/sec.
Type : cable Train [ Epoch 92/256 iter 1 ] lr: 0.00577, loss: 0.08686, avg_reader_cost: 2.83635 sec, avg_batch_cost: 2.95066 sec, avg_samples: 96.0, avg_ips: 32.53513 images/sec.
Type : cable Train [ Epoch 92/256 iter 2 ] lr: 0.00577, loss: 0.04003, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11321 sec, avg_samples: 96.0, avg_ips: 847.98191 images/sec.
Type : cable Train [ Epoch 92/256 iter 3 ] lr: 0.00577, loss: 0.05348, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.05668 sec, avg_samples: 32.0, avg_ips: 564.57577 images/sec.
Type : cable Train [ Epoch 93/256 iter 1 ] lr: 0.00548, loss: 0.02940, avg_reader_cost: 3.14438 sec, avg_batch_cost: 3.26076 sec, avg_samples: 96.0, avg_ips: 29.44096 images/sec.
Type : cable Train [ Epoch 93/256 iter 2 ] lr: 0.00548, loss: 0.02916, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11471 sec, avg_samples: 96.0, avg_ips: 836.88366 images/sec.
Type : cable Train [ Epoch 93/256 iter 3 ] lr: 0.00548, loss: 0.07475, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.05855 sec, avg_samples: 32.0, avg_ips: 546.54475 images/sec.
Type : cable Train [ Epoch 94/256 iter 1 ] lr: 0.00520, loss: 0.07794, avg_reader_cost: 3.18355 sec, avg_batch_cost: 3.29922 sec, avg_samples: 96.0, avg_ips: 29.09776 images/sec.
Type : cable Train [ Epoch 94/256 iter 2 ] lr: 0.00520, loss: 0.03630, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.11642 sec, avg_samples: 96.0, avg_ips: 824.59192 images/sec.
Type : cable Train [ Epoch 94/256 iter 3 ] lr: 0.00520, loss: 0.00528, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05772 sec, avg_samples: 32.0, avg_ips: 554.41252 images/sec.
Type : cable Train [ Epoch 95/256 iter 1 ] lr: 0.00493, loss: 0.01872, avg_reader_cost: 3.22468 sec, avg_batch_cost: 3.34103 sec, avg_samples: 96.0, avg_ips: 28.73368 images/sec.
Type : cable Train [ Epoch 95/256 iter 2 ] lr: 0.00493, loss: 0.00895, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11562 sec, avg_samples: 96.0, avg_ips: 830.29664 images/sec.
Type : cable Train [ Epoch 95/256 iter 3 ] lr: 0.00493, loss: 0.02359, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.05935 sec, avg_samples: 32.0, avg_ips: 539.14611 images/sec.
Type : cable Train [ Epoch 96/256 iter 1 ] lr: 0.00466, loss: 0.03748, avg_reader_cost: 3.03693 sec, avg_batch_cost: 3.15443 sec, avg_samples: 96.0, avg_ips: 30.43336 images/sec.
Type : cable Train [ Epoch 96/256 iter 2 ] lr: 0.00466, loss: 0.04451, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11505 sec, avg_samples: 96.0, avg_ips: 834.38813 images/sec.
Type : cable Train [ Epoch 96/256 iter 3 ] lr: 0.00466, loss: 0.00617, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.05720 sec, avg_samples: 32.0, avg_ips: 559.45033 images/sec.
Type : cable Test [ Epoch 96/256 ] test_cost: 14.527459 sec max_auc: 0.92466 roc_auc : 0.818403.
Type : cable Train [ Epoch 97/256 iter 1 ] lr: 0.00439, loss: 0.05052, avg_reader_cost: 2.10576 sec, avg_batch_cost: 2.22095 sec, avg_samples: 96.0, avg_ips: 43.22479 images/sec.
Type : cable Train [ Epoch 97/256 iter 2 ] lr: 0.00439, loss: 0.03804, avg_reader_cost: 0.35110 sec, avg_batch_cost: 0.47607 sec, avg_samples: 96.0, avg_ips: 201.64933 images/sec.
Type : cable Train [ Epoch 97/256 iter 3 ] lr: 0.00439, loss: 0.00590, avg_reader_cost: 0.00034 sec, avg_batch_cost: 0.06091 sec, avg_samples: 32.0, avg_ips: 525.39831 images/sec.
Type : cable Train [ Epoch 98/256 iter 1 ] lr: 0.00414, loss: 0.00487, avg_reader_cost: 2.90018 sec, avg_batch_cost: 3.01695 sec, avg_samples: 96.0, avg_ips: 31.82024 images/sec.
Type : cable Train [ Epoch 98/256 iter 2 ] lr: 0.00414, loss: 0.00533, avg_reader_cost: 0.00035 sec, avg_batch_cost: 0.11807 sec, avg_samples: 96.0, avg_ips: 813.07448 images/sec.
Type : cable Train [ Epoch 98/256 iter 3 ] lr: 0.00414, loss: 0.00423, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.05816 sec, avg_samples: 32.0, avg_ips: 550.21923 images/sec.
Type : cable Train [ Epoch 99/256 iter 1 ] lr: 0.00389, loss: 0.00599, avg_reader_cost: 2.64619 sec, avg_batch_cost: 2.75870 sec, avg_samples: 96.0, avg_ips: 34.79901 images/sec.
Type : cable Train [ Epoch 99/256 iter 2 ] lr: 0.00389, loss: 0.02866, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11464 sec, avg_samples: 96.0, avg_ips: 837.38839 images/sec.
Type : cable Train [ Epoch 99/256 iter 3 ] lr: 0.00389, loss: 0.05456, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05690 sec, avg_samples: 32.0, avg_ips: 562.38285 images/sec.
Type : cable Train [ Epoch 100/256 iter 1 ] lr: 0.00364, loss: 0.03112, avg_reader_cost: 3.14504 sec, avg_batch_cost: 3.26091 sec, avg_samples: 96.0, avg_ips: 29.43962 images/sec.
Type : cable Train [ Epoch 100/256 iter 2 ] lr: 0.00364, loss: 0.00491, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11616 sec, avg_samples: 96.0, avg_ips: 826.43840 images/sec.
Type : cable Train [ Epoch 100/256 iter 3 ] lr: 0.00364, loss: 0.00461, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.05730 sec, avg_samples: 32.0, avg_ips: 558.48193 images/sec.
Type : cable Train [ Epoch 101/256 iter 1 ] lr: 0.00340, loss: 0.07566, avg_reader_cost: 3.04256 sec, avg_batch_cost: 3.15746 sec, avg_samples: 96.0, avg_ips: 30.40419 images/sec.
Type : cable Train [ Epoch 101/256 iter 2 ] lr: 0.00340, loss: 0.02375, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.12024 sec, avg_samples: 96.0, avg_ips: 798.40812 images/sec.
Type : cable Train [ Epoch 101/256 iter 3 ] lr: 0.00340, loss: 0.00460, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.06790 sec, avg_samples: 32.0, avg_ips: 471.26018 images/sec.
Type : cable Train [ Epoch 102/256 iter 1 ] lr: 0.00317, loss: 0.02380, avg_reader_cost: 3.18634 sec, avg_batch_cost: 3.30207 sec, avg_samples: 96.0, avg_ips: 29.07267 images/sec.
Type : cable Train [ Epoch 102/256 iter 2 ] lr: 0.00317, loss: 0.01919, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11341 sec, avg_samples: 96.0, avg_ips: 846.48445 images/sec.
Type : cable Train [ Epoch 102/256 iter 3 ] lr: 0.00317, loss: 0.00714, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05810 sec, avg_samples: 32.0, avg_ips: 550.76789 images/sec.
Type : cable Train [ Epoch 103/256 iter 1 ] lr: 0.00295, loss: 0.00423, avg_reader_cost: 3.18821 sec, avg_batch_cost: 3.30222 sec, avg_samples: 96.0, avg_ips: 29.07135 images/sec.
Type : cable Train [ Epoch 103/256 iter 2 ] lr: 0.00295, loss: 0.01273, avg_reader_cost: 0.00028 sec, avg_batch_cost: 0.11616 sec, avg_samples: 96.0, avg_ips: 826.43670 images/sec.
Type : cable Train [ Epoch 103/256 iter 3 ] lr: 0.00295, loss: 0.03714, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.05784 sec, avg_samples: 32.0, avg_ips: 553.20370 images/sec.
Type : cable Train [ Epoch 104/256 iter 1 ] lr: 0.00274, loss: 0.02037, avg_reader_cost: 2.84127 sec, avg_batch_cost: 2.95748 sec, avg_samples: 96.0, avg_ips: 32.46009 images/sec.
Type : cable Train [ Epoch 104/256 iter 2 ] lr: 0.00274, loss: 0.01589, avg_reader_cost: 0.00029 sec, avg_batch_cost: 0.11582 sec, avg_samples: 96.0, avg_ips: 828.87800 images/sec.
Type : cable Train [ Epoch 104/256 iter 3 ] lr: 0.00274, loss: 0.03138, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05750 sec, avg_samples: 32.0, avg_ips: 556.56900 images/sec.
Type : cable Test [ Epoch 104/256 ] test_cost: 14.097541 sec max_auc: 0.92466 roc_auc : 0.823463.
Type : cable Train [ Epoch 105/256 iter 1 ] lr: 0.00253, loss: 0.04234, avg_reader_cost: 2.92766 sec, avg_batch_cost: 3.04448 sec, avg_samples: 96.0, avg_ips: 31.53246 images/sec.
Type : cable Train [ Epoch 105/256 iter 2 ] lr: 0.00253, loss: 0.00597, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11410 sec, avg_samples: 96.0, avg_ips: 841.39550 images/sec.
Type : cable Train [ Epoch 105/256 iter 3 ] lr: 0.00253, loss: 0.00470, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05824 sec, avg_samples: 32.0, avg_ips: 549.43315 images/sec.
Type : cable Train [ Epoch 106/256 iter 1 ] lr: 0.00233, loss: 0.00991, avg_reader_cost: 2.25983 sec, avg_batch_cost: 2.37610 sec, avg_samples: 96.0, avg_ips: 40.40237 images/sec.
Type : cable Train [ Epoch 106/256 iter 2 ] lr: 0.00233, loss: 0.00608, avg_reader_cost: 0.10804 sec, avg_batch_cost: 0.22354 sec, avg_samples: 96.0, avg_ips: 429.45092 images/sec.
Type : cable Train [ Epoch 106/256 iter 3 ] lr: 0.00233, loss: 0.04243, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.05852 sec, avg_samples: 32.0, avg_ips: 546.78968 images/sec.
Type : cable Train [ Epoch 107/256 iter 1 ] lr: 0.00213, loss: 0.00535, avg_reader_cost: 2.87005 sec, avg_batch_cost: 2.98322 sec, avg_samples: 96.0, avg_ips: 32.17996 images/sec.
Type : cable Train [ Epoch 107/256 iter 2 ] lr: 0.00213, loss: 0.04217, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.11367 sec, avg_samples: 96.0, avg_ips: 844.57576 images/sec.
Type : cable Train [ Epoch 107/256 iter 3 ] lr: 0.00213, loss: 0.00501, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.05801 sec, avg_samples: 32.0, avg_ips: 551.64394 images/sec.
Type : cable Train [ Epoch 108/256 iter 1 ] lr: 0.00195, loss: 0.03999, avg_reader_cost: 2.92136 sec, avg_batch_cost: 3.03667 sec, avg_samples: 96.0, avg_ips: 31.61357 images/sec.
Type : cable Train [ Epoch 108/256 iter 2 ] lr: 0.00195, loss: 0.00966, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11332 sec, avg_samples: 96.0, avg_ips: 847.14874 images/sec.
Type : cable Train [ Epoch 108/256 iter 3 ] lr: 0.00195, loss: 0.00392, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05600 sec, avg_samples: 32.0, avg_ips: 571.40917 images/sec.
Type : cable Train [ Epoch 109/256 iter 1 ] lr: 0.00177, loss: 0.01894, avg_reader_cost: 3.08990 sec, avg_batch_cost: 3.20913 sec, avg_samples: 96.0, avg_ips: 29.91461 images/sec.
Type : cable Train [ Epoch 109/256 iter 2 ] lr: 0.00177, loss: 0.00898, avg_reader_cost: 0.00032 sec, avg_batch_cost: 0.11641 sec, avg_samples: 96.0, avg_ips: 824.68650 images/sec.
Type : cable Train [ Epoch 109/256 iter 3 ] lr: 0.00177, loss: 0.01793, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.06924 sec, avg_samples: 32.0, avg_ips: 462.13611 images/sec.
Type : cable Train [ Epoch 110/256 iter 1 ] lr: 0.00160, loss: 0.03828, avg_reader_cost: 2.87704 sec, avg_batch_cost: 2.99343 sec, avg_samples: 96.0, avg_ips: 32.07028 images/sec.
Type : cable Train [ Epoch 110/256 iter 2 ] lr: 0.00160, loss: 0.00736, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.11588 sec, avg_samples: 96.0, avg_ips: 828.46188 images/sec.
Type : cable Train [ Epoch 110/256 iter 3 ] lr: 0.00160, loss: 0.00433, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.05573 sec, avg_samples: 32.0, avg_ips: 574.20331 images/sec.
Type : cable Train [ Epoch 111/256 iter 1 ] lr: 0.00144, loss: 0.04374, avg_reader_cost: 2.88963 sec, avg_batch_cost: 3.00638 sec, avg_samples: 96.0, avg_ips: 31.93209 images/sec.
Type : cable Train [ Epoch 111/256 iter 2 ] lr: 0.00144, loss: 0.02157, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.11344 sec, avg_samples: 96.0, avg_ips: 846.26029 images/sec.
Type : cable Train [ Epoch 111/256 iter 3 ] lr: 0.00144, loss: 0.05423, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05798 sec, avg_samples: 32.0, avg_ips: 551.92976 images/sec.
Type : cable Train [ Epoch 112/256 iter 1 ] lr: 0.00129, loss: 0.00495, avg_reader_cost: 3.12116 sec, avg_batch_cost: 3.24857 sec, avg_samples: 96.0, avg_ips: 29.55142 images/sec.
Type : cable Train [ Epoch 112/256 iter 2 ] lr: 0.00129, loss: 0.04638, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.11464 sec, avg_samples: 96.0, avg_ips: 837.43890 images/sec.
Type : cable Train [ Epoch 112/256 iter 3 ] lr: 0.00129, loss: 0.00406, avg_reader_cost: 0.00034 sec, avg_batch_cost: 0.05830 sec, avg_samples: 32.0, avg_ips: 548.85124 images/sec.
Type : cable Test [ Epoch 112/256 ] test_cost: 14.918224 sec max_auc: 0.92466 roc_auc : 0.825150.
Type : cable Train [ Epoch 113/256 iter 1 ] lr: 0.00114, loss: 0.00480, avg_reader_cost: 2.06579 sec, avg_batch_cost: 2.18008 sec, avg_samples: 96.0, avg_ips: 44.03509 images/sec.
Type : cable Train [ Epoch 113/256 iter 2 ] lr: 0.00114, loss: 0.01988, avg_reader_cost: 0.20953 sec, avg_batch_cost: 0.32614 sec, avg_samples: 96.0, avg_ips: 294.35003 images/sec.
Type : cable Train [ Epoch 113/256 iter 3 ] lr: 0.00114, loss: 0.00388, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05740 sec, avg_samples: 32.0, avg_ips: 557.47983 images/sec.
Type : cable Train [ Epoch 114/256 iter 1 ] lr: 0.00101, loss: 0.01426, avg_reader_cost: 2.66339 sec, avg_batch_cost: 2.77660 sec, avg_samples: 96.0, avg_ips: 34.57461 images/sec.
Type : cable Train [ Epoch 114/256 iter 2 ] lr: 0.00101, loss: 0.01350, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11289 sec, avg_samples: 96.0, avg_ips: 850.39966 images/sec.
Type : cable Train [ Epoch 114/256 iter 3 ] lr: 0.00101, loss: 0.03782, avg_reader_cost: 0.00024 sec, avg_batch_cost: 0.05597 sec, avg_samples: 32.0, avg_ips: 571.72803 images/sec.
Type : cable Train [ Epoch 115/256 iter 1 ] lr: 0.00088, loss: 0.03307, avg_reader_cost: 2.55089 sec, avg_batch_cost: 2.66521 sec, avg_samples: 96.0, avg_ips: 36.01969 images/sec.
Type : cable Train [ Epoch 115/256 iter 2 ] lr: 0.00088, loss: 0.00702, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11410 sec, avg_samples: 96.0, avg_ips: 841.40254 images/sec.
Type : cable Train [ Epoch 115/256 iter 3 ] lr: 0.00088, loss: 0.04061, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05670 sec, avg_samples: 32.0, avg_ips: 564.40721 images/sec.
Type : cable Train [ Epoch 116/256 iter 1 ] lr: 0.00076, loss: 0.00732, avg_reader_cost: 2.65772 sec, avg_batch_cost: 2.78023 sec, avg_samples: 96.0, avg_ips: 34.52950 images/sec.
Type : cable Train [ Epoch 116/256 iter 2 ] lr: 0.00076, loss: 0.03602, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.11560 sec, avg_samples: 96.0, avg_ips: 830.43705 images/sec.
Type : cable Train [ Epoch 116/256 iter 3 ] lr: 0.00076, loss: 0.00395, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.05656 sec, avg_samples: 32.0, avg_ips: 565.74662 images/sec.
Type : cable Train [ Epoch 117/256 iter 1 ] lr: 0.00065, loss: 0.01174, avg_reader_cost: 2.67675 sec, avg_batch_cost: 2.79271 sec, avg_samples: 96.0, avg_ips: 34.37517 images/sec.
Type : cable Train [ Epoch 117/256 iter 2 ] lr: 0.00065, loss: 0.01887, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.11467 sec, avg_samples: 96.0, avg_ips: 837.21254 images/sec.
Type : cable Train [ Epoch 117/256 iter 3 ] lr: 0.00065, loss: 0.06168, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.05736 sec, avg_samples: 32.0, avg_ips: 557.91548 images/sec.
Type : cable Train [ Epoch 118/256 iter 1 ] lr: 0.00054, loss: 0.02735, avg_reader_cost: 2.95208 sec, avg_batch_cost: 3.06848 sec, avg_samples: 96.0, avg_ips: 31.28582 images/sec.
Type : cable Train [ Epoch 118/256 iter 2 ] lr: 0.00054, loss: 0.00527, avg_reader_cost: 0.00018 sec, avg_batch_cost: 0.11319 sec, avg_samples: 96.0, avg_ips: 848.09979 images/sec.
Type : cable Train [ Epoch 118/256 iter 3 ] lr: 0.00054, loss: 0.00592, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05683 sec, avg_samples: 32.0, avg_ips: 563.05287 images/sec.
Type : cable Train [ Epoch 119/256 iter 1 ] lr: 0.00045, loss: 0.01977, avg_reader_cost: 2.93610 sec, avg_batch_cost: 3.05298 sec, avg_samples: 96.0, avg_ips: 31.44465 images/sec.
Type : cable Train [ Epoch 119/256 iter 2 ] lr: 0.00045, loss: 0.03615, avg_reader_cost: 0.00023 sec, avg_batch_cost: 0.11476 sec, avg_samples: 96.0, avg_ips: 836.54114 images/sec.
Type : cable Train [ Epoch 119/256 iter 3 ] lr: 0.00045, loss: 0.04681, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.05796 sec, avg_samples: 32.0, avg_ips: 552.12275 images/sec.
Type : cable Train [ Epoch 120/256 iter 1 ] lr: 0.00036, loss: 0.02245, avg_reader_cost: 2.77618 sec, avg_batch_cost: 2.89191 sec, avg_samples: 96.0, avg_ips: 33.19603 images/sec.
Type : cable Train [ Epoch 120/256 iter 2 ] lr: 0.00036, loss: 0.00468, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.11548 sec, avg_samples: 96.0, avg_ips: 831.28914 images/sec.
Type : cable Train [ Epoch 120/256 iter 3 ] lr: 0.00036, loss: 0.00534, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.05905 sec, avg_samples: 32.0, avg_ips: 541.92162 images/sec.
Type : cable Test [ Epoch 120/256 ] test_cost: 15.225579 sec max_auc: 0.92466 roc_auc : 0.813906.
Type : cable Train [ Epoch 121/256 iter 1 ] lr: 0.00029, loss: 0.00486, avg_reader_cost: 2.88307 sec, avg_batch_cost: 2.99173 sec, avg_samples: 96.0, avg_ips: 32.08851 images/sec.
Type : cable Train [ Epoch 121/256 iter 2 ] lr: 0.00029, loss: 0.01995, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.10796 sec, avg_samples: 96.0, avg_ips: 889.24584 images/sec.
Type : cable Train [ Epoch 121/256 iter 3 ] lr: 0.00029, loss: 0.00435, avg_reader_cost: 0.00015 sec, avg_batch_cost: 0.05003 sec, avg_samples: 32.0, avg_ips: 639.55232 images/sec.
Type : cable Train [ Epoch 122/256 iter 1 ] lr: 0.00022, loss: 0.01568, avg_reader_cost: 2.89912 sec, avg_batch_cost: 3.00732 sec, avg_samples: 96.0, avg_ips: 31.92207 images/sec.
Type : cable Train [ Epoch 122/256 iter 2 ] lr: 0.00022, loss: 0.03620, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.10833 sec, avg_samples: 96.0, avg_ips: 886.14982 images/sec.
Type : cable Train [ Epoch 122/256 iter 3 ] lr: 0.00022, loss: 0.00399, avg_reader_cost: 0.00019 sec, avg_batch_cost: 0.05713 sec, avg_samples: 32.0, avg_ips: 560.16714 images/sec.
Type : cable Train [ Epoch 123/256 iter 1 ] lr: 0.00016, loss: 0.01092, avg_reader_cost: 2.71480 sec, avg_batch_cost: 2.82622 sec, avg_samples: 96.0, avg_ips: 33.96762 images/sec.
Type : cable Train [ Epoch 123/256 iter 2 ] lr: 0.00016, loss: 0.00608, avg_reader_cost: 0.00016 sec, avg_batch_cost: 0.10755 sec, avg_samples: 96.0, avg_ips: 892.60294 images/sec.
Type : cable Train [ Epoch 123/256 iter 3 ] lr: 0.00016, loss: 0.01259, avg_reader_cost: 0.00020 sec, avg_batch_cost: 0.05214 sec, avg_samples: 32.0, avg_ips: 613.72948 images/sec.
Type : cable Train [ Epoch 124/256 iter 1 ] lr: 0.00011, loss: 0.01209, avg_reader_cost: 3.02116 sec, avg_batch_cost: 3.13698 sec, avg_samples: 96.0, avg_ips: 30.60266 images/sec.
Type : cable Train [ Epoch 124/256 iter 2 ] lr: 0.00011, loss: 0.02194, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.11603 sec, avg_samples: 96.0, avg_ips: 827.35709 images/sec.
Type : cable Train [ Epoch 124/256 iter 3 ] lr: 0.00011, loss: 0.00390, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.05784 sec, avg_samples: 32.0, avg_ips: 553.29036 images/sec.
Type : cable Train [ Epoch 125/256 iter 1 ] lr: 0.00007, loss: 0.03445, avg_reader_cost: 2.85144 sec, avg_batch_cost: 2.96696 sec, avg_samples: 96.0, avg_ips: 32.35639 images/sec.
Type : cable Train [ Epoch 125/256 iter 2 ] lr: 0.00007, loss: 0.03456, avg_reader_cost: 0.00025 sec, avg_batch_cost: 0.11472 sec, avg_samples: 96.0, avg_ips: 836.78453 images/sec.
Type : cable Train [ Epoch 125/256 iter 3 ] lr: 0.00007, loss: 0.00851, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.05745 sec, avg_samples: 32.0, avg_ips: 556.99399 images/sec.
